delt,growth,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,AUS,MEX,ROW
0.09999999999999931,0.018059277853204346,1.0240416805646786,1.025686815302335,0.9072899628751357,1.0235597895809658,1.023927108551358,1.0245601705299814,1.0244674719173898,1.0269697577332417,1.0248759685045308,1.0249300202052345,1.0249263855483175,1.026029960118593
0.10427538888537644,0.018025810120932344,1.0234622802866122,1.025066650908529,0.9091372373379911,1.022991733487915,1.023351241719689,1.0239685199863513,1.0238747983812853,1.0263129244083937,1.024277882361363,1.024325164629156,1.0243256952884625,1.025401705892741
0.10873356727196537,0.017992250538250314,1.0228806169289542,1.024444623752671,0.9110100683621069,1.0224231380160593,1.0227735891355962,1.0233750369501793,1.0232804208447395,1.0256546392527084,1.023677889725064,1.0237186799121698,1.0237231604383368,1.0247715527737056
0.11338235012178441,0.017958610721487637,1.0222972003116453,1.0238209556827202,0.9129084999629987,1.0218536782884795,1.0221943457743106,1.0227799274531666,1.0226845490520093,1.0249949461437096,1.0230761975476423,1.023110783583748,1.023118993775377,1.0241397210017364
0.11822988651687052,0.01792488972211313,1.0217123049086416,1.0231956419099617,0.9148339309449487,1.0212825982142328,1.0216134904479592,1.0221831255607388,1.0220871741956394,1.0243336100200742,1.0224727906704645,1.0225014711228597,1.022513182745571,1.0235061974845288
0.12328467394420617,0.017891120424337967,1.0211265079405134,1.0225692922194594,0.9167846394662053,1.0207104543337315,1.0210315876977127,1.0215852197262159,1.0214888795327042,1.0236712789604903,1.0218682556889283,1.021891338895767,1.0219063170896105,1.0228716004295761
0.12855557319138966,0.01785734341964753,1.0205406730022741,1.0219426559336895,0.9187578442311034,1.0201379345076815,1.020449334460262,1.020986980224378,1.0208903820692112,1.0230087470712679,1.0212633183560869,1.0212811187658368,1.021299127838596,1.0222366915717696
0.13405182387914671,0.01782351592321796,1.0199542638183925,1.0213149782514337,0.9207585249171737,1.0195636879153291,1.0198659907190628,1.0203876591976788,1.0202909520683272,1.0223452392026466,1.0206572912670857,1.0206700695359459,1.020690856969351,1.0216006827578736
0.13978306065792095,0.017789696958949445,1.0193681319529069,1.020687343605387,0.9227827287378493,1.0189889353528578,1.0192825751378696,1.0197882991762877,1.019691628736091,1.0216818977583264,1.0200511541183832,1.0200592511168307,1.0200825608243975,1.020964681274469
0.14575933009692926,0.017755974452568647,1.0187837850731283,1.0200613572752688,0.9248231072096919,1.0184156216053917,1.0187006050476346,1.01919045236014,1.0190939517787085,1.0210204082631782,1.0194464719681235,1.0194502253996027,1.0194758151164967,1.0203303317432582
0.1519911082952933,0.01772240114522337,1.0182021418856304,1.0194379859119906,0.9268746280302277,1.017845970494404,1.0181209963474698,1.0185950554085526,1.0184988521230909,1.0203617663153832,1.0188441818277905,1.0188435214824685,1.0188715718948362,1.01969862783902
0.158489319246111,0.017688985603963904,1.017623361776804,1.0188174091766615,0.928937896517694,1.0172787950119877,1.0175438948528939,1.0180022638338313,1.0179064910972855,1.0197061943823558,1.018244452161653,1.0182397004613397,1.0182699868245413,1.0190697367151886
0.16526535398566852,0.01765575894186896,1.0170479912713943,1.0182002091705495,0.9310105234732722,1.0167146291111135,1.0169698403382474,1.0174126326945214,1.0173174230735926,1.019054309964669,1.017647845092902,1.0176393260469483,1.0176716227860472,1.0184442479833984
0.17233109056135054,0.017622764682409225,1.0164773763317376,1.0175871860082675,0.9330878522062038,1.0161542167061317,1.016399583165342,1.0168269378670989,1.0167324135900169,1.0184069589779259,1.0170551395276022,1.0170431743734323,1.0170772779854762,1.017823053531591
0.1796989148532593,0.01759005687551196,1.0159137189627974,1.0169793225373267,0.9351628011855396,1.015598479884262,1.015834051004523,1.016246142931795,1.0161524055325573,1.0177651799990384,1.0164672965033823,1.0164521995809461,1.0164879536954263,1.0172072964431584
0.1873817422860384,0.017557621664841695,1.015354956747644,1.0163764092078669,0.9372398105774927,1.015047196383225,1.01527302312727,1.0156700073532368,1.0155771857432432,1.0171287592961653,1.0158840955667299,1.0158661900041726,1.015903369651755,1.016596492003637
0.1953930404689608,0.017525487300956367,1.0148015839608344,1.0157789769927459,0.9393163027782734,1.0145008543077192,1.01471699260083,1.015099037832841,1.015007258644286,1.0164982590174447,1.0153060509799956,1.0152856571544604,1.0153240394149385,1.0159911773674546
0.2037468528039707,0.017493681109027014,1.0142540783730627,1.0151875400690453,0.9413896764192992,1.0139599266202965,1.0141664371379722,1.014533725193696,1.0144431123834987,1.0158742231603852,1.0147336611860873,1.0147110956567114,1.0147504603870625,1.0153918727568485
0.21245782310305653,0.017462229416862787,1.013712899951141,1.014602594422683,0.9434573181114574,1.0134248698507091,1.0136218178130967,1.0139745430591345,1.0138852175268054,1.0152571760788447,1.0141674074578164,1.014142981936974,1.01418311247683,1.0147990800613362
0.2215412212581181,0.017431154121071008,1.0131783112202724,1.0140245563859018,0.9455172295876002,1.0128960658136854,1.0130834977266323,1.0134218869482725,1.0133339681555553,1.01464755810376,1.013607693253009,1.0135817142261359,1.0136223949702468,1.0142132194531066
0.2310129700083158,0.017400482041354467,1.012650858060776,1.0134539298332346,0.9475663800132493,1.0123739800617686,1.0125519669793164,1.012876239992217,1.0127898422388644,1.0140459004241742,1.0130550092073343,1.013027775932799,1.0130687982488606,1.0136348018533725
0.24088967285182988,0.01737023736845417,1.0121310028463963,1.0128911708516746,0.9496019762688024,1.011859033879236,1.0120276595045317,1.0123380390794032,1.0122532718634052,1.0134526836419233,1.0125097996841974,1.012481603546369,1.0125227653223592,1.0130642895054107
