country_code,country,fee
1,USA,19506.452269914695
2,EUR,36801.95972742093
3,JAP,34990.08425088223
4,CHN,21517.86241438827
5,BRA,32381.304710860848
6,IND,17537.303440231302
7,ROW,143082.69024182466
