,delta_dom,delta_int,welfare
USA,0.01,0.01,62.72103429941794
EUR,12.0,12.0,13.275952383217728
JAP,12.0,12.0,36.85963266750463
CHN,12.0,12.0,-12.830202731830425
BRA,12.0,12.0,-16.411853436957003
IND,12.0,12.0,-10.445152524989425
CAN,12.0,12.0,20.702961586212496
KOR,12.0,12.0,41.89078455519254
RUS,12.0,12.0,-12.670995207481553
MEX,12.0,12.0,-8.730454337830949
ZAF,12.0,12.0,-9.111144465971364
ROW,12.0,12.0,-6.856721083308628
Negishi,,,3.8112278342582613
Equal,,,-8.252774832887397
