country_code,country,fee
1,USA,21534.663988603414
2,EUR,44776.35430053693
3,JAP,38628.229103342135
4,CHN,23755.21342553576
5,BRA,35748.19791995004
6,IND,19360.77004807453
7,ROW,157959.92086656325
