country_code,country,fee
1,USA,14007.07268111952
2,EUR,29237.792509986768
3,JAP,25125.46343327178
4,CHN,15451.413645603154
5,BRA,23252.16714543497
6,IND,12593.078460353034
7,ROW,102743.93384790076
