delt,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW
0.09999999999999971,1.0023603979047233,1.0023868340525208,1.0023238958904572,1.0022286388220327,0.9396684433418385,1.002246227885149,1.0023209136303652,1.0026272959376639,1.0023499669538267,1.0022647589817626,1.0023404161535774
0.10427538888537656,1.00229918620048,1.0023246680876208,1.0022625117925426,1.0021697359684985,0.9411183645687252,1.002186687758823,1.0022595465035768,1.0025581067300608,1.0022879744314206,1.0022047422581448,1.0022783991259632
0.1087335672719655,1.0022378913130954,1.0022624031089296,1.0022010299486486,1.002110742230173,0.9425719358319423,1.002127062199145,1.002198088469057,1.0024887940217098,1.002225881190448,1.0021446398283183,1.0022162989250585
0.11338235012178491,1.0021764457150553,1.0022000022241349,1.0021394986460963,1.002051697948736,0.9440358962599269,1.0020673933583666,1.0021365816028012,1.0024194301630243,1.0021637255358655,1.0020844933371582,1.0021541488394048
0.1182298865168704,1.0021149151918232,1.0021375346001509,1.0020779776374265,1.0019926605435867,0.945503389958306,1.0020077386878392,1.0020750858525413,1.002350072943593,1.0021015681041152,1.002024362007481,1.002092016701914
0.12328467394420628,1.002053274123595,1.002075003568618,1.002016517216379,1.0019336826776712,0.9469840783905018,1.001948158265723,1.0020136563225577,1.0022807661187374,1.0020394560136547,1.0019643011341626,1.002029964931718
0.12855557319138994,1.0019917078166238,1.0020125540607476,1.001955196876297,1.001874836332717,0.9484661683665968,1.001888716423239,1.001952366037541,1.0022115984718816,1.0019774882229255,1.001904380774695,1.0019680471279122
0.13405182387914713,1.0019301094360547,1.0019501304656564,1.0018940498263125,1.0018161573592732,0.9499570398861926,1.001829455013188,1.0018912557964574,1.0021426436406469,1.0019156736031978,1.0018446422810032,1.0019063361123424
0.13978306065792112,1.001868568421902,1.001887828088462,1.0018331567239682,1.0017577194683507,0.9514516495074318,1.0017704527340003,1.001830398941822,1.0020739614238916,1.00185410247674,1.0017851566162022,1.001844877205914
0.1457593300969295,1.0018069624270793,1.0018255781448169,1.0017725604839092,1.0016995645840543,0.9529576268699019,1.0017117466402896,1.0017698416179013,1.0020055664337293,1.0017928255640423,1.00172597172434,1.001783739516019
0.1519911082952931,1.0017455610968864,1.0017636037057327,1.0017123621422332,1.0016417907702782,0.9544645655217469,1.0016534409977211,1.0017096840298398,1.0019376341983173,1.001731930993808,1.0016671846757519,1.0017230218396316
0.15848931924611098,1.001684656349535,1.001702125442551,1.0016526505303422,1.0015844831413445,0.9559627476717864,1.0015956111471018,1.0016500125029792,1.001870215885812,1.001671527201225,1.001608878274269,1.0016627861287881
0.16526535398566858,1.0016242971535068,1.0016411944244936,1.001593468821937,1.0015276909883801,0.9574536043660478,1.001538309722983,1.0015908799856792,1.0018034117245487,1.001611661170675,1.001551103319018,1.0016031097641658
0.17233109056135051,1.001564541317261,1.0015808734278735,1.0015348759545597,1.001471464638379,0.9589346350822194,1.001481586527836,1.0015323374220728,1.001737266058102,1.0015523941415294,1.001493910626293,1.0015440210470337
0.1796989148532592,1.001505439351631,1.001521206600768,1.0014769210628596,1.0014158535204853,0.960403682355675,1.001425491182425,1.0014744343489748,1.0016718368592594,1.0014937621657964,1.0014373493023074,1.001485594857906
0.1873817422860384,1.0014470380313016,1.0014622484784614,1.0014196613979685,1.001360905322706,0.9618616539447047,1.0013700719282903,1.0014172246151478,1.0016071774109578,1.001435829670536,1.0013814694606202,1.0014278720810972
0.1953930404689609,1.0013893926767143,1.001404052778713,1.001363128786346,1.001306665801013,0.9633092038148464,1.0013153737124683,1.0013607527221244,1.0015433357288062,1.0013786473010506,1.0013263159657604,1.0013708958085552
0.20374685280397073,1.0013325472572618,1.0013466575054768,1.0013073833007662,1.0012531825346722,0.9647357890885813,1.00126144348935,1.0013050664004985,1.0014803774886871,1.001322249315339,1.0012719370363234,1.0013147212257465
0.21245782310305664,1.0012765502343774,1.0012901171809017,1.0012524684668698,1.0012004960781349,0.9661478316839625,1.0012083243830179,1.0012502128935916,1.0014183492815214,1.0012666917084276,1.001218375718328,1.001259393346674
0.2215412212581181,1.0012214425608101,1.00123448090754,1.0011984293271385,1.0011486503358678,0.9675425054874465,1.0011560595887448,1.0011962348304164,1.001357293955719,1.001212013228074,1.0011656735730514,1.001204944720458
0.23101297000831567,1.0011672694265898,1.001179783064805,1.0011453028672301,1.0010976841645371,0.9689172734126498,1.0011046874066802,1.001143172760044,1.001297277929162,1.0011582685187639,1.0011138724364894,1.001151426664686
0.24088967285183016,1.0011140727522356,1.0011260680037575,1.0010931337866933,1.0010476373663477,0.9702713527348321,1.0010542468523496,1.0010910686286278,1.00123834328171,1.001105485299817,1.0010630096420952,1.001098883719806
0.2511886431509577,1.0010618870742436,1.0010733681562434,1.0010419552035943,1.0009985437133304,0.9716046472615233,1.0010047748218112,1.001039955071834,1.0011805024591647,1.0010537025447264,1.0010131230568873,1.0010473459324845
0.2619279344815629,1.0010107522143195,1.0010217325156707,1.0009918034030847,1.0009504383870846,0.9729168109525437,1.000956303369643,1.0009898735762062,1.0011238238768383,1.0010029610371045,1.00096424556195,1.0009968466062513
0.27312637228008435,1.000960698611032,1.0009711841113251,1.0009427135710514,1.0009033522236448,0.9742060339969059,1.000908864687186,1.0009408519228784,1.0010683528005313,1.0009532936197114,1.000916408142543,1.000947426007367
0.28480358684358015,1.0009117558264615,1.0009217615162556,1.0008947117805342,1.0008573151251232,0.975469421313918,1.000862487020768,1.0008929206492019,1.001014087940202,1.0009047310418535,1.0008696412600857,1.0008991058498726
