country_code,country,fee
1,USA,15836.902596692758
2,EUR,37732.06279767712
3,JAP,28407.757005919077
4,CHN,17469.926690425982
5,BRA,26289.740520918127
6,IND,14238.189628154389
7,ROW,116166.00483151048
