,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,DOMPATUS_target,DOMPATEU_target,kappa,gamma,rho
0,-50,0.05266017863939826,0.05212624831559904,0.051735456939267156,0.047775093394095476,0.052741944932602716,0.038906785820445336,0.048944046031615764,0.05422248557421692,0.05236053997136128,0.04962762725106372,0.052774568326917445
1,-40,0.05255492195486241,0.051748789159789484,0.053006904582992814,0.04913339559728425,0.0526744471622992,0.04190150867067411,0.050672580473362545,0.053814396452316934,0.05235949219156134,0.0507095997878086,0.05270074866405415
2,-30,0.052726800365778724,0.0521087784073617,0.05273186766957076,0.050140179654191264,0.05260261760603422,0.04485156429935878,0.05121423528945586,0.05336515192341871,0.052360455058973576,0.05127770543850401,0.05262239879794708
3,-20,0.05255762099711061,0.051976776933542954,0.05282334247401818,0.05088921902880582,0.05252641416271618,0.047605563017345656,0.05165370156809541,0.05289082444744276,0.05236052911021698,0.05167446644222443,0.052539557526742
4,-10,0.0524551203277556,0.05220502795805522,0.05257872325594444,0.0516478382671655,0.05244574973053711,0.05004917890854821,0.052002891995762086,0.05281041579068283,0.05236054849231684,0.05207990629592997,0.05245222893519881
5,0,0.05236055435690563,0.05236055435690563,0.05236055435690563,0.05236055435690563,0.05236055435690563,0.05236055437173363,0.05236055435690563,0.05236055044255891,0.05236055435690563,0.05236055435690563,0.052360550351934466
6,10,0.05219652234590398,0.05225036426618931,0.05206631566436899,0.05281652259804671,0.05227078919481397,0.05452804406764673,0.05258933409960501,0.05175127287303181,0.05208671108664771,0.0525120706666649,0.05226447258477008
7,20,0.05207436970708005,0.052696772624452375,0.05179455718505597,0.05323376886819024,0.05208030976684325,0.056191701836079404,0.052716244020358266,0.05146613715450204,0.05236054748259083,0.05262704445335205,0.05210709880964121
8,30,0.05166849580788993,0.05262911701089646,0.05164775717591679,0.053635046592085706,0.05201723239735447,0.05828970672897834,0.051908153184286474,0.05129095396209799,0.05208664152264351,0.05271648438862425,0.05196347236749136
9,40,0.051919928865455114,0.052844248534503466,0.05152703451253307,0.05404706305954295,0.05182115858579874,0.06020419640429215,0.051991869761425565,0.05086705054173411,0.05208426794303753,0.052787514902755246,0.0516583032346012
10,50,0.05132319197989242,0.053067998214407046,0.051497184289102535,0.05451006320345393,0.051651374802676016,0.06211255841576314,0.05194748593259264,0.05066364999670361,0.052086715947102936,0.05284512999946752,0.05166789868447876
