,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,DOMPATUS_target,DOMPATEU_target,kappa,gamma,rho
0,-50,1.5499268983977326,1.2566205858365862,1.598050332699506,1.558480182594687,1.5574300888847623,1.8499527993450209,1.5650308015227756,1.9137595107202217,1.5515878773181615,1.5504341436499012,1.55802653321562
1,-40,1.6190343600999968,1.3357673850055904,1.7121568515824974,1.557008567386151,1.5562582128142028,1.777694391696767,1.6684679353058356,1.8308898118916692,1.551617523263228,1.553057811949917,1.556706554793664
2,-30,1.6985378818314796,1.3947755363640724,1.670241396771091,1.555227684269516,1.5550875077583368,1.6720381369282875,1.6333695171399851,1.7576552594057946,1.5515886650103443,1.5477468847760796,1.5554024988505473
3,-20,1.6334128652666975,1.461006774912045,1.6052566019162924,1.567099390973656,1.55391761002468,1.6294185290425174,1.6048967117924386,1.6891002211293666,1.551587908690134,1.5484564918320003,1.5541144969377336
4,-10,1.6035149084541345,1.510282265454162,1.5769100193110712,1.5545009214146914,1.5527507048321962,1.5880043485300597,1.580672943980264,1.6019585931860223,1.5515873474656858,1.5478732551154726,1.5528435072501454
5,0,1.5515872464577272,1.5515872464577272,1.5515872464577272,1.5515872464577272,1.5515872464577272,1.5515871371449117,1.5515872464577272,1.5515871205538276,1.5515872464577272,1.5515872464577272,1.5515869375667897
6,10,1.517311321557633,1.603984549996842,1.536403984928493,1.5522756820544588,1.5504273924412584,1.519053304940181,1.5420925678433377,1.5229933224387229,1.574258766273623,1.5537058179822294,1.5503486230041992
7,20,1.4844929490096723,1.6339201780976167,1.524669497004141,1.552638831601871,1.5513043253852723,1.499222165241508,1.5174997529217646,1.4792079860500122,1.5515872108413802,1.5554776587941586,1.549460783149729
8,30,1.4550114553012086,1.6544345288022708,1.5001800673912504,1.5525662213856026,1.5487719480368922,1.4750488414800609,1.3844153303275186,1.4438252462774417,1.57426127323308,1.556979694605075,1.5460860609428868
9,40,1.4109623039294723,1.6776500568842918,1.4822674878975866,1.5518409615167543,1.55022013160257,1.454439010200618,1.3336685282254028,1.3992562155441175,1.574336397451351,1.5582694722102366,1.556947576469328
10,50,1.3763559901294669,1.696895923068553,1.4679888913436094,1.5500523418275596,1.5516554614187092,1.4328739851535932,1.2419323179683388,1.3695529252515948,1.574259218230906,1.5593831272840464,1.5473207592173874
