,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,DOMPATUS_target,DOMPATEU_target,kappa,gamma,rho
0,-50,4.686430702026235,3.303152324637019,2.26494227609258,2.8985345730696186,2.889499019701675,2.5865191745080782,3.110146941103738,2.7323111581831405,2.913181637239511,2.915731533512393,2.88703115878749
1,-40,4.074749620984608,3.173198120778943,2.3475251373361887,2.909567544989967,2.8943341950923447,2.647809878104846,2.9682897138200466,2.7710100196956873,2.9131473943990183,2.9203082951031276,2.892489005309097
2,-30,3.6849346577349507,3.0876613775653143,2.5079608608996224,2.9120832414359286,2.8991302246805093,2.761654543766764,2.9435255807959857,2.7828376092323603,2.9131807838033748,2.953263173871422,2.8978426907895893
3,-20,3.392993755625767,2.9930040408806184,2.69606353720724,2.903983510836079,2.9038783114927793,2.811058107691924,2.922007913139219,2.810723041861976,2.913181633503653,2.9270151470868373,2.903082304042038
4,-10,3.11338055180231,2.947142814283809,2.8115826228351595,2.915391225053521,2.9085660343538398,2.8635175868763816,2.9055795357257157,2.886596587654016,2.913182337041011,2.922980206826851,2.908198210270002
5,0,2.9131823899541125,2.9131823899541125,2.9131823899541125,2.9131823899541125,2.9131823899541125,2.9131825230193096,2.9131823899541125,2.9131825362002797,2.9131823899541125,2.9131823899541125,2.9131827739003247
6,10,2.7114159202219,2.853259362484655,2.993236005367988,2.9030426995091494,2.9177163553962773,2.9570427083031787,2.884769486322132,2.9166579632126024,2.8711280672550594,2.9047346816693254,2.9180227644421355
7,20,2.5380117080742313,2.8264292451661213,3.0601346208809184,2.893884779545586,2.918407376763103,2.985235683189372,2.8979900897600315,2.936677265618538,2.9131822670375596,2.897536329946208,2.920359640505401
8,30,2.3968712818110034,2.808061575882088,3.134521348509211,2.8858408455615034,2.9210835293305837,3.0243699291858057,2.91920646574138,2.960430699678622,2.8711257610961507,2.8913621741861646,2.9246023586795853
9,40,2.28333730296836,2.791792411771824,3.194899586744657,2.8791319226148624,2.9214474700513806,3.052940699756386,2.9620758010379795,2.999330811509898,2.871041731099129,2.886024550123995,2.914819226011593
10,50,2.1835776238582283,2.779106358099672,3.250475419735459,2.8742126316242396,2.920939284518286,3.084092345212447,3.06200705320949,3.0254893984964943,2.871127692374068,2.881380555074832,2.9264910788987883
