,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,DOMPATUS_target,DOMPATEU_target,kappa,gamma,rho
0,-50,0.0156476958931911,0.0158935825102905,0.0157452941223149,0.0165569542336107,0.0053194602632631,0.0151330821477307,0.0153826533256519,0.0158386803775492,0.0157914640496904,0.0173994949958363,0.0157999078293433
1,-40,0.0156269908293023,0.015862313734897,0.0157936891170606,0.0163801849732783,0.0073742379891857,0.0152812862246934,0.0156062343019786,0.0157847787003057,0.015791411746801,0.0169544917028403,0.0157989928086126
2,-30,0.0156933216284428,0.015854854005514,0.0157893447170237,0.0162128383538105,0.0094490551911622,0.0154235956314829,0.0156664663522206,0.0157951689272004,0.0157914317826507,0.0165515588299289,0.0157976880314199
3,-20,0.0157341895921415,0.0158173228971178,0.0158000166141587,0.0160273967632965,0.011543707563022,0.0155455404535048,0.0157132691466502,0.015790049687728,0.0157914633359392,0.0162393493909838,0.015795994855571
4,-10,0.0157537754477578,0.0158082783236863,0.0157953530100579,0.0158962683637618,0.0136579423216355,0.0156708871229574,0.0157493020059302,0.0157991818374866,0.0157914652141047,0.015995355035991,0.0157939195940034
5,0,0.0157914692099551,0.0157914692099551,0.0157914692099551,0.0157914692099551,0.0157914692099551,0.0157914677235504,0.0157914692099551,0.0157914645490452,0.0157914692099551,0.0157914692099551,0.0157914645703247
6,10,0.0158105981084797,0.0157495960391042,0.0157844587226413,0.0156737231971859,0.017943938909279,0.0159008747327758,0.0158106199627045,0.0157737300383634,0.01578109235403,0.0156102400666848,0.0157886320456372
7,20,0.0158275700289075,0.0157405146448722,0.015779270680595,0.0155658075669127,0.02010128220565,0.0159800579505922,0.0158490680396491,0.0157630502444478,0.0157914641130304,0.0154575648005059,0.0157776825130253
8,30,0.0158217331986464,0.0157331781826062,0.0157686494648472,0.0154659765665967,0.0222876866124632,0.0160975412370019,0.0158219167112804,0.0157658791537822,0.0157810889253523,0.0153274821867806,0.0157650688787525
9,40,0.0158685517962108,0.0157185561571235,0.0157646329223521,0.0153727400792421,0.0244779597978857,0.0161989327360996,0.0158419341191305,0.0157731733092535,0.0157812249013838,0.0152155448411954,0.015756016606865
10,50,0.0158238085260938,0.0157050414078211,0.0157688902436097,0.0152849506790274,0.0266911698587774,0.0163005087411088,0.0158564325794627,0.0157720586485584,0.015781093288093,0.0151182446342122,0.0157521907412931
