,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,DOMPATUS_target,DOMPATEU_target,kappa,gamma,rho
0,-50,0.004484872680839,0.0047497951417158,0.0096522771448365,0.0117674522938867,0.004978787444233,0.0036266360779043,0.0041206715873152,0.0035397959704261,0.0050818122286981,0.0052438129186401,0.0049681126882431
1,-40,0.004130230575088,0.0046512037221379,0.0069448917368386,0.0096696938348032,0.0049997187561806,0.0039712006968488,0.0042521254033844,0.0037113659058082,0.0050817328516613,0.005190851581909,0.0049917290500055
2,-30,0.0039255356088986,0.0047269589268098,0.0062656932382334,0.0081217444265085,0.0050205026960879,0.004359077653266,0.0044834598401867,0.0039819732607551,0.0050818240026983,0.0051689290789999,0.0050149165903152
3,-20,0.004334824631172,0.0047595286465816,0.0058419182495284,0.0067786328837895,0.0050411255918871,0.0045769637372108,0.004682438662311,0.0043030498901695,0.0050818149707343,0.0051077620753679,0.005037664299369
4,-10,0.0046312609811536,0.0049125713634404,0.0054216914391126,0.0058628019118699,0.0050615682525212,0.004833691180863,0.0048591498855907,0.0047069254598152,0.0050818153168993,0.0051044695085281,0.005059962953758
5,0,0.0050818145083452,0.0050818145083452,0.0050818145083452,0.0050818145083452,0.0050818145083452,0.0050818142775063,0.0050818145083452,0.0050818138905609,0.0050818145083452,0.0050818145083452,0.0050818133243418
6,10,0.0054443173030782,0.005149596221449,0.0047621535056627,0.0043723503741073,0.0051018482301963,0.0053242304556526,0.0051633328497882,0.0053741216028804,0.0050125820052444,0.0050448537326753,0.0051032114755584
7,20,0.0058198183685493,0.005302936315779,0.0044895255376696,0.003755406747734,0.0051000732033161,0.0054976477055089,0.005398537093616,0.005773974317815,0.0050818139389357,0.0050135902865051,0.0051098904476538
8,30,0.0061915620467562,0.0055513647235961,0.0042862265350659,0.0032085463917416,0.0051251203204391,0.0056879126241483,0.0069715455541613,0.0061896663464195,0.0050125829651199,0.0049868529123571,0.0051232174521674
9,40,0.0068224791093092,0.0057222211913939,0.0041119321875977,0.0027151952602153,0.0051158411419946,0.0058954367924355,0.0078451370789782,0.0068137293238202,0.0050123860158775,0.004963753819021,0.0050857917343763
10,50,0.0072315809837987,0.0058971259266823,0.0039535085099677,0.0022630971178644,0.0051186847964634,0.0061111652735264,0.0102252277865489,0.0073068685800204,0.0050125850072786,0.0049436314787645,0.0051281553600809
