,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,DOMPATUS_target,DOMPATEU_target,kappa,gamma,rho
0,-50,0.0875926950506068,0.0848259000866615,0.0855163769147527,0.0203785723557115,0.0920787573268812,0.1092527823741578,0.0917373306165492,0.0797377264660569,0.0834768655991253,0.0762668897926749,0.0858543718134821
1,-40,0.086733933686092,0.0851893041474242,0.0829703366472194,0.0308065052792414,0.0903692568953396,0.1011339784321859,0.0858718389507861,0.0806491792569179,0.0834780412313635,0.0782102226628738,0.0853516360484906
2,-30,0.0850493601748225,0.0842903505344647,0.0832005143297266,0.0420751788256297,0.088653952920769,0.0950079834125176,0.0850409113819948,0.0816495314814469,0.0834768183957276,0.080203118239737,0.0848626680487876
3,-20,0.0845852477658671,0.0844031304716296,0.0829725704656748,0.0545600130710191,0.0869331816423888,0.090306938260714,0.0844203790045733,0.0824313814178848,0.0834768574449733,0.0817609819704756,0.084387317303625
4,-10,0.0840933269986852,0.083805908281055,0.0832351266196166,0.0682903710421283,0.0852073372109141,0.0865866364783027,0.0839734103160951,0.0826968213342467,0.0834768480482726,0.0827013322805635,0.0839254821160366
5,0,0.0834768571904725,0.0834768571904725,0.0834768571904725,0.0834768571904725,0.0834768571904725,0.0834768567091382,0.0834768571904725,0.0834768565128621,0.0834768571904725,0.0834768571904725,0.0834768655062379
6,10,0.0830295369653932,0.0836328696369366,0.0838814358285826,0.1013821868425029,0.0817421433120375,0.0809059950397969,0.0832252029415652,0.0845879759412893,0.0837664602824654,0.0843519219053978,0.0830413459216534
7,20,0.0825464040306975,0.0829684338340374,0.0841914237954411,0.1224752285313817,0.080208346472589,0.079152206522704,0.0829354060672744,0.0851067820382197,0.0834768599919553,0.0850999632158081,0.0827718563532885
8,30,0.0826655316526143,0.0828947203827454,0.0845300853950224,0.1479991904121396,0.0784192231450372,0.0770613628375701,0.08460256402805,0.0854072320148437,0.0837664969896169,0.0857454449012137,0.0825368413886598
9,40,0.0812604575123578,0.0825823950458988,0.0846287848220176,0.1799363425040866,0.0769057675934786,0.0752451879579804,0.0845548887905116,0.085983040153998,0.0837699383098541,0.086307485605983,0.0824059794894322
10,50,0.0820828595126602,0.0822785248062559,0.0845396313258716,0.2216147703586588,0.0752515521295758,0.0735196374184397,0.0846226145844157,0.0863444641727643,0.083766424462865,0.0868004400940668,0.0819116165405392
