country_code,country,fee
1,USA,14934.123625839129
2,EUR,28097.34521717204
3,JAP,26788.37938599109
4,CHN,16474.057558682707
5,BRA,24791.09994100827
6,IND,13426.544920431783
7,ROW,109543.98858498322
