,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0006420321132346,-0.0005499877580861,-0.0005975109711742,-0.0004552090485506,-0.000456901906311,-0.0004659284590971,-0.0005715142580442,-0.000676664429788,-0.0005193464684968,0.031466619272124,-0.0004798994556029,-0.0004934846358676,-0.0002115355097408,0.000131472833952
1,0.52,-0.0006551045279968,-0.0005657436299588,-0.0006142940594974,-0.0004737259987892,-0.0004727539257219,-0.0004825927246475,-0.0005864696285351,-0.0006927520561367,-0.0005335413610548,0.0316760303012067,-0.0004944035298992,-0.0005101775895097,-0.0002266766093436,0.0001236511348164
2,0.54,-0.0006702483082513,-0.0005802030990311,-0.0006307861575771,-0.0004898863581255,-0.0004903852223851,-0.0004997304031775,-0.0006009971487299,-0.0007082212471553,-0.0005513694760419,0.0318700188648185,-0.0005113570522278,-0.0005255349622376,-0.000242096210596,0.0001110746178331
3,0.56,-0.0006842277084451,-0.0005979693546234,-0.000646378988546,-0.0005050540905403,-0.0005069384010946,-0.0005161649814843,-0.0006158960301697,-0.000724734458889,-0.0005686116930594,0.0320522659662548,-0.0005290575149166,-0.0005428553119384,-0.0002543214140441,9.892067519812148e-05
4,0.58,-0.0006982808309035,-0.000612397609226,-0.0006629792015853,-0.0005219319829059,-0.0005229784427064,-0.0005333579633655,-0.0006307935281951,-0.0007399891587959,-0.0005835077518431,0.0322249714787972,-0.0005444997164388,-0.0005591096565161,-0.0002710930850009,8.833808848401214e-05
5,0.6,-0.0007128765125252,-0.0006281195937263,-0.0006781478935728,-0.0005370517459562,-0.000540383199884,-0.0005493036045237,-0.0006447391948792,-0.0007564269956935,-0.0006016111046643,0.0323886849501237,-0.0005602893848103,-0.0005775354466938,-0.0002860002491401,7.73936208410124e-05
6,0.62,-0.0007279998015623,-0.0006450235887496,-0.0006948900154875,-0.0005526202302164,-0.0005564411994081,-0.00056651146219,-0.0006590777388772,-0.0007715387470801,-0.0006182558989177,0.0325446124506392,-0.0005776789921734,-0.000593765040387,-0.0003012134372212,6.529694543501894e-05
7,0.64,-0.0007414258586407,-0.0006594178019996,-0.0007107481891731,-0.0005700655421126,-0.0005731531002394,-0.000581886407557,-0.0006743204396627,-0.0007879519446304,-0.000635217794643,0.0326927593238008,-0.0005951558687075,-0.0006098329465345,-0.0003158071758048,5.319945592432276e-05
8,0.66,-0.0007565510888961,-0.0006760865731863,-0.0007276498841216,-0.0005861585054025,-0.0005898442464492,-0.0005992119109256,-0.0006882513621169,-0.0008042579044325,-0.0006516320426984,0.0328367267920522,-0.0006111875381553,-0.0006273346104083,-0.0003317728974884,4.053254666752475e-05
9,0.6799999999999999,-0.0007715042218318,-0.0006913023050218,-0.000742734524084,-0.00060195764323,-0.0006073442465978,-0.0006156894188143,-0.0007021023319518,-0.0008189670182892,-0.0006690488685615,0.0329755722916844,-0.0006287236287136,-0.0006431080447642,-0.0003465881935985,2.7659792316394e-05
