,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0001678307296896,-0.0001915132803111,-0.0001825665298041,-0.0001506145172183,-0.0001413263810161,-0.0001437163096955,-0.0001602847006717,-0.0002079862954435,-0.0001640694578879,-0.0001482539539716,0.0401230580824596,-0.0001482448652222,6.877714346851816e-05,0.0001282319863184
1,0.52,-0.0001723612599906,-0.0001955039588541,-0.0001876577372815,-0.0001561280106786,-0.0001431924525727,-0.0001484443667284,-0.0001645953177969,-0.0002112356478775,-0.0001661385961918,-0.0001526391655412,0.0403213523081486,-0.0001488046057117,6.452564037262093e-05,0.0001273501689739
2,0.54,-0.000174013149683,-0.0001983207146755,-0.0001906942792957,-0.0001592428163514,-0.0001478365598692,-0.0001521573121919,-0.000165824861695,-0.0002167540410075,-0.0001716134313113,-0.0001555612751222,0.0405026367399775,-0.0001530377670958,6.43746775813288e-05,0.0001251474856949
3,0.56,-0.0001778007500454,-0.000201669526988,-0.0001938872415097,-0.0001599848241809,-0.0001518548509513,-0.0001538010071607,-0.0001713114501335,-0.0002169510478024,-0.00017463773437,-0.0001595596958378,0.0406739038951421,-0.0001555553111396,6.138284421318858e-05,0.0001254287262765
4,0.58,-0.0001796311721212,-0.000204651050441,-0.0001957940530843,-0.0001630506049306,-0.0001545231136104,-0.0001584815032546,-0.0001743082838572,-0.0002208004622075,-0.0001776301443422,-0.0001630780498265,0.0408365456915756,-0.0001594088821104,5.876120380537004e-05,0.0001234733213208
5,0.6,-0.0001838100180309,-0.0002046463259892,-0.0002000862398169,-0.0001665361971036,-0.0001581989323891,-0.0001611975364424,-0.0001774797795927,-0.000223321154671,-0.000179844804393,-0.0001664072938305,0.0409900866287923,-0.0001639301114284,5.7023635707720256e-05,0.0001222909985733
6,0.62,-0.0001864275886244,-0.0002084595927001,-0.0002034059117217,-0.0001709377807558,-0.0001607092271141,-0.0001654036435264,-0.0001800400107026,-0.000226814413913,-0.0001843231996534,-0.0001699219378018,0.0411377228289308,-0.000165024950426,5.314724296368698e-05,0.0001204622692939
7,0.64,-0.0001901584113151,-0.0002116452512864,-0.0002061933219761,-0.0001740196631866,-0.0001639938770926,-0.0001690392025642,-0.0001827611585092,-0.0002297789262955,-0.000186626168593,-0.000172548078351,0.0412792411741538,-0.0001687186704421,5.089261672633104e-05,0.0001184848106081
8,0.66,-0.000192241557975,-0.0002147126714525,-0.0002101477910128,-0.000176316718451,-0.0001682210817829,-0.0001729381573274,-0.0001861450602771,-0.0002321155743008,-0.0001910595748016,-0.0001774414450334,0.0414153992920514,-0.0001719310391096,4.7091699018077424e-05,0.0001163579119261
9,0.6799999999999999,-0.0001953622536702,-0.0002183682584242,-0.000212357534458,-0.00017955617479,-0.0001713693898027,-0.0001753336657534,-0.0001878620595663,-0.0002358846001374,-0.0001941258029572,-0.0001800254803372,0.0415467328110014,-0.0001759123149117,4.539915048535895e-05,0.0001136740934625
