,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target
0,-50,0.0117226307349818,0.0122414815269842,0.0114279901062463,1.1704247318137424e-32,0.0177512502132078,0.013064869593231,0.0123302557024205,0.0127313941539763,0.0114338725283749,
1,-40,0.0119212042651899,0.012175311374699,0.0115875512342088,7.812500000000311e-27,0.0166036428120766,0.0127830948233845,0.01227361310624,0.0124818632373691,0.0115794607287909,
2,-30,0.0120417186621289,0.012120984073922,0.0116835207839509,0.0029730348557939,0.0154568029357321,0.0125350074037548,0.0121665877529384,0.0123170635030521,0.0119171405395829,
3,-20,0.0120784872452532,0.012077518922815,0.0118572328735777,0.0061671329213383,0.0143012776760046,0.0123744346650288,0.0121024669846782,0.0121864004848467,0.0119319185500417,
4,-10,0.0120976721107491,0.0120330515120571,0.011928231284151,0.0091016632370585,0.0131464468385963,0.0121813566949196,0.0120436467716144,0.0120794101985942,0.0119216423570512,
5,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
6,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
7,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
8,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
9,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
10,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
11,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
12,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
13,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
14,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
15,0,0.0119931702886317,0.0119942672360334,0.0119944122352206,0.011993890913788,0.0119944122352206,0.0119939809053712,0.0119932696505037,0.0119944122352206,0.0119945351134697,0.0119944122352206
16,10,0.0117946326307011,0.0119586831956401,0.01205626269219,0.0148783558768524,0.0108474165520861,0.0118401868034646,0.011950463912036,0.0119269796792251,0.0120603860940493,
17,20,0.0115681200547731,0.0119252885488089,0.0121155525860702,0.0177576730188977,0.0096953972323456,0.0116930166327171,0.0119126880438234,0.0118674999021868,0.0121221089766068,
18,30,0.0113137541009756,0.0118892682797666,0.0121698851282156,0.0206333737931489,0.0085443847018678,0.0114602138094538,0.0117745874893022,0.0118137821982353,0.0121569910732406,
19,40,0.0110036125949676,0.011807266275674,0.0122195378508838,0.0234098998236646,0.0073849762466994,0.0110800463166606,0.0117419744031559,0.0117639113460328,0.0122409577745857,
20,50,0.0103683028783325,0.0117950362620084,0.0122649216123777,0.0262904255975657,0.006248341802674,0.0101054771843567,0.0117064454849351,0.0117211833140073,0.0123231851617302,
