,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target
0,-50,0.0285419589189514,0.0350172524317602,0.0320769628124868,0.0139585806566991,0.0358482326777066,0.0602487788768344,0.0351530140641642,0.0389852067236682,0.0333224901201901,
1,-40,0.0297473807445804,0.0341758617431327,0.0332781026624907,0.0165562478352778,0.0354335436676261,0.0532855554315105,0.0346708655749689,0.0374091564957418,0.0333138206229575,
2,-30,0.0309068720494342,0.0339577358826009,0.0334523372806948,0.0214783088509128,0.0351248587983086,0.047414468827536,0.0346876672737877,0.036198048236807,0.0338685984257603,
3,-20,0.0320141266741098,0.0339659012484411,0.0336507621939336,0.0264263444001115,0.0345218067212709,0.0422937607158557,0.0343157553171547,0.0352120240009448,0.0339200410750007,
4,-10,0.0329189932809634,0.0338219425312801,0.0336952569795966,0.030351010848565,0.0341017958318502,0.0378229104314452,0.0339802525713108,0.0343906223095279,0.0338049165793273,
5,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
6,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
7,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
8,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
9,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
10,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
11,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
12,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
13,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
14,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
15,0,0.0338072600021797,0.0338255338885715,0.0338321843368635,0.033820720668562,0.0338321843368635,0.0338220482687488,0.0337818914744294,0.0338321843368635,0.0338336252988492,0.0338321843368635
16,10,0.0345604235656625,0.0337941447476841,0.0339675867339681,0.0375577345142609,0.0336420781060986,0.0308757249290715,0.0336796037229649,0.0334290763184456,0.0339299278302382,
17,20,0.0364290573556326,0.033771623482479,0.0342284838010504,0.0414232581883381,0.0333211395533309,0.0280346048737406,0.0336616714204616,0.0331032471013583,0.0339629708472318,
18,30,0.0383977975069752,0.0336643382029588,0.0344710621734905,0.0452821600164381,0.0331053853573786,0.024505051277921,0.0335651715040823,0.032815973184114,0.0337423227974166,
19,40,0.0401470590187911,0.0335574677062112,0.0347206676051374,0.0493373645612225,0.032767542725678,0.0204728779769926,0.0333096880124532,0.0324556902994162,0.0338477513732157,
20,50,0.0430659304211357,0.033578891375295,0.034940689252096,0.0532664240988143,0.0328035387928457,0.015852187921889,0.0330992387993698,0.0321377749967056,0.0339241139322024,
