,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target
0,-50,1.097667722330252,1.0348843525089704,1.049444922942827,1.0809041604554073,1.0592923039279556,1.0819083106993002,1.0641245285510768,1.0796777353424554,1.0728799877912096,
1,-40,1.0825895726224422,1.0403007005381797,1.0504394598911122,1.0778275051084862,1.0594453808148572,1.073866648993317,1.0648126809068776,1.0702369840831385,1.0715060143617317,
2,-30,1.071420138981038,1.0454688328737962,1.0504483649173109,1.0699811555924936,1.059779551947887,1.0670404874310424,1.0640119887176698,1.0667279559388063,1.0690995251905429,
3,-20,1.0628615417580063,1.0506653902841538,1.0585428425338463,1.0622746296211536,1.0595608383012682,1.0695167226437896,1.062389190905164,1.063944376859592,1.0678783004904426,
4,-10,1.0642157858177703,1.0553464801055532,1.059228544072254,1.061239765358616,1.059657820434836,1.0644996254304009,1.0609786711155615,1.0616658186010248,1.0633614848272814,
5,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
6,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
7,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
8,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
9,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
10,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
11,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
12,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
13,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
14,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
15,0,1.0599888715276216,1.0600192858982098,1.0600317063787328,1.0600109941211977,1.0600317063787328,1.0600132794678585,1.0599469829943284,1.0600317063787328,1.060035379813507,1.0600317063787328
16,10,1.0561891004586097,1.064437504304848,1.06081775686921,1.059539157937922,1.0605909933802524,1.057328040728721,1.0591881411950943,1.058799829322508,1.057479573429756,
17,20,1.0550086243568044,1.0686721355411926,1.0618056429435958,1.059345531284316,1.060932737620904,1.0547311350454498,1.058631775143693,1.0577607220205252,1.055329696600055,
18,30,1.05372795646786,1.0725166697936337,1.0627353817883354,1.059150717003205,1.0614813683904034,1.050737110535503,1.050392658722507,1.0568322791070794,1.050765222156791,
19,40,1.0516645633963482,1.069929199597897,1.0636438491345377,1.0496129375745311,1.0619013528887316,1.0461452513227558,1.05018794113941,1.0558449560228,1.0509678486695475,
20,50,1.0492826353517546,1.074826043845884,1.0644718960688304,1.049291073416786,1.0629726759205802,1.042239286471307,1.0500298507300854,1.0549900786358428,1.0511373498408725,
