,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight
0,-90,0.00995075425577863,0.011041242028684095,0.01069662733561066,0.002752443037846487,0.01072137696922604,0.056278238341072644,0.009979242747267388,0.010966308028093966,0.01115223782937207,0.00693747086624843,0.01071583484164809,0.012080254459036835,0.00829539060775198,0.009503645517625371
1,-80,0.009894477443837682,0.010606689015331457,0.01078917779543939,0.0024634388798266452,0.01043945481215851,0.053800402930954776,0.009970156936436369,0.010309824886525832,0.010657644067683882,0.006274811467731737,0.011385839713748755,0.01195888149572623,0.008433037773967884,0.009872677466889817
2,-70,0.009806203258481652,0.01022495899972228,0.010643553666625559,0.003560717163806209,0.010460881410004636,0.05051950621176232,0.010213097268913385,0.01126407640644031,0.010445958293786108,0.008723340188632604,0.009873132177908686,0.01170237666815612,0.008376120304577636,0.010673234537433324
3,-60,0.009898320630215266,0.00999960999421886,0.010311539084175024,0.004771168582863861,0.0101764363551441,0.04468181697582112,0.010157001879182524,0.011035255415746138,0.00990511130492946,0.006870908227786821,0.00980554885845242,0.010560000245445917,0.008546563672896626,0.010740319769175364
4,-50,0.00984303955819579,0.009920576474309188,0.010484703875252185,0.005170979391292411,0.010179257478675492,0.03834600960300054,0.009936981473828998,0.01019644545082626,0.009742421087210311,0.00933203300125724,0.009960525945248662,0.011460579603288664,0.008493230307207094,0.010938586992114896
5,-40,0.009784292841527471,0.00988314499481931,0.010214510220889381,0.006576655568819684,0.010180934967785087,0.031045380491397812,0.009956632969807954,0.010366354592946894,0.010180816540153143,0.009382014718959452,0.009867026316909274,0.010360463626677948,0.008345277639520964,0.010010815206188305
6,-30,0.009876777227997768,0.00975815541673851,0.01021241233687412,0.005738357227431643,0.010208958238351173,0.024242111245020462,0.010022458922994783,0.010164515807776501,0.010105249692560063,0.009957507667150263,0.009820578129807604,0.010083388613610206,0.008895441655320043,0.009884878673213514
7,-20,0.009360947251641516,0.009711477972166498,0.010100204624005482,0.0066671994702194115,0.009860739586981535,0.01806394083053683,0.010217003669567409,0.010086825063989896,0.009937779655658445,0.009906449000436598,0.009912670709448228,0.009798941132087086,0.008921870860370404,0.00942693738520992
8,-10,0.009783324629816443,0.009699322680202398,0.009877226463768977,0.008157928466767574,0.010215854628758268,0.013129010348385168,0.009709086455176156,0.009761331354757614,0.0097414285167982,0.009001940718502813,0.009341644070207832,0.009524135813162426,0.009136047033677068,0.009709646138155005
9,0,0.009646172522784477,0.009743962107758358,0.00986893616420568,0.00986893616420568,0.00986893616420568,0.009597748305048068,0.0097306324306724,0.009636226270403317,0.00986893616420568,0.009881804059200555,0.009702756692515416,0.00968234690115633,0.009775197998891913,0.00972822777611651
10,10,0.009702878381057378,0.00967959524725399,0.00962236706842891,0.011315418657795876,0.009473394298290886,0.00730286935437638,0.009889541077834308,0.009733457350252698,0.009623835395127942,0.010317795024435755,0.009705488761782078,0.00966018365744579,0.009702295183623196,0.009836744300836727
11,20,0.009561987516266295,0.009250929365811693,0.009103313473211524,0.013027952263370461,0.009461533302914608,0.005749723425032202,0.009547688714047398,0.009467217805625821,0.009166538351415175,0.011730595458887758,0.009602305446881171,0.009518550525025773,0.01012493240504031,0.00969549521157608
12,30,0.009826425206375352,0.009261646961655172,0.00933158173663873,0.01486116403478217,0.00960279342357266,0.0037081218237524963,0.009675511328994394,0.009521132705244049,0.009342029578642495,0.012918036391548066,0.009784380331685312,0.00941793862881883,0.011139736192043037,0.009633545547898678
13,40,0.009476464650856487,0.009890427168076279,0.008925420387344734,0.016683833782178043,0.009349360346901828,0.0032904043979297736,0.009610262611420046,0.00946654711852004,0.009374485215755204,0.014407874277945562,0.009870178137419064,0.009406436194664781,0.011525883098135587,0.009235093091595339
14,50,0.00940377466778,0.009610694266803697,0.008939686744543814,0.018474685987392526,0.009585065283895215,0.0025949913264230705,0.00952551988734145,0.009517763137874136,0.009432540072756353,0.014554343927480923,0.009473374986103076,0.009321896672816394,0.011957968496396553,0.009377348264059952
15,60,0.009539476962337324,0.00941210006045565,0.009091244630959958,0.019595921044783336,0.009399449071490719,0.0021734090849493,0.009749232026572949,0.009481603756370346,0.009524989458950145,0.016828025587115627,0.009485035037441077,0.009411592357752751,0.012475245169116998,0.010328730480984044
16,70,0.00953858826293598,0.009146763490250487,0.009133210235508584,0.02056580296775248,0.009305497597381463,0.002618331915730268,0.009240069288320229,0.009303250168271769,0.009340062593340475,0.01775888800189549,0.009759005119618278,0.009383797039544317,0.013235071774347388,0.009266988485441503
17,80,0.009436205404036047,0.009255087682993726,0.008924597681670313,0.02264486804959885,0.009604363800692179,0.0018766695591934804,0.009593689695572899,0.00937833356376207,0.009248306824138628,0.019851769795871842,0.009697701682622066,0.009045507822740032,0.014054047854990332,0.009907289140028228
18,90,0.009414103581920552,0.009068689589497199,0.008727412253986508,0.02411037120601392,0.009113518067494645,0.0021196510824396113,0.009760195646872983,0.00927937095245237,0.009079393195853065,0.022045965635216498,0.009538539673565891,0.00934218605374683,0.014764827816985071,0.009042207694295881
