,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight
0,-90,0.00012825592651415744,9.486455231144336e-05,7.128654133295724e-05,2.6765686115088235e-05,0.00014026252213603308,0.00011959568996912117,0.00012969604027843586,0.00019573428471278238,0.00011216745893646881,2.1486589358336927e-07,0.041470547502678895,0.0001499522969545591,0.00010162419056842447,8.079756638065981e-05
1,-80,0.00012859606953204508,0.00010571234541619739,0.00011400611025841708,3.5064422325029116e-05,0.00013877471929718208,9.184562937779703e-05,0.00012972193997658974,0.00017530915584142956,0.00012189135468221985,1.62927827081117e-07,0.011136702238009548,0.00014766168034734055,0.00010156014735518758,8.026098078203872e-05
2,-70,0.00012793583832472984,0.00011554550212087422,0.00012658722382398517,7.900286516733629e-05,0.00013695805063816807,9.161602595740085e-05,0.0001286935395009042,0.00015966016054802783,0.00012743962483901085,1.6872810534631344e-06,0.006904315100007711,0.0001528139491445187,0.0001032349849610597,8.347333348970188e-05
3,-60,0.0001277282007401679,0.00012056619144201025,0.00012942885028225024,5.537088118403045e-05,0.00013536506026375273,0.00010089959962867261,0.00012847634817323193,0.00015326467506699646,0.00012770019762723615,5.4998764907568855e-06,0.003025412438006457,0.0001703562159014076,0.00010474140752305171,8.541859259829021e-05
4,-50,0.00012742014362677662,0.00012315808780343404,0.00013057545307655524,8.672765672168544e-05,0.0001339319360449962,0.00010886858889155968,0.0001284471411339543,0.00017454270451048955,0.00012765050271595983,1.2420271051751734e-05,0.0014927413192014657,0.00015928749080716993,0.00010656058304357987,8.31643820590559e-05
5,-40,0.00012742652547785904,0.00012438158645185159,0.00013037482245344709,0.00010522101291158699,0.00013258611155378609,0.00011099940513253235,0.0001281738108182233,0.00016147888520857265,0.0001276395621136979,2.9316265259096452e-05,0.0008083398490765511,0.0001585685810248011,0.00010745423017153609,9.058843085914511e-05
6,-30,0.00012639636103664104,0.00012548164213024282,0.00013027941483993832,0.0001321840936356015,0.00013111504996167548,0.00011193773452974505,0.00012798568807935497,0.00015027709141581663,0.00012777371314679764,5.0948651612640636e-05,0.00046703748277029884,0.0001502812201146218,0.0001126572075439875,0.00010203429709905306
7,-20,0.00012514934713740638,0.0001250640209999509,0.00012851710320117021,0.0001330547129800548,0.00012885806884572524,0.00011861429213349738,0.0001248985315082939,0.0001382994567626134,0.00012643971621532227,6.000562032851757e-05,0.0002837384309156409,0.00013982745671143237,0.00011532195722577659,0.0001076046568382742
8,-10,0.00012602092607616483,0.00012558488142681346,0.00012749662961098366,0.00013074923217031427,0.00012704086047467635,0.00012264277577658282,0.0001266099799580813,0.00013232087671972357,0.00012649393609760794,9.066890293943976e-05,0.0001848893614716756,0.0001312582361472744,0.00011890569927477648,0.0001167923949608151
9,0,0.00012630300112063866,0.00012588497067548388,0.000126010065377253,0.000126010065377253,0.000126010065377253,0.00012565982872405894,0.0001260124847735412,0.00012607284505903094,0.000126010065377253,0.00012661168545759704,0.0001259200789443351,0.00012566591917179294,0.0001252195377498487,0.00012585493463339296
10,10,0.00012625548845662023,0.00012569283723571297,0.0001244017455491839,0.0001201567511058255,0.00012445676860471105,0.00012898353105674534,0.00012629269844570187,0.00012033025484797231,0.0001239018905468774,0.00016952961309837282,8.813389288708819e-05,0.0001204804312167327,0.00013092474578645045,0.0001369779914563862
11,20,0.00012577076132681364,0.0001242483462886117,0.00012191930434276267,0.00011370437611543775,0.00012300280848904726,0.00013252755772747465,0.0001255186739995693,0.0001166275297772502,0.0001228397569538255,0.00022419334459543202,6.275555831650791e-05,0.00011720011587694976,0.00013815087244070396,0.00014929331536210164
12,30,0.0001238586249880726,0.000124349088484428,0.000121662380624328,0.00010697975933932551,0.00012228473519680408,0.00012695894255794553,0.00012541735259176122,0.00011392656799619947,0.00012291271114775023,0.0002851759756762055,4.561368873944996e-05,0.00011373572356389983,0.00014677157974734466,0.00016184937835471997
13,40,0.00012450735912005446,0.0001244870854592247,0.00011891552569977917,9.989314350112628e-05,0.00012109511179417597,0.00013478183503483728,0.00012558444072065795,0.00011451746290135763,0.00012234516129511108,0.0003582965036743368,3.45035557561609e-05,0.00011446905813437984,0.00015765788462642925,0.0001755075040902743
14,50,0.00012422183224975228,0.00012503150449419707,0.00011817822838014268,9.246781108313163e-05,0.0001198936362727189,0.00013711633580495527,0.00012521842447190277,0.00011106336582592446,0.00012128488449022425,0.000423978405698505,2.6374453077675572e-05,0.00011113146077694304,0.0001676615977117395,0.0001920379682573393
15,60,0.00012385066902445758,0.00012519794396856904,0.00011798459623446978,0.00011299697203618867,0.00011836665363014187,0.00014170051487339642,0.00012519088058761196,0.00010849970600866996,0.00011802879637223617,0.0005503228605039652,2.0479914510762197e-05,0.00010819742329262093,0.00017844207799752498,0.00018929684648440626
16,70,0.00012331398101512442,0.00012336940051898694,0.00011662989584527106,0.00019736108568701072,0.00011755104171346635,0.0001321767193568526,0.00012310556694510177,0.00010602188349988383,0.00012023330335272257,0.0005876227418801114,1.6175977140684074e-05,0.00010575733827883009,0.0001917844132682652,0.00021982364230767914
17,80,0.00012325869841402136,0.00012341025904079336,0.00011498386744586791,8.454392643415395e-05,0.00011162912016492856,0.00021160868339082636,0.00012463545392858502,0.00010376261200611092,0.00011978433008573761,0.0006721153069484484,1.2838924430215692e-05,0.00010323838956115668,0.00020652856717141152,0.0002050028388329352
18,90,0.00012278678242202108,0.0001227053960801356,0.0001140900797550236,7.780682761158969e-05,0.00011414677534951482,0.00011488545914109818,0.0001242368865357315,0.0001020408641534002,0.00011821635832339839,0.0007174325938898714,1.040662665405339e-05,0.00010189299215156972,0.00022133462389987936,0.0002281890930060877
