,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight
0,-90,2.596513619645255e-06,2.226067783770378e-06,3.4695432268372814e-06,3.893136934493572e-05,0.0010824794859530262,2.2072173458996667e-06,5.637697517992671e-07,2.431928002680449e-06,2.3625791823915513e-06,3.518363528447685e-06,5.120078809882525e-06,2.519650106896648e-06,3.4168308375508107e-06,2.2694942270717292e-06
1,-80,2.6980938007476243e-06,2.4253002516368536e-06,3.098017591273464e-06,3.9528245789885113e-05,0.00042256988471987513,2.2438408890862847e-06,6.953146289199245e-07,2.6723589569324357e-06,2.3961461854119265e-06,3.0244719062566785e-06,1.6132359440394751e-06,2.254119431106793e-06,3.306427611632259e-06,2.3891681123923057e-06
2,-70,2.5394645228702864e-06,2.5092600900217164e-06,3.00836664763256e-06,2.346886317479549e-05,0.00016450976429137744,5.232255299746423e-06,8.335246834341966e-07,2.3375498227230995e-06,2.761377140076793e-06,8.942434098008242e-06,2.8450939697542076e-06,2.216975248720586e-06,3.474535758122321e-06,2.3275083199854224e-06
3,-60,2.6669152954982137e-06,2.5325288924636994e-06,2.6061850229850394e-06,1.1599376919295133e-05,6.698962522308678e-05,2.2196693966602915e-06,8.846068168386083e-07,2.609460428617225e-06,2.307733464241909e-06,4.1276125137720935e-06,2.81373231731037e-06,2.840692006155398e-06,3.5339361158456332e-06,2.1579826837841063e-06
4,-50,2.6337068514009183e-06,2.598733323424661e-06,2.888943071846152e-06,7.877341023008065e-06,3.311737788601667e-05,2.1405033349142684e-06,8.443494661281312e-07,2.2058880743110835e-06,2.2661429973424044e-06,6.945419342553103e-06,2.966757799113386e-06,1.9634126680667673e-06,3.1103220230380496e-06,2.0114414237511543e-06
5,-40,2.7124958493294653e-06,2.5917687600911345e-06,2.7312182511016304e-06,3.384955043984619e-06,1.8447351596732877e-05,2.2232417580401826e-06,1.1036908784923255e-06,2.5346937470748505e-06,2.573841246307738e-06,4.0480500293612385e-06,2.8739898556663774e-06,2.2220571792240517e-06,2.5302993970323113e-06,3.3294232444316716e-06
6,-30,2.5976806195588853e-06,2.6446803673658914e-06,3.065749917113813e-06,6.2655590403920105e-06,1.1334948899805722e-05,2.1845952040717045e-06,1.5501995279072082e-06,2.717490992224122e-06,2.732889573335754e-06,2.6277469323783733e-06,2.5883381825690466e-06,2.673235610246406e-06,3.1210901414941347e-06,3.0129985191446042e-06
7,-20,2.196533664250074e-06,2.489345314020574e-06,2.890018958351682e-06,4.350961447505604e-06,5.985332354246695e-06,2.1936885254749755e-06,1.3897230255654997e-06,2.3918554874300686e-06,2.4854835964411703e-06,1.9846307946875973e-06,2.292866506540328e-06,2.473954555721583e-06,2.4406650594223465e-06,2.2479982749867898e-06
8,-10,2.6510551750907672e-06,2.546477069328915e-06,2.750745309123696e-06,3.4615269392386446e-06,4.3993095085418755e-06,2.2054318413351886e-06,1.9757223126621206e-06,2.5997757493522248e-06,2.5483479257404105e-06,3.081104210985947e-06,2.187536230226158e-06,2.262958643484293e-06,2.233114183007337e-06,2.749608900396787e-06
9,0,2.6710253429509242e-06,2.6675581139325673e-06,2.9219181670789916e-06,2.9219181670789916e-06,2.9219181670789916e-06,2.467314215827819e-06,2.7271624277199468e-06,2.6135735441434277e-06,2.9219181670789916e-06,3.1827723274347345e-06,2.632304708963751e-06,2.49702510975183e-06,2.552378350019018e-06,2.6481507613289824e-06
