,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight
0,-90,0.0034156999729262854,0.0035229621152501147,0.003464748808544692,0.006182423711072864,0.0038021253406296555,0.0003212797286260702,0.003407478888026158,0.0036280762329724747,0.0036537045579480734,0.0020693497812091003,0.0029959086169463432,0.0035460456860572555,0.0038123522288503395,0.0037084907354060516
1,-80,0.003407208196613297,0.0034793102185637008,0.0036267303410755258,0.00601188877823929,0.0037576703839073897,0.00037040895646075296,0.0033953809661137627,0.0036079553053003518,0.0035937663397048953,0.0021572271363534713,0.002997776940019065,0.003536566925679194,0.003782348202010501,0.0036412072988278523
2,-70,0.00340543710643586,0.003439637304145958,0.003626485212197557,0.00558459678456101,0.003688604874504051,0.0004766143858012412,0.0033644049033456397,0.0035388005345261776,0.0035401935855790432,0.0021616707050163713,0.0032027667937754357,0.0035004859356072334,0.0037604590875793455,0.003564319810361471
3,-60,0.003385093084126801,0.0034175074737759236,0.003614928743871929,0.005068223852216789,0.0036493395400447205,0.0006883879839248594,0.0033580486831178667,0.0034991135737890656,0.0035446283112737795,0.002666223067524711,0.0032668774986523152,0.0034913945145222673,0.0037150052175423166,0.003547018658101345
4,-50,0.0033789877289578333,0.003396342237155242,0.0035436084891355365,0.004841086661741244,0.003584432562854433,0.0009880547271362676,0.003366152221889645,0.003463080830817123,0.0035180248621409843,0.0025940801254803613,0.003285720687587654,0.003400048354873947,0.003688575960624224,0.0035018789967528573
5,-40,0.003371871889797012,0.003379602805855058,0.0035127584134191235,0.0043559863362982645,0.0035215845740007435,0.001424846565839682,0.0033530398835888617,0.0034162342570412114,0.0034377546017072564,0.0029434249013316227,0.003312405555861724,0.003422778144339128,0.003672837490029027,0.003493210639974331
6,-30,0.003355612583313421,0.0033725754643328353,0.0034523433031571214,0.004198210512344072,0.003458009491664673,0.0019363643986532357,0.0033353686283414934,0.0033978654348443727,0.0034054021651665455,0.0030272361482416876,0.0033291479557403052,0.0034020851269617775,0.0035673581736282425,0.00339233011913087
7,-20,0.0033953065570554255,0.0033639909774190705,0.003408985830643211,0.003914622284972575,0.0034342314874823707,0.0024646812333819963,0.0033184957014407578,0.003377413708501857,0.0033875138405003824,0.0031664330455166536,0.0033322162126329267,0.003395641490825864,0.003523943932727405,0.0034175566953632526
8,-10,0.0033405206100761363,0.0033507633363273432,0.003373702667006928,0.0036101199390336787,0.003346508020267555,0.0029511881455808646,0.0033451999166529646,0.0033645897388646035,0.0033676239910985424,0.0033313040078581002,0.0033791056527572674,0.0033893217275118848,0.003453811917216,0.0033611132611525555
9,0,0.003340525870715022,0.0033327341917692723,0.003320218714493909,0.003320218714493909,0.003320218714493909,0.003347279801264945,0.0033332483130441995,0.0033425485823667454,0.003320218714493909,0.003316583848279543,0.003336461801774847,0.003340102184669074,0.003332334783173042,0.0033342710164046695
10,10,0.003323423012402484,0.003326777475165648,0.0032912205670506973,0.003081570233408949,0.0033033286548308166,0.0036366299081496845,0.0033060509428255334,0.0033035899912188197,0.0033160490190395743,0.003335767359900229,0.003328472516760107,0.0033104294170693987,0.003277494459673211,0.0032950016790440732
11,20,0.0033262680786371374,0.0033597190272450436,0.003291921384013275,0.0028400894375260393,0.0032520389758650707,0.0038501096701882612,0.0033287761764607808,0.0032978003120601616,0.0033260632823283766,0.003246769899365481,0.0033340625505606613,0.0032913873562510133,0.003169931371761092,0.003278130361253546
12,30,0.0032974238817174498,0.0033460976629621675,0.003215544792468748,0.0026077086082358044,0.0031854462689563925,0.004159011195864633,0.0033053050873030417,0.0032623282483890187,0.0032742722476570823,0.003199640518043547,0.00331441982433833,0.0032745568654174075,0.0030059106406840567,0.00325626276962934
13,40,0.0033149380454250343,0.003275995215670613,0.003208185287739478,0.00239347999381582,0.0031573626364014996,0.004224320717134189,0.0032989283339182637,0.0032370127212954366,0.0032391720041359253,0.0030898819228362077,0.003294751406797224,0.0032471322903021038,0.0028894683766281138,0.003265053269509634
14,50,0.003310792050774449,0.0032874465707479787,0.003157439206774251,0.0021873562945974043,0.0030876275941219126,0.004340993891121797,0.0032968915717114314,0.0032493580630239844,0.003203944523651229,0.003086494875870066,0.00332220422910039,0.0032725787010864193,0.0027705262910891156,0.0032173382762120885
15,60,0.0032884415745307806,0.0032935168732566903,0.0030907559327552725,0.002058467594204726,0.003057348328527732,0.0044108254412477035,0.0032644459916570884,0.0032640400469709993,0.003175816082502686,0.002930673754639511,0.0033118250200697627,0.0032776592345512856,0.0026412099359017544,0.0031320629158888545
16,70,0.00327711432532194,0.003312540210312517,0.0030411859315617002,0.0019706359802137505,0.0030177429949076627,0.00442409664578062,0.0033078711110959315,0.0032933510245351794,0.0031501800839338827,0.002853091686204396,0.0032763442246141663,0.0032908749364198406,0.0024873201860259046,0.0031604412223985375
17,80,0.003276515331923279,0.0032910378659164463,0.003016731484758369,0.001755860123294034,0.002965025267428739,0.004487062675462473,0.00325804506064331,0.003295956944687277,0.0031279005884639736,0.00271612994236243,0.003274886378924367,0.003342105247594337,0.0023279973339897044,0.00312788557556633
18,90,0.003268730249194511,0.0032991541178881106,0.002989906118589952,0.0016028544154796892,0.002948655318976324,0.0045782896210833255,0.00323282579500226,0.0033086137866494515,0.003117418386167561,0.0025588695859974976,0.0032782342994865645,0.00330659280279068,0.002176942788125049,0.0032005789759180243
