,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight
0,-90,0.0014088275217713118,0.0014105953068089517,0.0015533750095257717,0.0014211170896228655,6.900107114759762e-05,0.001432672794077334,0.0015174896369461127,0.0014286177975637157,0.001481999171702148,0.0015305567820914601,0.001373098568824314,0.0014209879305883363,0.0014041701275825228,0.0014100446279542284
1,-80,0.0014035988010351018,0.001404445186468338,0.001531354768195859,0.0014404451416857105,0.0004102060065270931,0.001427750075484688,0.0015094456725864606,0.0014131835086947017,0.0014680145971526129,0.001508729939307012,0.0014254024461760493,0.0014114873133089648,0.0014008422167970987,0.001404930474432863
2,-70,0.001401268496428575,0.0014006683659453724,0.0015102774457783391,0.001412691233291283,0.000775228686463722,0.0014256996453864605,0.0014989101374269247,0.0014161811507048298,0.001453058134476231,0.0014862923531796946,0.001398504242367361,0.0014075041223770295,0.0013962163762937384,0.0014032706476035225
3,-60,0.0013968903527179911,0.0013972102329081722,0.001491258098144833,0.0014119124402559083,0.0010300287500109471,0.0014160696900925194,0.0014869000450564761,0.001403399395807383,0.0014452206999268989,0.0014695161817784544,0.0013953046652366132,0.0014051319959441108,0.0013924787563460803,0.0014020913778398881
4,-50,0.0013935123259374395,0.0013929383365931208,0.0014687101129864035,0.001408145768027278,0.0011779723317417916,0.0014124047448269914,0.00147338984282463,0.0013972865827555185,0.001434152992575118,0.0014630628828419406,0.0013910918774331046,0.0014078526538688042,0.0013906503455225951,0.0014023437481788753
5,-40,0.0013888292676868335,0.0013895112161244419,0.0014493838694556063,0.0014094299838006603,0.0012650476657250153,0.001403145924212076,0.0014567246683127432,0.001390413266908128,0.0014198156845370976,0.001447297714481364,0.001387694966914224,0.0013934924806053804,0.001386178646395993,0.001384439928130326
6,-30,0.001386841721007361,0.0013852184880304443,0.0014281287357890756,0.0013950282153946019,0.0013173604137451608,0.0013974428414746717,0.0014376611600273733,0.001385246167651192,0.0014069890298649924,0.0014263788172922075,0.001386112016361624,0.0013857918867369852,0.0013827867137441196,0.0013833228091879415
7,-20,0.0013860478893055021,0.0013828680273632286,0.0014097434273544133,0.0013885698539430904,0.0013517937013905461,0.0013906017919962947,0.0014202458237324357,0.0013844339197405119,0.001398126040004692,0.0014291868155881886,0.0013855260012329024,0.001383331703294396,0.0013835457946428137,0.0013852498524726782
8,-10,0.0013783703195458304,0.0013790323457227931,0.001392878478993146,0.0013808946324208623,0.001367223898112286,0.001384170874931562,0.001398021725736209,0.001378742903853299,0.001386379735023716,0.0013885477699763398,0.0013825378259005128,0.0013816046901588318,0.0013817266044548694,0.0013776891489169839
9,0,0.0013751805089280817,0.001374709565067497,0.001372824048416445,0.001372824048416445,0.001372824048416445,0.0013763762683366915,0.001374075677230575,0.0013747436732360395,0.001372824048416445,0.0013696753875930155,0.001375070045636947,0.0013767786949589005,0.001375858499130606,0.0013749327849778257
10,10,0.0013680865188356469,0.0013713455179947822,0.0013571804820662597,0.0013682718716734545,0.0013767043452037947,0.0013652698428753313,0.0013483986646265365,0.0013717028384015574,0.0013678576261198971,0.0013651571254401078,0.0013703964532454844,0.0013720975014103937,0.0013754129929141035,0.0013703464562503322
11,20,0.0013677196411009819,0.0013720555214173237,0.0013444908238295923,0.001361156829866161,0.0013731977513957263,0.0013548946245735352,0.0013238866991750226,0.0013684138655429485,0.0013581078713605,0.001352004313981773,0.0013683825688071548,0.0013674129415160658,0.0013725273738277902,0.001367674265813266
12,30,0.00136383477240425,0.0013677952106517029,0.0013240068958456884,0.0013523732932431438,0.0013658954157919692,0.0013597132343710098,0.0012938322084263194,0.0013634323952117853,0.0013466352440913941,0.0013385038238256021,0.0013643802335779663,0.0013643811524747778,0.0013662689825557337,0.0013651376003668446
13,40,0.0013620122709360166,0.0013610887671973702,0.001312663514389041,0.0013450144462174402,0.001358153041797233,0.0013468117443897825,0.0012657502889348062,0.001359752082641456,0.0013342111929567798,0.0013258254141610005,0.0013594954511965982,0.0013609339436860815,0.0013628357838504945,0.0013652628962846677
14,50,0.0013587300807950155,0.001358936882470933,0.0012948017562023958,0.0013299363991508921,0.001348837092866406,0.0013417693157936907,0.0012373128083041573,0.0013554666255907394,0.0013247676455904914,0.0013116977604260734,0.0013578053808947404,0.0013567448678113354,0.0013608345301415548,0.0013600024261615834
15,60,0.0013551653808911393,0.0013557575998912167,0.0012747882960182897,0.0013273059326565616,0.001338929723852575,0.001335113807456516,0.0012042480831220455,0.001352111041791747,0.0013175716289617599,0.0013021176839002704,0.0013537910207420164,0.0013531920251121548,0.001359229132470008,0.0013697686901162913
16,70,0.0013507125944524244,0.0013541424919401427,0.0012601052660518408,0.0013156184049960354,0.0013276685237454996,0.0013268209980211274,0.0011775028501681407,0.0013491275553645578,0.0013033537954483055,0.0012665718686615656,0.0013481931355660184,0.001351154902705293,0.0013562117785521986,0.0013627566168536766
17,80,0.0013477062562989696,0.0013499642339562484,0.0012455167235567166,0.0013122011560760395,0.0013179569255860355,0.0013357333828569787,0.0011423819639378554,0.001345736557192441,0.0012930169036560648,0.0012884274579760696,0.0013466960053816386,0.0013493296767557435,0.0013517653059785715,0.001352277021537727
18,90,0.0013449759796771914,0.0013478835879227019,0.0012314658403053788,0.0013485638572213472,0.0013052108936213167,0.001318150882118446,0.001109935549218003,0.00134277629992537,0.0012856735824907735,0.0012698290349806537,0.0013425477872073307,0.0013423461928669066,0.0013494468819303144,0.001352012666085231
