,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight
0,-90,0.0028387983469304726,0.002965938297785313,0.0035601257943831447,0.0027308284533815847,0.003108929949816161,0.0034321120007222796,0.0028543731312049977,5.9850715662175605e-06,0.0030667393141989422,1.7958398524249333e-05,0.0031359283234498373,0.023541134417752987,0.0029317249047267698,0.0027386056761497194
1,-80,0.002836279941011071,0.0029215003160625317,0.0032092112510170483,0.002703118433771001,0.003063195476876768,0.0033894954064652384,0.0028512281707174917,4.6917661147131866e-05,0.002982152999673993,3.384615001062201e-06,0.0031311455918189507,0.021393182377498574,0.0029222553750301284,0.0027279417666736853
2,-70,0.0028226320430048512,0.002872769769139891,0.003101643160703786,0.0027796380812309287,0.0030295996967160048,0.0032979846743358128,0.0028510485102220757,0.00015676900426381992,0.0029578403331289816,1.9529105986433377e-05,0.0030149772179992504,0.01820227787382804,0.0029119318343958805,0.002758934858107231
3,-60,0.002822460071336325,0.002843502571744836,0.003018416231920324,0.002847710538973292,0.002983462369592775,0.0032319332202263382,0.0028430453530487025,0.0003954224637037309,0.0028932804906096087,0.00013380501420502303,0.002936368240198681,0.014887517988224542,0.0029038362151602186,0.0027605575359040888
4,-50,0.002813787903252075,0.0028279512051625844,0.0029856767466618357,0.0028393971322714967,0.002953586979174396,0.00317585090774955,0.0028285299386110268,0.0007121325037776864,0.002861288502821038,0.00037360977806745227,0.0028958116985717338,0.011293864322467486,0.0028763939221886675,0.002732663326335385
5,-40,0.0028080989724429363,0.0028148425506558036,0.0029338100606056865,0.0029082822264506593,0.0029248847047090806,0.0031040514040567104,0.002824031949362185,0.001132467118207255,0.0028671492409031328,0.0009362740202270053,0.002859070109618385,0.008683276666933306,0.0028251533374668053,0.0027728798572582685
6,-30,0.002799982312572307,0.002803188872320086,0.002905629246399134,0.0028392043974576585,0.0028970686260480546,0.003008580952311126,0.002822660081944809,0.0015790525161970498,0.002849375150456021,0.0013264821258925869,0.0028240128052497847,0.006568804042330742,0.0028483315499755525,0.0028411937887286884
7,-20,0.002759779152563741,0.0027865216669974253,0.00286070507128344,0.0028062761420706173,0.00284309004879294,0.0029319833120484444,0.002799432184263608,0.002006775754203272,0.0028164298359372084,0.0017808143206667353,0.0027917526408346095,0.004896618251293181,0.0028052103702648967,0.002786904331019296
8,-10,0.0027861997660829202,0.0027819903426991315,0.002819825187405029,0.002797031282790571,0.0028290430656145796,0.002844203985723451,0.002788083936756761,0.002414596887127527,0.0027958091597275483,0.0023028756776481136,0.002758350078580245,0.0036534617042881623,0.0027723703688265554,0.0027973222694579296
9,0,0.0027790169757946443,0.0027800085924990533,0.002787935836760134,0.002787935836760134,0.002787935836760134,0.00277049345809883,0.0027807936872252725,0.002776042880965327,0.002787935836760134,0.0027942543543339623,0.002778270710722922,0.002774537182385378,0.002775326952289462,0.002779013201268657
10,10,0.0027776444398877947,0.0027691475292742807,0.002743482807114945,0.002761775698505875,0.002739018839990115,0.002728909740048565,0.0027880663089294455,0.003097015877610844,0.002745212292325719,0.0031985246381751736,0.002774358844894387,0.0021132538406971333,0.00272508308831124,0.0027730709335688727
11,20,0.0027632066923357545,0.002729456240080963,0.0026783684678597336,0.002748548105956621,0.0027110651528582477,0.0027069944997320998,0.002760820580152124,0.003364511853277306,0.0027036522215581485,0.0036159296071591406,0.0027530470058523726,0.001627487049285903,0.002700456312226565,0.0027540168636968746
12,30,0.002756011486273522,0.0027264650101437387,0.0026726095509260334,0.002742298532443473,0.0026979706132333153,0.002543065288868516,0.0027632499823218998,0.003618384122024127,0.0027037150596637824,0.003969834152791822,0.0027430906348751213,0.001263055256846712,0.0027014318669838725,0.0027325703151810194
13,40,0.0027423961097078685,0.0027535018423037426,0.002613038821346096,0.0027356111712823023,0.0026594708103766566,0.002599986008161169,0.0027585788042006286,0.00386388836832214,0.0026914817473914473,0.0042595044842787914,0.0027495919215569124,0.0010035974759409717,0.0026764372609779674,0.0026942757790064126
14,50,0.0027333394599984595,0.0027405834264570177,0.0025923519522654684,0.0027312540926674365,0.0026483694912671427,0.0025743872339752086,0.0027472386230774524,0.004004435041595663,0.0026757992062905545,0.004455924225887422,0.0027239404277771594,0.0007874969147281766,0.0026332495445406234,0.002701286049702394
15,60,0.0027333989553491077,0.002729118071834264,0.0025854301896434976,0.002830690530284157,0.002612696127679695,0.00258434673899641,0.002755918644112159,0.00412431236494854,0.0026407266303997852,0.0048240518616733995,0.002718224828942645,0.0006268608858485381,0.002586010782896969,0.0026643710107764887
16,70,0.0027278400328988968,0.0026965407665855627,0.00256215692435872,0.0027750840834976117,0.0025881359105828883,0.0025893030751327965,0.0027081407122700263,0.004205224512528117,0.0026450090789114948,0.0049545512275318525,0.0027283403605772,0.0005032596753677228,0.00255328341832133,0.0026558416087647083
17,80,0.002717962119345461,0.0026983196157407538,0.0025234743030200252,0.0028111497505388665,0.0025352238848519205,0.0026404527071792524,0.002737020663418943,0.004289573327843784,0.0026282206190098227,0.005056345673982443,0.002713203888510914,0.0004037676208118383,0.002518970801336465,0.002659009214932674
18,90,0.002709749247298061,0.002679310265439226,0.0024923848443630554,0.0027626313642478226,0.002523561333037684,0.0025272752529202558,0.0027387369499354166,0.004355260032408566,0.0025977362250255917,0.0052850303764051115,0.0027037973281037343,0.0003342127194669548,0.0024686261789298174,0.002587740020612332
