country_code,country,fee
1,USA,18427.510831320684
2,EUR,34669.870579145
3,JAP,33054.71172307517
4,CHN,20327.665801103776
5,BRA,30590.229070613732
6,IND,16567.279617291122
7,ROW,135168.49644014004
