country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,16899847.606549,17140301.162982,-240453.55643299967,9631174489000.0,184384947.0,0.0254964995384216,1.0
2.0,18350094.137627,18277104.216832,72989.92079500109,10340552058709.305,375204518.0,0.017205421902176356,0.9747152250860966
3.0,7752620.586105,7711573.2147429995,41047.371362000704,4635982224063.88,86357057.0,0.028467199802398698,1.42252912029835
4.0,2733165.389386,2687739.635883,45425.7535029999,1093997267271.06,853178019.0,0.007496299743652341,0.329520068384278
5.0,964128.04469,974745.1075390001,-10617.062849000096,599642075029.835,111375254.0,0.010475100278854399,0.404652382391121
6.0,800184.1556459999,810422.453498,-10238.297852000105,458820417337.807,625784989.0,0.00724129974842072,0.220300729818378
7.0,1199722.348015,1171511.741908,28210.60610700003,678412196271.118,20710473.0,0.0174985003471375,0.801514437638823
8.0,999608.815787,979674.930384,19933.88540300005,497512659612.052,33552273.0,0.020156700611114502,0.634993497754076
9.0,375213.252132,344280.692764,30932.559368000017,195907128350.934,100982065.0,0.009962300062179569,0.22500572705117797
10.0,1018914.923508,1023608.712645,-4693.789136999985,600232874042.927,58224518.0,0.0034409999847412097,0.58927136939877
11.0,269953.72355399997,266671.212999,3282.510554999986,151516560274.982,27664706.0,0.005269399881362919,0.422967359933986
12.0,6414529.258829,6390349.159651,24180.099178000353,3861651840455.4062,1318029206.0,0.01866837362540405,0.4686037244474939
