country_code,country,fee
1,USA,17080.56756158957
2,EUR,32845.84756697526
3,JAP,30638.605614342127
4,CHN,18841.832316008076
5,BRA,28354.262230417164
6,IND,15356.308369870376
7,ROW,125288.46987408474
