origin_code,destination_code,sector,trade
1.0,1.0,0,16503204.063439667
1.0,1.0,1,6914296.702991
1.0,1.0,2,588119.8457356667
1.0,2.0,0,177129.76058899998
1.0,2.0,1,224750.53100900003
1.0,2.0,2,35053.94868233333
1.0,3.0,0,48630.06792766667
1.0,3.0,1,54584.14992699999
1.0,3.0,2,6604.955478999999
1.0,4.0,0,30535.125393666665
1.0,4.0,1,39658.514983
1.0,4.0,2,7808.256638
1.0,5.0,0,11797.500270333336
1.0,5.0,1,15077.624493666668
1.0,5.0,2,4453.921899
1.0,6.0,0,9757.817499666668
1.0,6.0,1,11500.080400666668
1.0,6.0,2,2675.434350666667
1.0,7.0,0,81764.09861066667
1.0,7.0,1,144151.48560133335
1.0,7.0,2,16225.720461666666
1.0,8.0,0,20368.453261666666
1.0,8.0,1,29302.663550333335
1.0,8.0,2,3855.4701856666666
1.0,9.0,0,6916.684415666667
1.0,9.0,1,8926.632144333335
1.0,9.0,2,953.5561143333334
1.0,10.0,0,49409.77846666667
1.0,10.0,1,95013.45946866665
1.0,10.0,2,15492.892954333334
1.0,11.0,0,2863.1318503333337
1.0,11.0,1,5303.035229333333
1.0,11.0,2,697.5176096666668
1.0,12.0,0,130440.20612933331
1.0,12.0,1,181214.90358266665
1.0,12.0,2,22372.320823
2.0,1.0,0,198527.65781
2.0,1.0,1,308840.02366133337
2.0,1.0,2,74613.32449566667
2.0,2.0,0,21840208.151875667
2.0,2.0,1,10981786.139576001
2.0,2.0,2,796391.5929436666
2.0,3.0,0,45567.56039766667
2.0,3.0,1,68439.61264866666
2.0,3.0,2,10309.693845666667
2.0,4.0,0,39675.49949133333
2.0,4.0,1,91764.18997766667
2.0,4.0,2,10829.545873333334
2.0,5.0,0,16878.324078333335
2.0,5.0,1,28238.390726
2.0,5.0,2,6418.077180666667
2.0,6.0,0,25068.983915666668
2.0,6.0,1,42393.690823000004
2.0,6.0,2,3483.647858
2.0,7.0,0,33864.946061
2.0,7.0,1,36358.915839333335
2.0,7.0,2,7305.512267333334
2.0,8.0,0,19592.075157
2.0,8.0,1,34238.37713166667
2.0,8.0,2,4606.663626999999
2.0,9.0,0,53493.256347333336
2.0,9.0,1,87222.49092866668
2.0,9.0,2,11649.775132666668
2.0,10.0,0,9243.570661666667
2.0,10.0,1,29313.024969000002
2.0,10.0,2,4598.785691666667
2.0,11.0,0,10520.377577
2.0,11.0,1,24576.221593333332
2.0,11.0,2,2787.617976666667
2.0,12.0,0,295815.3434233333
