country_code,country,fee
1,USA,20772.614079646857
2,EUR,44878.43659917154
3,JAP,37261.28701931736
4,CHN,22914.584649635035
5,BRA,34483.17186778244
6,IND,18675.64800204344
7,ROW,152370.17294298974
