country_code,country,fee
1,USA,18824.194586139467
2,EUR,34238.47533622954
3,JAP,33766.27104765174
4,CHN,20765.25364845306
5,BRA,31248.73618205023
6,IND,16923.918706850058
7,ROW,138078.2300005702
