country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,14157596.940608,14255149.879587999,-97552.93897999823,8073122000000.0,177070760.0,0.024500100612640397,1.0
2.0,18536996.117399,18405936.872302,131059.24509700015,10545355606622.84,370336586.0,0.016808955714267566,1.1437222080246257
3.0,8442315.948989,8453008.447475,-10692.498485999182,4923391533851.63,87013094.0,0.026430299282074,1.56596814093884
4.0,2130367.385508,2107040.086038,23327.29946999997,863746717503.789,813656261.0,0.005632399916648861,0.344230547862923
5.0,1365150.511577,1384221.704045,-19071.19246800011,850426432991.742,104257762.0,0.010475100278854399,0.623997122584854
6.0,657124.00598,662231.607008,-5107.601028000005,392897054348.071,582689001.0,0.00639050006866455,0.236662355126339
7.0,1092208.1386260001,1066248.3713170001,25959.767309000017,628546387972.131,20058467.0,0.016120899915695198,0.8855225522552259
8.0,1212881.779121,1236444.92641,-23563.147288999986,610169556840.077,32522093.0,0.022161600589752202,0.9121384100938529
9.0,763159.089997,748696.760924,14462.329073,391724890744.498,98977823.0,0.00965919971466064,0.47915853753706905
10.0,707610.2033569999,700496.127701,7114.075655999943,410975595310.156,54437282.0,0.00250669986009598,0.485959944206122
11.0,273820.676407,271869.909867,1950.7665399999823,163236785802.34,25648188.0,0.005269399881362919,0.501928386274173
12.0,6663918.572005,6711804.676899,-47886.104894000106,3888187290490.7305,1223964724.0,0.018699185867255958,0.5324920309660189
