,k,g_0,fe,fo,zeta,nu,theta,delta USA,delta EUR,delta JAP,delta CHN,delta BRA,delta IND,delta CAN,delta KOR,delta RUS,delta MEX,delta ZAF,delta ROW,eta USA,eta EUR,eta JAP,eta CHN,eta BRA,eta IND,eta CAN,eta KOR,eta RUS,eta MEX,eta ZAF,eta ROW,T Non patent USA,T Non patent EUR,T Non patent JAP,T Non patent CHN,T Non patent BRA,T Non patent IND,T Non patent CAN,T Non patent KOR,T Non patent RUS,T Non patent MEX,T Non patent ZAF,T Non patent ROW,T Patent USA,T Patent EUR,T Patent JAP,T Patent CHN,T Patent BRA,T Patent IND,T Patent CAN,T Patent KOR,T Patent RUS,T Patent MEX,T Patent ZAF,T Patent ROW
GROWTH,0.05105390742576543,1.506611868087817,-0.20005336339908253,0.1883194907398722,-1.1807175987612362,-0.15845514393923732,-0.00016594144460535531,-0.2591702538764712,-0.3167372220163217,-0.21354975245157504,-0.19267659352370237,-0.24132453851502256,-0.17472519997687175,-0.38772216756766453,-0.40547935119705003,-0.21471409429780097,-0.20822754217631134,-0.2823378315874925,-0.14971275572328024,0.25500964371219736,0.22528471017315588,0.3252288280893001,0.13235681628609774,0.1808876366156409,0.16434395558241222,0.2577893534233311,0.2680353969085736,0.17606327524748222,0.1785575248675908,0.18526520539456692,0.14212851319104658,0.0013230118635787491,0.0004253147586064099,5.655523863667966e-06,0.001563717565150613,0.0014545112215424982,0.002846124572484232,-1.4190458562657327e-05,-0.014548659620541304,4.195068977086436e-05,0.0011122619129988465,0.00060705271266559,0.0016639470949519897,0.00151683717714457,-0.0006156706610049856,0.00027909848728024933,-0.00019597203206322966,0.0009805487623903986,0.0017414032276452662,0.0004900162726773072,-0.005165159767492322,0.00030671055877840026,0.0007196927904706829,0.0007020556181769333,-0.0006021803787681357
GPDIFF,0.07393683202333468,-0.5121797484556906,-0.21421370958831787,0.20597039617841317,-1.2015869257479999,0.0035667272532580174,0.0023565023502869487,-0.013174375498423152,-0.14293426297627032,-0.1850575886881317,-0.0757826275964546,-0.16642465940540363,-0.12082226392172879,-0.20281292143903784,-0.21329457484957237,-0.16701633492040957,-0.1694374653836206,-0.23178188427981306,-0.1532021693028185,0.2972068351428181,0.2984386631441105,0.2836232158896923,0.26647296066774406,0.31336199131463793,0.2956906744574028,0.30654118326061686,0.3010628401921378,0.30774999303101236,0.31016210275179534,0.335219932482993,0.2813275265482429,0.0005518665808290635,-0.011689045288287292,1.4695826489052877e-06,-0.007025886178069762,0.00037134085700274433,-0.0009445316834316708,-0.00020776337144423618,-0.017933636535324426,-0.00167924544760778,-0.003619528534525296,-0.0005981305309343821,4.42185822557839e-05,-0.0035118712292009358,-0.008444178016900894,-0.003849307387880918,-0.004919084828086118,-0.002900848797031119,-0.0030361278811519288,-0.020345805276269502,-0.011060938899855044,-0.0068239931744912274,-0.005339162136726583,-0.008378704593208774,-0.002250760073808644
SINNOVPATUS,-0.05455905100847924,0.0007782356706620419,-0.6041598750316335,-0.624317734764428,-0.15588176484123306,-0.03470815181206566,-0.0032663520618797515,-0.02907886749221822,0.005561165813003921,0.010573002872747983,-0.04818475190457139,0.03327774989528076,0.00024421246670236485,0.03498731277509992,0.04021596053544019,0.039949630783620016,0.03812806884826436,0.08773933924687727,0.03269212010709066,-0.2806736637627877,-0.2644881045578412,-0.2546425925589918,-0.23047731981183872,-0.2789995408076179,-0.2669032222589618,-0.2748476404956951,-0.25871856930188564,-0.2781177050155309,-0.28203059625635407,-0.29360972989897316,-0.22827710174854798,0.0012419352684356344,-0.00046486750078122974,2.3957605440605434e-05,0.0016449490640646491,0.0002603075188123416,0.08321194429365963,0.0006105236381059864,-0.0011457637007999955,0.003483172125380296,0.0018630175830813833,0.007244629031910588,-0.001237463498531266,0.006750241852436778,0.002291605357065407,0.005381547504041961,0.00031266058971080035,0.003980877836710084,-0.14995425162364517,0.0028360531705196035,0.0027704859993105124,-0.006213444861324358,-0.003598461121515073,-0.011826196911803866,0.0019927480247960982
DOMPATINUS,-0.03707838245473216,0.0015489294302495349,0.17492763514368903,-0.3773899030394401,0.023954110699430098,-0.03392777432032701,-0.0018369671010926014,0.04452566388359114,0.39252283800982224,0.2501151785248723,0.17856493868690815,0.17837727757128663,0.14487237469132275,0.2632821074484071,0.29737322670660427,0.16712973752809557,0.17629852250989897,0.21243546253180146,0.1498178813886919,-0.1345506767701049,-0.14019356237210956,-0.15562502531229205,-0.18058579227043736,-0.16161967907481256,-0.15417193833048126,-0.15913914339841795,-0.15331310107585205,-0.15438646893250252,-0.16119126043620147,-0.16918724268284668,-0.17374422581334703,1.1616263506653013e-11,-1.3493239303663529e-08,1.8762769116165146e-13,-2.32875113637121e-08,3.2589486664846845e-11,4.2834280566950156e-09,-5.819000836737587e-10,-1.25568333508852e-08,5.81756864903582e-13,5.930145263732811e-10,1.4618306565239436e-11,9.785516841276376e-10,0.003142793513115638,0.002984709600489799,0.003006770478317655,0.0027962873154940837,0.002174431489149198,0.0014199566899264493,0.0016580005220701022,0.003010512081815797,0.002411326967899363,0.002563620746243167,0.002113816217997888,0.0017346170557508422
SRGDP_USA,-0.00010595434679572246,0.000657098126025657,-0.0008016012794848093,0.005876031637402912,0.003212961336712672,0.0004856261263341821,-2.311391600340329e-05,0.00023408044868111766,-0.0001845602777517108,-0.0024032743659796463,6.12095755636588e-06,-0.00022701040153172425,-0.00020927751110177972,-0.00016249634101517252,-0.0003168017242755061,-0.00018630873886205102,-0.00019246746307099993,-0.0001714827971771582,0.00024806261058163415,0.0005190041809022272,-0.00019780102770927677,-0.0006368403844692061,-0.0004395321211714265,-0.0003787411996430956,-0.0005231920285692082,-0.00018694807620178722,-0.00032976964138009546,-0.0005481822006336845,-0.00048548170178519534,-0.0004889145487924074,-0.000266502981782768,3.774758283725532e-14,2.220446049250313e-15,-4.139244502709971e-11,1.5665246877460959e-12,-2.0450341420286122e-09,-1.659283654920074e-08,-1.6224244170359725e-11,-1.848182717978375e-10,-4.668443409627798e-10,-1.6996443141792383e-09,-2.4328405956453025e-09,1.3923306951824088e-11,3.951806605395625e-05,3.753093120839601e-05,3.7808164586872195e-05,3.51622451022493e-05,2.734336931542458e-05,1.784944092197982e-05,2.0847468523710333e-05,3.785521963561855e-05,3.032223059307171e-05,3.223700089871606e-05,2.6580805932985285e-05,2.1814427715316498e-05
SRGDP_EUR,-7.14850553912294e-05,0.0004729378128498496,9.916617056848764e-05,0.0032183895474391377,0.0020117587494461464,0.0002733590068360048,-1.3279938645971434e-05,-0.0003498964045117736,0.00021591183932745395,-0.0015791027397016322,6.497028477325806e-05,-0.00015149654199519969,-0.00013806557712936485,-0.00011118623748973544,-0.00021136561491663652,-0.00012411813970325536,-0.00012893722239615268,-0.00011554430723315079,0.00015781797702452138,-0.00020617110934595395,0.0002299623835910758,-0.0004661393252153312,-0.00014900426079711426,-0.0002443927219641928,-0.0002845938321027752,-0.00019503310503155014,-0.0002664841041444266,-0.000299639426474263,-0.00027962657786095857,-0.00025350634168197494,-6.879704334772363e-05,1.9984014443252818e-14,4.218847493575595e-14,-3.0938029915716925e-11,1.6786572132332367e-12,-1.503293600713107e-09,-1.1336640515224872e-08,-1.197320020907e-11,-1.3479162230822794e-10,-3.3978431179804147e-10,-1.2506046198623721e-09,-1.8142953805977413e-09,1.4493961586481419e-11,2.2704745399337867e-05,2.1563056984419404e-05,2.1722333424234463e-05,2.0202151840287286e-05,1.57097406316975e-05,1.0254339594117923e-05,1.1976662719348496e-05,2.1749363393608334e-05,1.7421303015741074e-05,1.8521436085938703e-05,1.5271528015503577e-05,1.2533293124450395e-05
SRGDP_JAP,-0.0003436472111401079,-7.2377163334858e-06,0.0002499432706215554,0.001712749712012851,-0.001432249847638789,-0.0001327074225238034,-2.812023281062448e-05,-0.0002379342935970863,-0.00027710797635971396,-0.003858785027811007,-7.4170609103974e-05,-0.0003661239359248336,-0.00035191813739177125,-0.00021096858911329175,-0.0004787222280061565,-0.00030510156023844104,-0.00031755963742552407,-0.000272046058336084,0.0003880376361764526,-0.0010250052977256452,-0.0006776986495032888,-0.0060931807318903575,0.00014835786358080583,-0.0009942920348887663,-0.0008357952341830899,-0.0012553313946089828,-0.0006939173053777115,-0.0011445678030952422,-0.0012742180635183509,-0.0010181013888743706,0.00036623076544617383,5.10702591327572e-14,-2.7293167725872536e-10,1.7763568394002505e-14,-5.262062452437988e-09,-1.3365430984180193e-09,-2.064825366243639e-08,-1.0081380175108734e-11,-1.333949617432495e-10,-3.439204476762825e-10,-1.0954087636960708e-09,-1.2953055295028548e-09,-1.4449750285194796e-08,4.80774993494304e-05,4.565986867266503e-05,4.599727624010619e-05,4.2778056966730205e-05,3.3266342843729646e-05,2.1715306874892093e-05,2.5366829228268273e-05,4.605451918160419e-05,3.689008622909107e-05,3.921954344843215e-05,3.233904204646976e-05,2.653349505443714e-05
SRGDP_CHN,-0.00016628758516490372,0.00012565659673224872,8.997371155783362e-05,0.0006449253619722484,-0.00039542191326680243,6.444541567729445e-05,-1.2488465627735756e-05,0.00012446292076861987,-0.00012539295550784146,-0.0021634483640153856,0.0013574529634063914,-0.00019406175785718904,-0.00018288556719370241,-0.00013305411734776396,-0.0002738228025178646,-0.00015996991884426048,-0.0001676685240475928,-0.00014537835359151874,0.00021257102027161245,-0.0003413515081623908,-0.00013804430726460648,-0.0036099443585485558,0.001392840146519081,-0.0002998357171096755,-0.0001955745488363414,-0.000457149907551746,-0.0001177706658694877,-0.0004276022093058218,-0.0004983713948869539,-0.0003643179674783781,0.0006348593101412892,2.7755575615628914e-14,2.220446049250313e-15,-3.512190538401683e-11,2.153499600865416e-11,-1.74466663338535e-09,-1.4315226781747015e-08,-1.38355993328787e-11,-1.5794421326376096e-10,-3.989414354421683e-10,-1.4496548406128795e-09,-2.070915661178674e-09,1.1095568908103814e-11,2.1351555674620215e-05,2.0277911351174183e-05,2.04276905912959e-05,1.899811557404263e-05,1.4773296602710317e-05,9.641349079103634e-06,1.1261820932473299e-05,2.0453102788087207e-05,1.6382931004033097e-05,1.7417524325047395e-05,1.4361143315655411e-05,1.1786315761153077e-05
SRGDP_BRA,-0.00012427479742338488,0.0005520148816817727,-3.910258806527622e-05,0.005829036741571425,0.0022265389943054714,0.0009595994880551295,-7.610852564843285e-07,-0.0002158093864979005,-0.00025613332325091775,-0.002622283216608401,-3.452250951108127e-05,-0.00019803487736336223,-0.00023002259539994796,-0.0001479398625742201,-0.00031265844928629605,-0.0002037129876208965,-0.00021084559117423574,-0.00018523521029156775,0.0002662825224541976,-3.222877844377692e-05,-8.421190955343327e-05,-0.0005047994841755887,-0.0004735750584033971,4.515810068439485e-05,-0.0003470025718971259,-8.914656359715334e-05,-0.00010866067193027185,-0.0003712132765798515,-0.0003350233923754553,-0.0002482585708729612,-0.0003299735336270704,3.3306690738754696e-14,-2.2227941709473953e-10,-8.808509477375992e-12,-4.38704961247538e-09,7.730482920464965e-12,-1.2932211967964236e-08,-4.802824804528427e-12,-6.90364432287538e-11,-1.79999348759452e-10,-5.337325026388839e-10,-5.528311142199982e-10,-1.2152378547902742e-08,1.3012234156839497e-06,1.2357197620715965e-06,1.2449156749916312e-06,1.1576597447326975e-06,9.003798595585977e-07,5.814945291948703e-07,6.847245237473487e-07,1.2464478871265783e-06,9.98278781860762e-07,1.0613990830687925e-06,8.749613245040422e-07,7.133961310579195e-07
SRGDP_IND,-0.00038405034394006776,0.000670969594785964,0.0011234363311463103,0.003842492756999105,0.0027160647855795084,0.0008318519710059924,9.052550461907671e-05,-6.662615754771117e-05,-0.00016903192896267072,-0.0013387320324670382,-0.0003565618482537225,9.56167981902567e-06,-0.0001313119577617261,-6.435781315039524e-05,-0.0001409956596792883,8.968724943048123e-05,6.603717082165339e-05,0.0003438163862223842,0.0004011436324591333,-0.0011837476865322882,-0.001243110429570704,-0.0015591935807224289,-0.0012332000061715531,-0.001501507904455579,-0.0009206465394151486,-0.0013229388737640013,-0.001394733072719867,-0.0016204145918091717,-0.0015994863553814298,-0.0016732980607997439,-0.0011551878455184905,0.00012300365789585932,2.9566484851528685e-05,6.900002994303378e-05,2.6518079047077592e-05,1.9025367029579243e-05,0.5414954802613403,1.691132990644384e-05,3.638529065486118e-05,1.85750991565925e-05,2.2099389894725263e-05,1.5533800685751942e-05,3.145858773478949e-06,-0.00016085542489163718,-0.00012407977604989018,-9.530858611328519e-05,-0.00011736776406423566,-9.29431649610013e-05,-0.7609730621795802,-6.9474803823244e-05,-0.00011993174734603596,-0.00010508078138016241,-0.00010984330125252129,-9.285225918198581e-05,-8.381773051235886e-05
SRGDP_CAN,-5.65492688542335e-05,0.00076816562170956,0.00045629650998746385,0.003286055413560529,0.0013053967157261592,-8.64735078359713e-05,5.2693507335277445e-06,-1.8219311020417628e-05,-0.00010492203062206773,-0.001217214869798089,-9.415544269808507e-06,-0.00011205293402316574,-0.00010472511686177022,0.0038324766508601726,-0.00013208155766275542,-9.317407273223832e-05,-9.57095547859943e-05,-8.446203749179482e-05,0.0001244049159210281,-4.482932384808347e-05,-0.00016977379200755482,-0.0006078032186157545,-0.0002547345401660017,-0.0001228970562722198,-0.00016681839555998668,0.00011963403737325073,-0.00016927963832458204,-0.0002487204136264465,-0.00022891887000664468,-0.0001301025918926113,-0.00016581592749254082,1.6653345369377348e-14,-1.1468659355529098e-10,-2.475797344914099e-12,-2.2874568905706383e-09,-2.3308910357400237e-10,-5.719232865075696e-09,0.0,-2.5975332995642475e-11,-6.833977828080151e-11,-1.8763934850341002e-10,-1.6226520127560207e-10,-6.360648674430536e-09,-9.008960543677169e-06,-8.555991756753478e-06,-8.619163708312172e-06,-8.016037675306897e-06,-6.23381985809246e-06,-4.073946544558282e-06,-4.754054120370554e-06,-8.629906594337378e-06,-6.912748140575076e-06,-7.34919303024828e-06,-6.060069467350715e-06,-4.975621366032357e-06
SRGDP_KOR,-0.00016404425764282582,0.0002996582147229976,0.0006479947986615109,0.0013715429283589486,-0.0005986698422122405,1.4775468626382349e-08,-1.392717642878516e-05,-5.833657274634252e-05,-0.00015050277461792216,-0.002156266890683267,-3.1146653997060625e-05,-0.00019281313634600394,-0.00018399167945548633,-0.00010042982974189929,0.0014008131905740573,-0.00016133388202055343,-0.00016725132682082755,-0.00014476958013487362,0.00020745251074871796,-0.00047549569635152444,-0.0002514359899286056,-0.0033382670521359126,0.00020595844129056573,-0.0003382024742515366,-0.00022258463056146205,-0.0005698497975281658,0.00039562365960699175,-0.00045303094030557656,-0.0005394225716115475,-0.0003279674921380371,0.0004613057648350516,2.6645352591003757e-14,-1.9318824318048655e-10,-4.835576383754869e-12,-3.843544371662233e-09,-4.313838175562523e-10,-9.979882475974478e-09,-3.0792035587978717e-12,3.441691376337985e-14,-1.241007296926e-10,-3.48293616170281e-10,-3.1850189152748953e-10,-1.0677664863401048e-08,2.3811335230217168e-05,2.2613939422155838e-05,2.2781062283261377e-05,2.1186647823911997e-05,1.6475934999649056e-05,1.075507248149421e-05,1.2564211889776189e-05,2.2809440279880633e-05,1.8270599690950462e-05,1.9424297653669598e-05,1.6016751620551162e-05,1.3139835556286172e-05
SRGDP_RUS,0.009329345214212914,0.0011743819853571313,-0.03605486159227844,0.02023194414618068,0.006817066913624714,0.0032149079682397552,0.004882170611275605,0.0059940611355358,0.005786686801066976,-0.021089810088731342,0.015280629221753328,-0.004595424591297692,0.0011009249449400738,-0.0049574807827151846,-0.0003439118345061054,-0.00610745739229146,-0.006395630910603911,-0.01712422597750174,-0.002272072529648228,0.03990140037760215,0.04087071636817541,0.03683040417984507,0.036575072050510915,0.03761918148419974,0.0367190913210258,0.03592650047660517,0.036508467117734034,0.03729962181457935,0.037083449853657635,0.03936566071179537,0.03711914458489063,0.0035535022483468293,0.0011600750713569585,0.0029637782794345036,0.0012739050431032073,0.002033450456927488,0.0010833977208735135,0.0006375821386150893,0.0015477082080050941,0.5906072989203082,0.002456957023787565,0.002051859180853821,0.000973317111930827,-0.0018449167640699482,-0.00700259830983152,-0.005792554335340427,-0.006424502559680412,-0.004200508958833726,-0.002935654737299398,-0.003970903616758448,-0.006781132068932605,-0.6399710735260894,-0.004882234975807642,-0.004056088631133048,-0.003837314545568349
