origin_code,destination_code,sector,value
1,1,0,11763420.263834
1,1,1,5793398.246727
1,2,0,105922.19881100001
1,2,1,175724.18674099998
1,3,0,39496.009161
1,3,1,52780.20981
1,4,0,11700.311418000001
1,4,1,19403.417673
1,5,0,7301.398869000001
1,5,1,12898.507481
1,6,0,3469.6943439999995
1,6,1,4428.051319
1,7,0,48260.657049
1,7,1,109828.310095
1,8,0,9073.194072
1,8,1,19246.520161
1,9,0,3026.8981
1,9,1,4379.704854
1,10,0,6049.701935
1,10,1,11541.915625000001
1,11,0,34806.309737
1,11,1,87567.785745
1,12,0,3065.186716
1,12,1,2596.396442
1,13,0,80204.777377
1,13,1,120540.797969
2,1,0,127346.964772
2,1,1,251313.117342
2,2,0,10545313.827558
2,2,1,6040911.687075
2,3,0,29547.882136
2,3,1,47696.346661999996
2,4,0,10821.837066
2,4,1,31001.088019
2,5,0,8978.288898
2,5,1,18748.381366
2,6,0,4976.591793
2,6,1,11627.92538
2,7,0,18998.325555
2,7,1,23277.151551000003
2,8,0,7256.245381
2,8,1,17984.94676
2,9,0,15108.806623
2,9,1,26300.046735
2,10,0,6956.306545
2,10,1,14457.404197
2,11,0,4648.006257
2,11,1,15772.782146
2,12,0,3856.8867739999996
2,12,1,4993.773895
2,13,0,127467.86728
2,13,1,212175.342423
3,1,0,25691.028902
3,1,1,103350.83152899999
3,2,0,21219.736276
3,2,1,60491.87217
3,3,0,4359550.091957
3,3,1,2648297.975044
3,4,0,9606.933417
3,4,1,30448.877704
3,5,0,920.506306
3,5,1,2847.4849139999997
3,6,0,892.865688
3,6,1,2741.911038
3,7,0,1648.332692
3,7,1,6047.469076
3,8,0,7310.596923
3,8,1,26105.250667
3,9,0,439.29067699999996
3,9,1,2013.1439
3,10,0,2168.81054
3,10,1,7546.938839
3,11,0,1586.032811
3,11,1,6480.836451
3,12,0,2077.1741899999997
3,12,1,5468.770113
3,13,0,31802.343966
3,13,1,83707.30372299999
4,1,0,10633.897268
4,1,1,67768.484649
4,2,0,8906.212739
4,2,1,41804.099088
4,3,0,9338.945694
4,3,1,35532.671973000004
4,4,0,1508619.4807779999
4,4,1,1490338.120141
4,5,0,272.079837
4,5,1,1068.1662489999999
4,6,0,470.274566
4,6,1,1645.0705050000001
4,7,0,892.1352899999999
4,7,1,4991.8532860000005
4,8,0,3386.144049
4,8,1,7362.553341999999
4,9,0,1327.124457
4,9,1,2110.679781
4,10,0,835.385702
4,10,1,4183.421086
4,11,0,400.691974
4,11,1,2912.093418
4,12,0,954.410377
4,12,1,1514.5202299999999
4,13,0,17123.693324
4,13,1,39255.872044
5,1,0,4038.278641
5,1,1,15059.969156000001
5,2,0,7567.410801
5,2,1,11406.942771
5,3,0,1206.813342
5,3,1,1631.297336
5,4,0,1126.346555
5,4,1,655.384784
5,5,0,550672.271095
5,5,1,367165.585343
5,6,0,96.935045
5,6,1,299.692707
5,7,0,399.852527
5,7,1,1052.523109
5,8,0,657.365304
5,8,1,611.475387
5,9,0,225.90432199999998
5,9,1,840.198781
5,10,0,88.94832300000002
5,10,1,275.249417
5,11,0,488.560421
5,11,1,1737.848756
5,12,0,98.72376499999999
5,12,1,137.998529
5,13,0,5475.855448
5,13,1,14979.567275
6,1,0,2375.592234
6,1,1,13227.923091
6,2,0,3262.900301
6,2,1,10311.302672
6,3,0,665.655225
6,3,1,2277.7741300000002
6,4,0,724.643057
6,4,1,1115.446727
6,5,0,188.223807
6,5,1,1077.858751
6,6,0,514021.875874
6,6,1,290220.629599
6,7,0,231.54695900000002
6,7,1,791.3545919999999
6,8,0,459.003303
6,8,1,2027.8239090000002
6,9,0,218.408001
6,9,1,508.20752
6,10,0,168.36202
6,10,1,549.618304
6,11,0,69.258882
6,11,1,392.256401
6,12,0,228.953063
6,12,1,704.343973
6,13,0,4282.706419
6,13,1,14640.215284
7,1,0,77725.2056
7,1,1,154069.121729
7,2,0,11645.27101
7,2,1,13549.599026
7,3,0,4171.697928
7,3,1,4683.768672
7,4,0,1613.1652760000002
7,4,1,2510.1867030000003
7,5,0,565.8866989999999
7,5,1,839.469258
7,6,0,338.954982
7,6,1,465.378557
7,7,0,740478.221977
7,7,1,292784.01217299997
7,8,0,1196.940574
7,8,1,1042.271422
7,9,0,169.180526
7,9,1,288.879192
7,10,0,830.9046559999999
7,10,1,859.869274
7,11,0,1428.719066
7,11,1,3578.9551389999997
7,12,0,283.687629
7,12,1,297.49978
7,13,0,8279.822711
7,13,1,9299.594688000001
8,1,0,6271.748195
8,1,1,35609.736067
8,2,0,4168.579814
8,2,1,23587.607936
8,3,0,5859.139457
8,3,1,14785.181722000001
8,4,0,3116.726889
8,4,1,17405.264862
8,5,0,226.914129
8,5,1,1790.000084
8,6,0,365.668677
8,6,1,1513.89734
8,7,0,360.781583
8,7,1,2393.852363
8,8,0,517922.361137
8,8,1,422109.754298
8,9,0,313.955175
8,9,1,1394.796753
8,10,0,315.637425
8,10,1,2662.350227
8,11,0,411.386305
8,11,1,3739.3677150000003
8,12,0,922.5236199999999
8,12,1,3744.9346259999998
8,13,0,10183.642158
8,13,1,31772.268716
9,1,0,2101.233996
9,1,1,7224.259017
9,2,0,30974.512591000002
9,2,1,26678.418123
9,3,0,1431.371578
9,3,1,2154.115165
9,4,0,1750.741321
9,4,1,4696.150236
9,5,0,184.182378
9,5,1,449.217851
9,6,0,334.607278
9,6,1,805.940619
9,7,0,179.432162
9,7,1,290.603878
9,8,0,699.755257
9,8,1,1429.6580749999998
9,9,0,334496.284936
9,9,1,135266.883485
9,10,0,43.978903
9,10,1,27.522049
9,11,0,153.828917
9,11,1,306.34262
9,12,0,50.00335
9,12,1,169.291932
9,13,0,12501.517052
9,13,1,18955.230527
10,1,0,5304.121687
10,1,1,5184.336261
10,2,0,6819.06552
10,2,1,4967.892799
10,3,0,10530.591119
10,3,1,6328.6331740000005
10,4,0,3815.747689
10,4,1,1751.3584799999999
10,5,0,249.364442
10,5,1,79.622436
10,6,0,909.933726
10,6,1,357.021473
10,7,0,633.602464
10,7,1,1201.074178
10,8,0,4470.523431
10,8,1,2965.894762
10,9,0,110.49703099999999
10,9,1,82.297376
10,10,0,493959.15841400006
10,10,1,186036.007024
10,11,0,385.06219200000004
10,11,1,230.856907
10,12,0,2027.950599
10,12,1,949.3583189999999
10,13,0,14234.55034
10,13,1,11859.572829
11,1,0,37231.070989
11,1,1,101283.499678
11,2,0,3477.329653
11,2,1,4758.267871
11,3,0,987.602763
11,3,1,1365.376831
11,4,0,213.705877
11,4,1,634.742009
11,5,0,226.86562500000002
11,5,1,774.0547839999999
11,6,0,693.9816840000001
