country_code,country,fee
1,USA,15571.082355968652
2,EUR,87439.86064539792
3,JAP,27930.936695909575
4,CHN,17176.69636398252
5,BRA,25848.470827480458
6,IND,13999.203565613227
7,ROW,114216.17435299768
