,baseline,variation,method,USA,EUR,JAP,CHN,BRA,IND,ROW,Equal,Negishi,aggregation_method,CAN,KOR,RUS,AUS,MEX,ZAF
41,312,3.3,fixed_point,1.0130016090099274,1.0615841224817637,1.0134663361224128,1.019662054773317,1.0306408128694091,1.0207871762624927,0.9996614727665986,1.0131815970027367,1.0210815403394238,,,,,,,
42,312,4.1,fixed_point,1.0507339638951791,1.1456492816062354,1.1422026807167245,1.141327556442172,1.1422129864843125,1.1419795335659553,1.1420791971899655,1.141324581946483,1.1215018470602316,,,,,,,
43,312,4.2,fixed_point,1.0148295242179242,1.004547471324552,1.0020943925037638,1.003523024662593,1.0057755138833888,1.0034298137342452,0.9966033198553276,1.0009058957556312,1.0041901412972654,,,,,,,
44,312,4.3,fixed_point,1.0152762890204046,1.005978845085079,1.0056636246798925,1.008919310792772,1.011993112105432,1.0086785163818377,0.9981172111534298,1.0046066083147882,1.0064593880247177,,,,,,,
45,312,5.1,fixed_point,1.1134351110197611,1.2495109532720303,1.2449400645941022,1.24422773033314,1.2448708631200551,1.2446130662183503,1.2441095891334,1.2435044471385477,1.214444968101067,,,,,,,
46,312,5.2,fixed_point,1.0047057619199,1.007410504386438,1.003205821614312,1.0060386736340017,1.009024038343372,1.005607875921737,0.9958667743105666,1.00196235826178,1.0030303295814564,,,,,,,
47,312,5.3,fixed_point,1.0070396756387825,1.010482950650554,1.0062213150494377,1.0124411575786016,1.0148572632648083,1.0099128813580112,0.9974785056334796,1.0056607414201564,1.006121798251122,,,,,,,
48,312,6.1,fixed_point,1.1214544683022147,1.2788256249497396,1.2795195038429474,1.2784003444115928,1.2786019268484956,1.278704383397712,1.2798714819408683,1.2779333279866427,1.2414071909469195,,,,,,,
49,312,6.2,fixed_point,1.0043700328027854,0.9981895098561628,1.00156333467206,1.003524990568916,1.0045125341530898,1.0027883642451256,0.9957323263554316,1.0001121759904632,1.000207193679602,,,,,,,
50,312,6.3,fixed_point,1.007384141231764,1.0002131150469848,1.0043344010883424,1.0069024262917372,1.0085162333021152,1.0062242687997724,0.997708185529924,1.00292950237514,1.00279816865932,,,,,,,
51,312,7.1,fixed_point,1.1095130557871828,1.2460224649790708,1.240703220882064,1.2401304095865913,1.2408337157301064,1.240597940662478,1.2402984863661035,1.239561294235876,1.2105891274631655,,,,,,,
52,312,7.2,fixed_point,1.0052157141335598,1.0082679239153374,1.0020219978379674,1.0046053660195484,1.007311456024311,1.0042252203713309,0.9953568373937676,1.0009741253922748,1.002778716771827,,,,,,,
53,312,7.3,fixed_point,1.0076591665517165,1.0116008728276726,1.0043174496608414,1.007445266814629,1.0110319852202216,1.0071999638813711,0.9969030012960892,1.0033687709992676,1.005266252243446,,,,,,,
54,312,8.1,fixed_point,1.1157512752415908,1.2705994567215273,1.269206124271429,1.2681839232990104,1.2687845416052623,1.2689343336352463,1.2706748985933989,1.2683498275229808,1.2330632992942083,,,,,,,
55,312,8.2,fixed_point,1.0050888323923743,0.9989189114723632,0.9994396189928344,1.0008707516756463,1.0019949055986317,1.0004991635761145,0.9946638528951672,0.9983097232714822,0.9995148143806688,,,,,,,
56,312,8.3,fixed_point,1.008217732555803,1.00110804762148,1.0018833158745877,1.0037011271278362,1.0052838827993784,1.0033799621756734,0.9965295206331298,1.000770266979512,1.0019880352880763,,,,,,,
57,312,9.1,fixed_point,1.0580347767976397,1.1520030338073606,1.1347047300773887,1.1350208482202926,1.1347066917308046,1.1339323226834968,1.1288593408076766,1.132126299977998,1.1188287183884602,,,,,,,
58,312,9.2,fixed_point,1.0065660018766356,1.0796957886198897,1.0121224829628337,1.018014619873762,1.0207179625546066,1.0157630362114805,0.9974416478229576,1.0105034481138064,1.0214838275675722,,,,,,,
59,312,9.3,fixed_point,1.010216986391656,1.0973121179536949,1.016349336922184,1.0235549764357197,1.024915987233278,1.020111174870181,0.9997922018856064,1.014566866686483,1.0278594818885725,,,,,,,
60,312,10.1,fixed_point,1.0412659668810604,1.163492803782775,1.1574989193329586,1.1579038968969462,1.1579050453421975,1.1581735277910892,1.1606577369768754,1.158366543428088,1.1322030484200896,,,,,,,
61,312,10.2,fixed_point,1.0195453290508445,1.00535533036324,0.9994101881083224,1.0012367097742187,1.0018227202913568,1.0005976789640785,0.995404647740892,0.998957304788704,1.0042680048936314,,,,,,,
62,312,10.3,fixed_point,1.0285965589410049,1.0093043637705474,1.001978665372945,1.0042375775294767,1.0049357472574394,1.0034406327736003,0.9973994985975644,1.0015704864427133,1.008435753561233,,,,,,,
63,312,baseline,fixed_point,1.007962623800516,1.0819855569721382,1.0465924167545388,1.0483387602949827,1.0521654128829434,1.0484369626852603,1.0382828847621768,1.0449911120366393,1.0432007166292043,,,,,,,
64,312,1.0,fixed_point,1.007962623800516,1.0819855569721382,1.0465924167545388,1.0483387602949827,1.0521654128829434,1.0484369626852603,1.0382828847621768,1.0449911120366393,1.0432007166292043,,,,,,,
65,312,2.0,fixed_point,0.9976021155958588,0.9924226489702436,0.9947774662756952,0.9944935268981632,0.9949157930633716,0.993615778856244,0.9873807880724216,0.9913982983116312,0.992668568313276,,,,,,,
66,312,3.0,fixed_point,1.0037093598774791,1.0681660053083906,1.0510726421461896,1.0517596619913752,1.0541947066510051,1.0516905665572451,1.043960898054129,1.0487936072699788,1.041932155750703,,,,,,,
67,312,4.0,fixed_point,0.9982307514996483,0.9933527645893776,0.9914362537790464,0.991778469421052,0.9927214910820852,0.99157532577902,0.9870767548583036,0.9899630092752884,0.9921704014183595,,,,,,,
68,312,5.0,fixed_point,1.0083898456739,1.099213920625851,1.0947267515212336,1.0946453754338457,1.095533744290406,1.094846645053824,1.0925913480111118,1.093429333465355,1.0751099636292103,,,,,,,
69,312,6.0,fixed_point,0.999611140444978,1.1072669741929075,1.108125726891502,1.1075067235374696,1.1078240728286546,1.107682968879665,1.1072730641348232,1.1067018647271445,1.082171432094405,,,,,,,
70,312,7.0,fixed_point,1.0073368863968564,1.0981144080706498,1.0926911869126863,1.0927052826743586,1.0936386987581062,1.0930010603577132,1.091020816633555,1.0916915109224947,1.0736662976113174,,,,,,,
71,312,8.0,fixed_point,1.0001169053456405,1.1068822227210966,1.1056371047655424,1.1050438235673066,1.105712033939655,1.1056590200730991,1.105989122488011,1.1049207571841142,1.081236082032541,,,,,,,
72,312,9.0,fixed_point,1.0053778789641867,1.0817007605755686,1.0606175869726997,1.061905136905239,1.06178886460828,1.0606200072287255,1.053884289358536,1.0584238516089255,1.050588931569389,,,,,,,
73,312,10.0,fixed_point,0.9977542727295408,0.9899659601275708,0.9856752714412124,0.9867824841661138,0.9871456713097954,0.9863263503775184,0.9821576528819372,0.984969123092732,0.9884328413343084,,,,,,,
74,312,11.0,fixed_point,0.9928840882158264,0.994446900103908,0.991628913436159,0.9923886235504604,0.9926875148701026,0.9921928189859184,0.9894337810107092,0.9912227529563322,0.9920462227764468,,,,,,,
75,312,11.2,fixed_point,1.0087874390876692,0.998968159135209,0.9955701188357324,0.9970152664447348,0.9973781837804246,0.9966519588578552,0.9931071621060787,0.9954887355232378,0.9987444420950826,,,,,,,
76,312,11.3,fixed_point,1.014197688729345,1.0019866343245525,0.9981130842917326,0.9997744145699788,1.0001968010972329,0.9993334173115002,0.995356508036204,0.9980456849087884,1.001962033386295,,,,,,,
77,401,baseline,fixed_point,0.9966438393357554,1.1258298332880712,1.0741023389050912,1.0879652027968034,1.0819027977496225,1.0758807548249372,1.0558870125238693,1.0703374102919254,1.0653096564728963,,,,,,,
78,401,1.0,fixed_point,0.9966438361302814,1.1258298441882004,1.074102328901032,1.0879651950157692,1.081902793783957,1.0758807473714764,1.0558870021772933,1.0703374021341103,1.0653096520482286,,,,,,,
79,401,2.0,fixed_point,0.9978252708978984,1.0753937826073083,1.0750744149861804,1.074200730188902,1.0718146052422823,1.0708761242116724,1.0643945362502265,1.0683374793979616,1.055541167429502,,,,,,,
80,401,3.0,fixed_point,0.9962518116725811,1.099547367644355,1.0748641174091154,1.0854285394852514,1.0798353011530102,1.0746976231483525,1.057265309297432,1.0693930103957423,1.060229936971906,,,,,,,
81,401,4.0,fixed_point,0.9947647525745518,1.0843776936152276,1.0877604164253674,1.0882444435429608,1.0836731310145633,1.081820257599982,1.0717324624578353,1.078187232301157,1.0626798840429907,,,,,,,
82,401,5.0,fixed_point,0.9994858975931604,1.1037934299941636,1.1055637629816195,1.1079530117879823,1.103256694978308,1.1008938783223905,1.0932441847455745,1.098294318768285,1.0796152487174562,,,,,,,
83,401,6.0,fixed_point,0.9962553775503498,1.069633097850219,1.0742378706851814,1.077283058060225,1.0724948056899837,1.0709283730556476,1.0648034415410086,1.068952954055958,1.0549307614422048,,,,,,,
84,401,7.0,fixed_point,1.0028426940743922,1.1217663045440027,1.1209288900160777,1.126106152895218,1.1186953191649385,1.1162656833474194,1.108553846833328,1.114133465396543,1.0931956214666994,,,,,,,
85,401,8.0,fixed_point,0.9989312955389752,1.0749472906655768,1.0768832781862538,1.0788063862338744,1.0756884387215082,1.0740596800936792,1.0689514391217576,1.072262272191983,1.058378700108154,,,,,,,
86,401,9.0,fixed_point,0.996137846123466,1.1154040344467382,1.0873650659459435,1.0957323292312957,1.0864849110896089,1.08401969253903,1.0681955912327,1.0796569973154757,1.0693399762376965,,,,,,,
87,401,10.0,fixed_point,0.9918612155347092,1.1099285450110472,1.1143088440285986,1.1130027732168295,1.1046176543411372,1.103756220130672,1.092403591046111,1.1000059554652986,1.0800035486805222,,,,,,,
88,401,11.0,fixed_point,0.985576254572076,1.0524948521893969,1.052620916414471,1.056373983528748,1.0516004521259912,1.0502669818921524,1.0434593881677203,1.0481890599075392,1.036717061986839,,,,,,,
89,401,1.1,fixed_point,1.0668217639397022,1.21913110935413,1.1849456848526667,1.1906105622675016,1.1838647878129094,1.181022839588087,1.164249539122581,1.1757971361738724,1.1611626629410756,,,,,,,
90,401,1.2,fixed_point,0.9948309377161288,1.1053483058363922,1.0012130395606775,1.0340175179613764,1.029706472737388,1.0171083100305882,0.986814137528334,1.0093080808009467,1.0229370660700725,,,,,,,
91,401,1.3,fixed_point,1.0098927647098197,1.1740720759888084,1.0201938677739142,1.073071961943201,1.075799520356635,1.0492406550279467,0.9997822594448148,1.0349475891847033,1.052790717570265,,,,,,,
92,401,2.1,fixed_point,1.0719988891535996,1.1904369860426516,1.191742998450471,1.1860447280766,1.1837847022982064,1.1836273646131084,1.1780462152484046,1.1810269930109776,1.1604677154847276,,,,,,,
93,401,2.2,fixed_point,1.0045648506209115,0.9980432408372398,0.994107644605967,1.0048034134347918,1.0015754303333984,0.998546243487084,0.988605046874838,0.9955788245923464,0.9977566431037428,,,,,,,
94,401,2.3,fixed_point,1.0221781766452345,1.00987130069696,1.0046588990632193,1.02547578968166,1.0220604399564015,1.0152360223369203,0.9985524045628674,1.0100375290018868,1.0121480312325606,,,,,,,
95,401,3.1,fixed_point,1.0635620014279883,1.197812593472512,1.1807060697302825,1.1883666817976024,1.1781222411658403,1.175359031174174,1.1611726034456047,1.1712847798048414,1.1543386451030704,,,,,,,
96,401,3.2,fixed_point,0.9979933362833614,1.0375023837996982,0.9996113906649782,1.0247411384554137,1.0196441090398782,1.0102572682735609,0.9864064009274824,1.0035141754182275,1.0084808304840875,,,,,,,
97,401,3.3,fixed_point,1.013277735508182,1.1137936603310403,1.0153723392520544,1.0617233803802029,1.0607470697706205,1.0411802926405846,0.998391956660036,1.0281639402896996,1.0396209867327355,,,,,,,
98,401,4.1,fixed_point,1.0730300139669466,1.2053272139442872,1.2112126641169532,1.2060901718642774,1.2014834727309274,1.2005600063647246,1.1917162820017633,1.1969943569897492,1.1731780433630734,,,,,,,
99,401,4.2,fixed_point,1.0012849981131775,0.998374674794549,0.996768347592483,1.01027782496393,1.005004609347119,1.000997017378089,0.9866903122135762,0.9966461707786316,0.997968768822136,,,,,,,
100,401,4.3,fixed_point,1.020362285824179,1.0130230502898985,1.0065823045265712,1.0310754453724762,1.0263912707257226,1.0183077572043633,0.997633924387996,1.011840475319552,1.013528166365693,,,,,,,
101,401,10.1,fixed_point,1.077351288812226,1.2333469647022794,1.2410891208363584,1.2351029399416,1.2266047055203213,1.2262467337897645,1.2152773007602629,1.2222841983134796,1.1944736235624662,,,,,,,
102,401,10.2,fixed_point,0.9971661355977144,0.9994255500765648,0.99572192824714,1.010693287359384,1.0021968592136794,0.9991978628133392,0.9838410834126072,0.9948625803732588,0.9963758648363902,,,,,,,
103,401,10.3,fixed_point,1.125695664771159,1.059750779277455,1.004798448182142,1.0509611476368863,1.040209707586186,1.0308906283078887,1.0074345070544537,1.0260281412159693,1.0496832590316432,,,,,,,
104,401,9.1,fixed_point,1.068071066409802,1.229244724774057,1.195811019723727,1.2011551087661008,1.1915705568431354,1.1892950904331725,1.1713380955278343,1.1839401695389198,1.1683572126542945,,,,,,,
105,401,9.2,fixed_point,0.9938293303637492,1.0898698372804785,0.9997066969900452,1.0297682435938336,1.0209270340469545,1.0123549497934103,0.9857531069095968,1.0060327069617614,1.018285210339049,,,,,,,
106,401,9.3,fixed_point,1.0103421583761742,1.1688279374352553,1.0109084686394687,1.0568051040164856,1.0454141996634996,1.03351932473856,0.997437744475424,1.025312399911323,1.0459066706574722,,,,,,,
107,401,5.2,fixed_point,0.99204143065632,0.9942879163118646,0.9951767333470796,1.0109232566235102,1.001515360055993,0.9975276300199092,0.9852141572082928,0.9947630604657934,0.9946013193629736,,,,,,,
108,401,5.3,fixed_point,1.0030926444835897,1.0042668910623591,1.0075971128712624,1.0360858887080595,1.024572087940004,1.0143071940500306,0.9932433356085364,1.009172403298242,1.0076852274297423,,,,,,,
109,401,6.2,fixed_point,0.9939382638339505,0.9885284875341523,0.992169267078476,1.0015649392075432,0.9958701699426308,0.9938782837596674,0.9848546802120208,0.9914000728962052,0.991540988683266,,,,,,,
110,401,6.3,fixed_point,1.005421579936705,0.9973947849375528,1.0029067052328002,1.0181982310537123,1.0110310608280226,1.007156219686286,0.9934037537386904,1.003172703535023,1.002694533189636,,,,,,,
111,401,7.2,fixed_point,0.9936417793997387,0.9967012451299266,0.9939055069371912,1.00950024698788,1.0006299018777614,0.99673025332652,0.9851941361295298,0.9942840903089636,0.9950131569413432,,,,,,,
112,401,7.3,fixed_point,1.004665028462401,1.007342329970835,1.004500650244093,1.031888085267423,1.0205502336475956,1.0116728130795225,0.9923762202715074,1.0071854706724042,1.0072249308169592,,,,,,,
113,401,11.2,fixed_point,0.9890823157870416,0.985510165364298,0.9829134491675078,0.9930080009469676,0.9874728694332496,0.9860402778955326,0.976771385755789,0.9834591836821744,0.9849721858452825,,,,,,,
114,401,11.3,fixed_point,1.0040135066996183,0.998271242838188,0.9941052512972168,1.007646735589519,1.0010054133774886,0.9990037619525822,0.9877250415627412,0.995896038333856,0.9978974627186924,,,,,,,
115,402,baseline,fixed_point,0.997824780727678,1.0753985792380805,1.0750801407417692,1.074207256410125,1.0718202337704532,1.0708815914347478,1.0643984366112555,1.0683424034200624,1.0555450070167578,,,,,,,
116,402,1.0,fixed_point,0.997824780727678,1.0753985792380805,1.0750801407417692,1.074207256410125,1.0718202337704532,1.0708815914347478,1.0643984366112555,1.0683424034200624,1.0555450070167578,,,,,,,
117,402,1.1,fixed_point,1.004565653419806,0.9980432888527112,0.9941074158744556,1.0048024802282018,1.0015748808425189,0.9985457744323998,0.988605416925151,0.9955786247817155,0.9977567289954082,,,,,,,
118,402,2.0,fixed_point,0.99495653755525,1.015928039917941,1.0172904550171675,1.024942221178716,1.019839703287315,1.017467654513556,1.0074205782227392,1.0144560347303184,1.0111707553496128,,,,,,,
119,402,2.1,fixed_point,1.0047143773137197,0.9972514955096228,0.9967898801228238,1.008849388774595,1.003806842756542,1.000358589265056,0.9884347244725736,0.9968964415706012,0.9985928289715678,,,,,,,
120,402,3.0,fixed_point,0.9973340584370066,1.014319234562941,1.0132325430077054,1.0192639366930287,1.015950169060975,1.0142764520669827,1.007488102636077,1.0122521156781663,1.009840949900623,,,,,,,
121,402,3.1,fixed_point,1.0059441959305162,0.996761425695424,0.9944952200290148,1.004690367432714,1.001186071249239,0.9985443056069176,0.9897971102992356,0.9960389837767624,0.9980947997122142,,,,,,,
122,402,4.0,fixed_point,0.9985500278478292,1.0430202324495434,1.0534320377386428,1.055599115491228,1.0521836627461405,1.0487968800706344,1.0398762078709138,1.0458473413310718,1.036295844358872,,,,,,,
123,402,4.1,fixed_point,1.0017968796314425,0.9929051378524878,1.0026762812366434,1.0156365780362815,1.006623843580959,1.0049389123086434,0.9913763255908548,1.0008631001698591,0.9997951833623904,,,,,,,
124,402,5.0,fixed_point,0.9959473311621684,1.0035974998631518,1.008751176734478,1.0125661279511275,1.011248141571966,1.0078543799126916,1.0009486190245982,1.0056883234566796,1.003648230045081,,,,,,,
125,402,5.1,fixed_point,1.0022296691652448,0.9939402643408736,0.9999764505942405,1.0088321876428594,1.0036542205619954,1.0019085894442674,0.9909031548979096,0.9983541760909947,0.9983993954543772,,,,,,,
126,402,6.0,fixed_point,1.0094400802065453,1.11460395935025,1.168908676697236,1.3220216176380477,1.1536101731786463,1.146786027448939,1.1166909679417942,1.164943168725335,1.1263389347104622,,,,,,,
127,402,6.1,fixed_point,0.9852759079701672,0.9816175822364014,1.028988204203996,1.148872231394526,1.0300180088115165,1.0322867330249483,0.9810000840646382,1.0283983453736414,1.0145713407032817,,,,,,,
128,402,7.0,fixed_point,0.99816531792678,1.0680655075611718,1.0761771809020224,1.0808427482576388,1.074828795835998,1.0726044537069197,1.0612780424805923,1.0687029595096282,1.0546486451190684,,,,,,,
129,402,7.1,fixed_point,1.0021507742358422,0.995193481598436,1.0016302104147583,1.0194780985473906,1.012419163469224,1.007129626758544,0.990336225457228,1.0020102459927485,1.0009206822851529,,,,,,,
130,402,8.0,fixed_point,0.9997511240014424,1.066055494445351,1.0718324490793174,1.0874222702365637,1.0733189707973547,1.070329209021078,1.0586214589606302,1.0680124758432576,1.054480718313895,,,,,,,
131,402,8.1,fixed_point,1.0018329319928327,0.9938900961980094,0.9974130992336177,1.0237618385062173,1.0079512752709332,1.0029234548082553,0.9873698578190512,1.000099298217854,0.9997603387075096,,,,,,,
132,402,9.0,fixed_point,1.0015188595667626,1.069396219746119,1.084997106806748,1.124933514155393,1.0877968300318346,1.0817530034308795,1.0642287740340772,1.0816599087787968,1.0647041543693692,,,,,,,
133,402,9.1,fixed_point,1.0002729491238185,0.9908112531816818,1.0086544641845423,1.0774063778965683,1.0225922739504212,1.0158030294730118,0.986503989293312,1.0137329257321563,1.008824401735109,,,,,,,
134,402,10.0,fixed_point,0.996255348638394,1.0696330500081184,1.0742378296483692,1.0772830197732002,1.072494761078051,1.070928329550603,1.0648033912042654,1.0689529083845934,1.054930735187994,,,,,,,
135,402,10.1,fixed_point,0.993938230462363,0.9885284140306574,0.9921692498167252,1.0015649697471836,0.9958701359793044,0.9938782558559563,0.9848545881012538,0.991400025124216,0.991540944283333,,,,,,,
136,402,11.0,fixed_point,0.9996377383245764,1.0652498088343,1.0675955136810298,1.070351714461803,1.066863262987347,1.065347689390171,1.0604816420284782,1.0638191046056007,1.0514190515529904,,,,,,,
137,402,11.1,fixed_point,0.9977375688399294,0.9902323355112976,0.9917491171670568,1.0000887470503994,0.9958897763391468,0.993707869932848,0.9858624045990066,0.9916268492951368,0.9925881768666528,,,,,,,
