,baseline,variation,method,USA,EUR,JAP,CHN,BRA,IND,ROW,aggregation_method,CAN,KOR,RUS,AUS,MEX
13,311,2.1.3,fixed_point,0.0100045076147471,99.99999289103356,99.9999928923606,99.99999289287854,99.99999289308197,99.99999289308164,99.99999289189512,,,,,,
14,311,2.1.4,fixed_point,0.0100045076147471,99.99999314893326,99.99999315047384,99.99999315107593,99.9999931513116,99.99999315130768,99.99999314984106,,,,,,
15,311,2.1.5,fixed_point,0.0100045076147471,99.99999329712963,99.99999329888176,99.99999329954392,99.99999329980476,99.99999329979856,99.99999329811408,,,,,,
16,311,2.1.6,fixed_point,0.0100045076147471,99.99999284578838,99.99999284661106,99.99999284684156,99.99999284696412,99.99999284696752,99.99999284627424,,,,,,
17,311,2.1.7,fixed_point,0.1340291542278754,99.99999311041051,99.99999311254872,99.999993113287,99.99999311350692,99.9999931135002,99.99999311172526,,,,,,
18,311,2.1.8,fixed_point,0.2417083501288394,99.9999932656858,99.9999932684983,99.99999326941168,99.99999326967227,99.99999326966244,99.99999326745544,,,,,,
19,311,2.1.10,fixed_point,99.9999923602456,99.99999847298292,99.9999984732908,99.99999721898182,99.99999721899262,99.99999721899444,99.99999806905902,,,,,,
20,311,2.1.11,fixed_point,99.9998780633254,99.99532697400444,99.99992060778142,99.99986160646957,99.9999181331286,99.9997945593348,99.99947164247004,,,,,,
21,311,1.9,fixed_point,0.0100000057486013,99.99919127924076,99.99961119015302,99.99991763116488,99.99950134406022,99.9994784768212,99.99992667547204,,,,,,
22,311,1.10,fixed_point,0.0100000057486013,99.99999067233055,99.9999659677192,99.99998590047316,99.99983683245124,99.99996943542504,99.99998379611333,,,,,,
23,311,1.11,fixed_point,0.0100000057486013,99.9999975592614,99.99998590484196,99.99999700496764,99.99999515393584,99.9999975592614,99.99998115182608,,,,,,
24,311,2.1.9.2,fixed_point,99.99994577903244,99.99999779376704,99.9999977940228,99.99999836188633,99.99999836190035,99.99999687533484,99.99999779396612,,,,,,
25,311,3.0,fixed_point,0.0100000057486013,99.99998830295807,99.99987293200442,99.99996387226412,99.99980411860643,99.99987594877422,99.99999720631456,,,,,,
26,311,4.0,fixed_point,0.0100000057486013,0.9756551312924342,99.99956645295303,99.99996294782038,99.99991451663128,99.99989371986612,99.99999661379664,,,,,,
27,311,5.0,fixed_point,0.0100000057486013,99.99999701811684,99.99996999786444,99.99999366736289,99.99999410492684,99.99999785030955,99.99999664050878,,,,,,
28,311,6.1,fixed_point,0.0100000057486013,99.99999540974214,99.99999028598502,99.99999067233055,99.99999364547638,99.9999984915406,99.99999664050878,,,,,,
29,311,6.2,fixed_point,0.0100000057486013,99.99998689038831,99.99997577526352,99.99998588424565,99.99996070844126,99.99996130304794,99.9999984915406,,,,,,
30,311,6.3,fixed_point,0.0100000057486013,99.9999984915406,99.99999067233055,99.9999984915406,99.99999067233055,99.9999984915406,99.9999984915406,,,,,,
31,311,8.0,fixed_point,0.0100000057486013,99.99943769505396,99.99981752973912,99.99955277134929,99.9995555317627,99.99886915210112,99.99995684395525,,,,,,
32,311,8.0,fixed_point,0.0100000057486013,99.99996559935052,99.99995710353208,99.99985519785464,99.99981408455074,99.99960791610876,99.99996564911277,,,,,,
33,312,1.1,fixed_point,0.0100000057486013,99.9999878068081,99.9999984915406,99.9999984915406,99.9999817525307,99.99996980332368,99.9999970271396,,,,,,
34,312,1.2,fixed_point,99.99884388858924,99.9998005096132,99.99881804709688,99.99977476117108,99.99845019576014,99.9996902251102,99.99718948928964,,,,,,
35,312,1.3,fixed_point,99.99818170754337,99.99987865655658,99.999053901821,99.99971827764398,99.99821332682424,99.99947741297044,99.99933893755406,,,,,,
36,312,2.1,fixed_point,0.0100000057486013,99.99999067233055,99.9999975592614,99.9999940449709,99.99996170772656,99.99999366736289,99.99998200096977,,,,,,
37,312,2.2,fixed_point,99.9993414725868,99.99973775580678,99.999948679357,99.99957389052896,99.99986463624788,99.99983981103097,99.99864830621986,,,,,,
38,312,2.3,fixed_point,99.99917512380716,99.99991316358155,99.9999783250954,99.99989681347212,99.99996907138711,99.99996965678416,99.9999977982718,,,,,,
39,312,3.1,fixed_point,0.0100000057486013,99.99999757278796,99.99998095831552,99.99999054179132,99.99998649597607,99.9999725946186,99.99999780616258,,,,,,
40,312,3.2,fixed_point,99.99970983967656,99.9998234286432,99.99890244793892,99.99962661216556,99.99965236341195,99.99926907079374,99.9993036139507,,,,,,
41,312,3.3,fixed_point,99.995403814452,99.9982590304002,99.9980450058442,99.99902516964532,99.99885681210009,99.99908558363263,99.9990372150638,,,,,,
42,312,4.1,fixed_point,0.0100000057486013,99.99998918575766,99.9999984915406,99.9999835571514,99.9999940449709,99.9999984915406,99.99999812708177,,,,,,
43,312,4.2,fixed_point,99.99695737066573,99.9997293786586,99.99991464707692,99.99978230558568,99.9997470676154,99.99976491094576,99.99996727454322,,,,,,
44,312,4.3,fixed_point,99.99947775556808,99.99977394698058,99.9998745229589,99.9999371901045,99.99997369598262,99.9998862645048,99.99998615952616,,,,,,
45,312,5.1,fixed_point,0.0100000057486013,99.99991941313988,99.99994496980231,99.99998370415597,99.99999364547638,99.999928162044,99.99999515393584,,,,,,
46,312,5.2,fixed_point,99.99750256285776,99.99039651941702,99.99850977880892,99.99843788743244,99.99844200542294,99.99752860009208,99.99938534598218,,,,,,
47,312,5.3,fixed_point,99.99384968837408,76.36756762595058,99.99622060840768,99.9941073446754,99.99143602010368,99.99538260527726,99.99829269311924,,,,,,
48,312,6.1,fixed_point,0.0100000057486013,99.99999540974214,99.99999664050878,99.99999812708177,99.9999984915406,99.99999823948738,99.9999984915406,,,,,,
49,312,6.2,fixed_point,99.99794926054462,99.99966805669492,99.99986172026404,99.99991202037856,99.9998617661263,99.99991608961028,99.99971170907712,,,,,,
50,312,6.3,fixed_point,99.99983103254884,99.99888251028958,99.99979267301757,99.99988381252174,99.9998006965466,99.9997794304774,99.99996678458211,,,,,,
51,312,7.1,fixed_point,0.0100000057486013,99.99993873731488,99.99991248023515,99.99994779821472,99.99987356006218,99.99992183921228,99.99998122517412,,,,,,
52,312,7.2,fixed_point,99.99339045633629,99.99753355692846,99.99843789715052,99.99855341332136,99.99257467587546,99.99591719669472,99.99967277021732,,,,,,
53,312,7.3,fixed_point,99.9934494229009,99.99822441174484,99.99827463857343,99.9979943405188,99.99813953487995,99.9908725769724,99.99461846443371,,,,,,
54,312,8.1,fixed_point,0.0100000057486013,99.9999984915406,99.9999919793441,99.9999984915406,99.99999812708177,99.9999984915406,99.99999664050878,,,,,,
55,312,8.2,fixed_point,99.99769261332492,99.99994646852244,99.9999417605668,99.99995139498992,99.99929568458889,99.99977476117108,99.9995949050125,,,,,,
56,312,8.3,fixed_point,99.99958923622567,99.99986922366594,99.99984782158732,99.99961285781912,99.99964066222742,99.99905681006229,99.99987826913603,,,,,,
57,312,9.1,fixed_point,0.0100000057486013,99.99999725335849,99.99999725348866,99.99999725358047,99.99999725362078,99.9999972536204,99.9999972533836,,,,,,
58,312,9.2,fixed_point,99.99998932301038,99.99999718459092,99.99999791039244,99.9999972458251,99.99999720317771,99.99999720734604,99.99999703224134,,,,,,
59,312,9.3,fixed_point,99.99997912544836,99.9999973541925,99.99999714818436,99.9999973262405,99.99999731253769,99.99999731396044,99.99999716054084,,,,,,
60,312,10.1,fixed_point,0.0100000057486013,99.99999736314822,99.99999736395203,99.99999736418133,99.99999736425733,99.99999736425497,99.99999736372442,,,,,,
61,312,10.2,fixed_point,99.99999721270044,99.99999735896408,99.99999736014666,99.99999736005796,99.99999735809988,99.9999973585928,99.99999735846647,,,,,,
62,312,10.3,fixed_point,99.99999735910716,99.9999973592736,99.99999736002523,99.9999973599312,99.99999735884391,99.99999735914004,99.9999973590668,,,,,,
63,312,baseline,fixed_point,0.0100000057486013,99.99972921991292,99.9999417618321,99.99993843913884,99.9999594935983,99.9999700393426,99.99998115182608,,,,,,
64,312,1.0,fixed_point,0.0100000057486013,99.99972921991292,99.9999417618321,99.99993843913884,99.9999594935983,99.9999700393426,99.99998115182608,,,,,,
65,312,2.0,fixed_point,0.2846790053275389,99.9999858550768,99.99999816295674,99.9999984915406,99.99999815709484,99.9999984915406,99.99999664050878,,,,,,
66,312,3.0,fixed_point,0.0100000057486013,99.99997312816244,99.99989513764504,99.99999458924174,99.99997213296434,99.99995017687318,99.99995280551556,,,,,,
67,312,4.0,fixed_point,0.3198504738133861,99.999929648616,99.9998794835208,99.99996420208488,99.99997095758351,99.99998934385464,99.99994241496496,,,,,,
68,312,5.0,fixed_point,0.0100000057486013,99.99994087777075,99.99980920621512,99.99950963793172,99.99995017687318,99.99977476117108,99.9999330863073,,,,,,
69,312,6.0,fixed_point,0.0100000048619142,99.9999598933613,99.99998190571829,99.99998248030188,99.99999793686943,99.9999975592614,99.99999700496764,,,,,,
70,312,7.0,fixed_point,0.0100000057486013,99.99976370469744,99.99981075313886,99.99995652045352,99.99975067826462,99.99983662072682,99.99989086461636,,,,,,
71,312,8.0,fixed_point,0.0100000068920689,99.99991716605194,99.99999812708177,99.99999664050878,99.99997798517006,99.99999067233055,99.99999752332506,,,,,,
72,312,9.0,fixed_point,0.0100000057486013,99.99999726751588,99.99999726760358,99.99999726765242,99.9999972676782,99.99999726767876,99.99999726752937,,,,,,
73,312,10.0,fixed_point,2.5555268865423804,99.99999735913272,99.99999736037208,99.99999736065784,99.999997360732,99.99999736072805,99.99999736006887,,,,,,
74,312,11.0,fixed_point,0.2834648955088866,9.865570027778071,99.99999736044153,99.99999736148573,99.99999736165408,99.99999736164564,99.99999735937648,,,,,,
75,312,11.2,fixed_point,99.9999966444912,99.9999981315948,99.99999736015673,99.99999736023172,99.99999735829329,99.9999973584991,99.99999735836568,,,,,,
76,312,11.3,fixed_point,99.99999735939566,99.9999973594908,99.9999973600494,99.99999736016066,99.99999735966476,99.99999735973884,99.99999735959628,,,,,,
77,401,baseline,fixed_point,0.0100000041630877,11.999999640859707,11.999999640859707,11.99999281593462,11.999967400523357,11.99999199443293,11.999998878436422,,,,,,
78,401,1.0,fixed_point,0.0100000041630877,11.999999640859707,11.999999640859707,11.999995811151432,11.999967443386009,11.999992053649365,11.999999241080587,,,,,,
79,401,2.0,fixed_point,0.0100000037572054,11.999999640859707,11.999999640859707,11.999998349301658,11.999995684333715,11.999996893561384,11.999999640859707,,,,,,
80,401,3.0,fixed_point,0.0100000041630877,11.999999640859707,11.999999640859707,11.9999919939493,11.999969535213175,11.99997870046626,11.999998297335228,,,,,,
81,401,4.0,fixed_point,0.0100000043312518,11.999999644428916,11.999999644494713,11.999999274126782,11.999997594777668,11.99999831355647,11.999999644553611,,,,,,
82,401,5.0,fixed_point,0.0243901836408747,11.999999660671518,11.999944486616467,11.999979355332531,11.999798527562204,11.999952108723653,11.9999981989518,,,,,,
83,401,6.0,fixed_point,0.0395362897706509,11.999999640859707,11.99999980016923,11.99999779053831,11.999987137262815,11.999993374166907,11.9999994188988,,,,,,
84,401,7.0,fixed_point,0.0177519569934627,11.999996627211672,11.999879097254722,11.999929427354306,11.999763824086823,11.999892873990412,11.999997953653716,,,,,,
85,401,8.0,fixed_point,0.0340777757282021,11.999996671381044,11.999981429140194,11.999991507306769,11.999966003513771,11.99998747760884,11.999999640859707,,,,,,
86,401,9.0,fixed_point,0.0100000041630877,11.999999655107189,11.9999996551103,11.999999735604815,11.999998131648328,11.999999804889278,11.999999655154468,,,,,,
87,401,10.0,fixed_point,0.010000006156048,11.999999685400676,11.99999968549009,11.999999685706673,11.999999685735986,11.999999685732964,11.999999685465806,,,,,,
88,401,11.0,fixed_point,0.0734954861608174,11.999999681488848,11.999999684983289,11.999999686587568,11.999999686719311,11.999999686707936,11.999999684538842,,,,,,
89,401,1.1,fixed_point,0.0100000041630877,11.999999640859707,11.999999640859707,11.999998878436422,11.999995251182291,11.99999978154297,11.999999640859707,,,,,,
90,401,1.2,fixed_point,0.1985196520999793,11.999999640859707,11.999999640859707,11.999967090716687,11.999797563527611,11.99994734507909,11.999997260663251,,,,,,
91,401,1.3,fixed_point,11.999999636339506,11.999999722005825,11.999999640859707,11.99986385604508,11.99907200732146,11.999767692929424,11.999996286155538,,,,,,
92,401,2.1,fixed_point,0.0100000041630877,11.9999996435729,11.999999643700658,11.99999966535807,11.999998093318736,11.999999786521984,11.999999643746232,,,,,,
93,401,2.2,fixed_point,0.7572932465085694,11.999999640859707,11.999999640859707,11.99999655309429,11.999997538415805,11.999994651015305,11.99999978154297,,,,,,
94,401,2.3,fixed_point,11.999999727211062,11.99999980589918,11.999999640859707,11.999948399834,11.999644764453905,11.999911122856243,11.999993901462048,,,,,,
95,401,3.1,fixed_point,0.0100000041630877,11.999999640859707,11.999999640859707,11.999998724476692,11.999987752370908,11.999996900973702,11.999999640859707,,,,,,
96,401,3.2,fixed_point,0.2741551753211699,11.999999640859707,11.999999719113267,11.999952330055237,11.999800377086322,11.999881954833423,11.999995069894796,,,,,,
97,401,3.3,fixed_point,11.999996369084922,11.99999797379255,11.99999978154298,11.999621190882,11.997478633956716,11.999377953014315,11.999971184131711,,,,,,
98,401,4.1,fixed_point,0.0100000041630877,11.999999650040737,11.999999650204044,11.999999797045383,11.999999477730434,11.999999650468364,11.999999650230984,,,,,,
99,401,4.2,fixed_point,0.5085060160454705,11.999999640859707,11.999999640859707,11.99999510995518,11.999988495497874,11.999991838863764,11.999999640859707,,,,,,
100,401,4.3,fixed_point,11.999999814638294,11.999999688038706,11.999999640859707,11.999968915970292,11.999774655018593,11.999983982909868,11.999999704630667,,,,,,
101,401,10.1,fixed_point,0.0100000041630877,11.999999688064936,11.999999688272917,11.999999688540507,11.99999968858669,11.999999688582715,11.99999968814388,,,,,,
102,401,10.2,fixed_point,0.469940034368866,11.99999967558602,11.999999675620508,11.99999967594032,11.999998970348766,11.999999675963911,11.999999675677092,,,,,,
103,401,10.3,fixed_point,11.999999511468015,11.999999697799923,11.999999653632385,11.99998466369292,11.999796378378951,11.999956949380993,11.999993887912598,,,,,,
104,401,9.1,fixed_point,0.0100000041630877,11.999999651277411,11.999999651314631,11.999999651502288,11.999999686741276,11.99999965152514,11.9999996513398,,,,,,
105,401,9.2,fixed_point,0.1915732494819256,11.999999640859707,11.999999640859707,11.999995812469628,11.999982629075944,11.999997557998665,11.999999637574248,,,,,,
106,401,9.3,fixed_point,11.999998094699531,11.99999967598086,11.999999647100836,11.99999291347126,11.999948984012455,11.9999875210322,11.999999737564488,,,,,,
107,401,5.2,fixed_point,0.1922229027239802,11.999933158298038,11.999999042177963,11.99984102754797,11.998283351059554,11.99983154187546,11.999992242855567,,,,,,
108,401,5.3,fixed_point,11.999999449813412,11.999996938650252,11.99999422643237,11.99999575076079,11.996607644973327,11.999790193864971,11.99999320222899,,,,,,
109,401,6.2,fixed_point,0.3528405266947622,11.999999042028492,11.999996904864648,11.999996304181977,11.999963630418383,11.999980845640762,11.99999959893324,,,,,,
110,401,6.3,fixed_point,11.999999677515332,11.999999691545003,11.999999666225175,11.99996698290098,11.999805158474038,11.99992523665524,11.999995102609711,,,,,,
111,401,7.2,fixed_point,0.1795751644166199,11.99999412209343,11.999821205016262,11.999698972418916,11.999942811483582,11.999839888534169,11.999983080122425,,,,,,
112,401,7.3,fixed_point,11.999993555488908,11.999997827214488,11.999998104287211,11.999996655604695,11.992812707125678,11.999484695507448,11.999984668529674,,,,,,
113,401,11.2,fixed_point,0.7595355474058101,11.999999683417586,11.999999684632616,11.99999968587366,11.999999685974927,11.999999685965737,11.999999684565184,,,,,,
114,401,11.3,fixed_point,11.999999683266395,11.999999684639908,11.999999684218878,11.999999684998564,11.999999671340388,11.999999671331288,11.99999968440057,,,,,,
115,402,baseline,fixed_point,0.0100000037434956,11.999999640859707,11.999999640859707,11.999998761961564,11.99999562925903,11.999996896538956,11.999999640859707,,,,,,
116,402,1.0,fixed_point,0.0100000037434956,11.999999640859707,11.999999640859707,11.999998761961564,11.99999562925903,11.999996896538956,11.999999640859707,,,,,,
117,402,1.1,fixed_point,0.757482759743172,11.999999640859707,11.999999640859707,11.999987015631012,11.999968208891431,11.999982008892054,11.999998047153124,,,,,,
118,402,2.0,fixed_point,0.0536869608190448,11.999999641085562,11.999999641155512,11.999997989391137,11.99999544569146,11.999996898623378,11.99999964126051,,,,,,
119,402,2.1,fixed_point,0.985693153466926,11.999999640859707,11.999999640859707,11.999987133083,11.999970329722288,11.999987867888898,11.999998041010013,,,,,,
120,402,3.0,fixed_point,0.050635337387704,11.999999640859707,11.999999640859707,11.999999315374996,11.99999215899538,11.999994989659267,11.99999978154298,,,,,,
121,402,3.1,fixed_point,1.0500922773530796,11.99999978681614,11.999999640859707,11.999994394424313,11.9999499793727,11.999965170611702,11.999998018295903,,,,,,
122,402,4.0,fixed_point,0.0100000058364725,11.999999079583104,11.999998430884974,11.999675330467836,11.99875656390983,11.99924706290962,11.9999455545463,,,,,,
123,402,4.1,fixed_point,0.6383093040856109,11.999995664258142,11.99999561750033,11.999449214830085,11.99474748336453,11.99806922384364,11.999947855294549,,,,,,
124,402,5.0,fixed_point,0.0421279972611072,11.999996951662215,11.999998468256006,11.998878172829343,11.993763371818533,11.998386615662616,11.999944955862311,,,,,,
125,402,5.1,fixed_point,1.193305011467106,11.999996759648178,11.999988154397622,11.998484509690847,11.9939160664195,11.99663634077866,11.999964693374167,,,,,,
126,402,6.0,fixed_point,0.0100000041630877,11.99999969156021,11.999999693601865,11.9999809582731,11.999919318292504,11.999962108941038,11.99999969277322,,,,,,
127,402,6.1,fixed_point,0.0837818622477486,11.99999348904532,11.999997673982197,11.999166648065062,11.997306698109588,11.998579419506807,11.999993525420129,,,,,,
128,402,7.0,fixed_point,0.0100000065939494,11.999999640859707,11.999999640859707,11.999997835909893,11.999982089168272,11.999989391240067,11.99999978154298,,,,,,
129,402,7.1,fixed_point,0.5220623429700754,11.999999712284096,11.999999640859707,11.999966742879074,11.999779141544751,11.99994493274497,11.99999484271461,,,,,,
130,402,8.0,fixed_point,0.0100000068458067,11.999999640859707,11.999999640859707,11.99998535217562,11.999864045348076,11.999965710498511,11.999997357093743,,,,,,
131,402,8.1,fixed_point,0.3160836417506422,11.999999640859707,11.999999640859707,11.999948676156947,11.999983128050918,11.99987731975736,11.999997707787308,,,,,,
132,402,9.0,fixed_point,0.0100000041630877,11.999999694026334,11.999966780838331,11.99992938442962,11.999745825801964,11.999876412815604,11.9999965618706,,,,,,
133,402,9.1,fixed_point,0.3120673321149585,11.999997099753624,11.999999626081284,11.999316523373553,11.99978817222988,11.999110858393465,11.9999646866471,,,,,,
134,402,10.0,fixed_point,0.0395363016801777,11.999999640859707,11.999996889628768,11.99999725260677,11.999986324640242,11.999993374166907,11.9999994188988,,,,,,
135,402,10.1,fixed_point,0.3528497675215098,11.999999640859707,11.999999640859707,11.99999474704447,11.99991472062536,11.99998093576071,11.999999625039214,,,,,,
136,402,11.0,fixed_point,0.0393021815625233,11.9999997204932,11.999988478190712,11.999995748864974,11.999973613732116,11.99999050975784,11.999999059758505,,,,,,
137,402,11.1,fixed_point,0.3600643348579491,11.9999994188988,11.999999695804258,11.99996687194596,11.999688681353025,11.999969992602797,11.999997117682364,,,,,,
138,402,12.0,fixed_point,0.0547733391709159,11.999999647925382,11.999999798588394,11.99999970497476,11.999998071001306,11.999999816632185,11.999999650331729,,,,,,
139,402,12.1,fixed_point,0.5659195954464983,11.999999649473846,11.99999965028927,11.999999798217614,11.999995283267072,11.999998341187172,11.999999650657386,,,,,,
140,402,13.0,fixed_point,0.0100000041630877,11.99977931177422,11.999168533046047,11.99954197642552,11.996100427690768,11.998557854200754,11.999985364778368,,,,,,
141,402,13.1,fixed_point,0.2441262560756583,11.9984717329312,11.99999218331492,11.996215506146072,11.978670912078618,11.993708886279697,11.999786908543005,,,,,,
142,402,14.0,fixed_point,0.0100000041630877,11.999938700879008,11.999894529398864,11.999820900676324,11.999224602387816,11.999611340581785,11.999991808153382,,,,,,
143,402,14.1,fixed_point,0.1165856645449892,11.892960144446896,11.999995816925678,11.998956413232367,11.98917211570216,11.997706317235023,11.999935859439493,,,,,,
144,402,15.0,fixed_point,0.0100000041630877,11.999998990499623,11.99999980041132,11.99999761600532,11.999983516486374,11.999993374166907,11.99999978154298,,,,,,
145,402,16.0,fixed_point,0.0203004634039029,11.99997959247877,11.999898819077613,11.999959926523257,11.999644596602502,11.999969615264812,11.99999632875372,,,,,,
146,402,16.1,fixed_point,0.2371626676409894,11.999856414008692,11.999997410054306,11.999905545942918,11.998521323582708,11.99956491310238,11.999987422215392,,,,,,
147,402,17.0,fixed_point,0.0204907655476031,11.999985569491209,11.99999979346922,11.999957304109737,11.999862263735896,11.999945858099824,11.999999668289096,,,,,,
148,402,17.1,fixed_point,0.2056728373683987,11.99978965769938,11.9998323649302,11.999995185715711,11.999954684473508,11.999838836088264,11.99998937411802,,,,,,
149,402,18.0,fixed_point,0.0100000048499039,11.999999664411584,11.999999769037592,11.999996920231442,11.99998968360934,11.999998650652556,11.999999640859707,,,,,,
150,402,18.1,fixed_point,0.1769834691889623,2.774271866733849,11.99993540931161,11.999979276431077,11.999711790799251,11.99996800819712,11.99999921294351,,,,,,
151,402,1.2,fixed_point,11.999999657819268,11.999999690631958,11.999999640859707,11.99994816833969,11.999637057614969,11.999910815762298,11.999995959574738,,,,,,
152,402,2.2,fixed_point,11.999999661399572,11.999999691729268,11.999999640859707,11.999949879152958,11.999671840213653,11.999929337559216,11.999992638992936,,,,,,
153,402,3.2,fixed_point,11.999999101448362,11.999999664294531,11.99999978154298,11.999977586869887,11.999801622205013,11.999877431237271,11.999986750672,,,,,,
154,402,4.2,fixed_point,11.999998841301451,11.999980883480063,11.999994169188884,11.998454967578216,11.990944347943664,11.997624830015026,11.9999979171072,,,,,,
155,402,5.2,fixed_point,11.999995258153632,11.999999059758505,11.999968778819,11.999255959730409,11.989860301445516,11.995769993242568,11.999885815326763,,,,,,
156,402,6.2,fixed_point,11.99995242035871,11.99998221503801,11.999984302208237,11.994248936973428,11.958811001499091,11.99645834418149,11.999492501090648,,,,,,
157,402,7.2,fixed_point,11.99999970499436,11.999999646174706,11.999999643518388,11.99986573969187,11.999046720273384,11.999782560596982,11.999978266511704,,,,,,
158,402,8.2,fixed_point,11.999999745965312,11.999998409648311,11.999995010279523,11.999630812693912,11.999942607783709,11.99915662512748,11.99997151148747,,,,,,
159,402,9.2,fixed_point,11.99999537958905,11.999999164815556,11.9999994188988,11.999387386388245,11.99608628222072,11.998996890598026,11.999954222679234,,,,,,
160,402,10.2,fixed_point,11.999999677515524,11.999999682231383,11.999999640989865,11.999967719611838,11.999804035561136,11.999961196298845,11.999994987168757,,,,,,
161,402,11.2,fixed_point,11.999997945834824,11.999999657539991,11.999999640859707,11.999947914321533,11.999752865382552,11.999811368026805,11.999985658131544,,,,,,
162,402,12.2,fixed_point,11.999999668971297,11.9999996635447,11.9999996532218,11.999998569644886,11.999988365531166,11.99999589031445,11.999999656958076,,,,,,
163,402,13.2,fixed_point,11.99996083932125,11.99999764942919,11.99999065500199,11.99820195146647,11.9706866082959,11.993336876588712,11.999751172724473,,,,,,
164,402,14.2,fixed_point,11.999999655467924,11.999999651517156,11.999997902412469,11.999891451614513,11.998512246680171,11.999614136732998,11.999964718115825,,,,,,
165,402,15.2,fixed_point,11.999998008536554,11.999999202688365,11.999994431756535,11.999546140118206,11.997431798853414,11.999124603221674,9.8663683795675,,,,,,
166,402,16.2,fixed_point,11.999998028147427,11.999995582815112,11.999996570605685,11.99904683414222,11.993264211562328,11.999554474942451,11.999984876584763,,,,,,
167,402,17.2,fixed_point,11.999983946355526,11.999998997276553,11.99998786981793,11.998917154055302,11.991886453704224,11.998183979229834,11.999910068183324,,,,,,
168,402,18.2,fixed_point,11.99999969516063,11.99998697375651,11.999999317138306,11.99920540729672,11.992199253583312,11.998074395751951,11.99991390881116,,,,,,
169,402,1.1.1,fixed_point,0.0203555927737205,11.999999677560147,11.999999677758227,11.99999967777716,11.999999677816136,11.99999967781368,11.99999967728331,,,,,,
170,402,2.1.1,fixed_point,0.0242485409655437,11.999999665133682,11.999999665326389,11.99999966534173,11.999999639898109,11.999999665379272,11.999999664922704,,,,,,
171,402,3.1.1,fixed_point,0.0206550198107826,11.999999678190663,11.999999678339554,11.999999678354577,11.999999678385455,11.99999967838352,11.99999967800202,,,,,,
172,402,4.1.1,fixed_point,0.0165205822490707,11.999999708856366,11.999999693608304,11.99996453956392,11.999970504515566,11.999924348063344,11.999997719737866,,,,,,
173,402,5.1.1,fixed_point,0.0155226002487436,11.999999796445344,11.999999640859707,11.999988848232944,11.999997043167728,11.999955647342402,11.999998659979376,,,,,,
174,402,6.1.1,fixed_point,0.0130180177691601,11.999999722935636,11.999999260513787,11.999937973045878,11.999789363259938,11.99967520874884,11.999996235138536,,,,,,
175,402,7.1.1,fixed_point,0.0197136092133041,11.999999665625706,11.999999665800049,11.999999665814697,11.999999640658569,11.99999966584944,11.999999665423388,,,,,,
176,402,8.1.1,fixed_point,0.0215121003349702,11.999999660535078,11.99999966070035,11.99999966071299,11.999999756534296,11.999999813721798,11.999999660368724,,,,,,
177,402,2.1.2,fixed_point,0.0368915811882342,11.99999966987145,11.999999670110656,11.999999670144527,11.999999647672134,11.99999964766771,11.999999669636928,,,,,,
178,402,2.1.3,fixed_point,0.2218792022930988,11.999999643142877,11.999999643203353,11.999997557138824,11.999989661836777,11.999995987115785,11.999999422694415,,,,,,
179,403,1.0,fixed_point,11.99999964909636,11.9999996811645,11.999999644371416,11.99998301529278,11.999940542716605,11.999977792814752,11.99999884700147,,,,,,
