,baseline,variation,method,USA,EUR,JAP,CHN,BRA,IND,ROW,Equal,Negishi,aggregation_method,CAN,KOR,RUS,MEX,ZAF
45,1030,99.10,,0.9907695199372696,0.9850964653449524,0.982223477030892,0.9834851005078556,0.9762981625135022,0.9743930033799432,0.9695918245788648,0.973360697235504,0.9811480090828624,fixed_point,0.9871813791529722,0.993012900096216,0.9733372565098228,0.9740146616101416,
46,1030,99.11,,0.998299295849739,0.9915903378554736,0.9873476370692944,0.9896672701329092,0.9816610289243022,0.9795895883705368,0.9744910034557464,0.9784689144425124,0.9873954081416968,fixed_point,0.993814974816921,1.0003359586276277,0.9784486548547208,0.979187236054365,
47,1030,99.12,,0.9890290077850642,1.089120178788314,1.08775444538468,1.082927279351635,1.0762002824361332,1.0735378186108064,1.0709027227639998,1.073002076060274,1.0648804731343005,fixed_point,1.0932652490568846,1.1008179756112706,1.074480212611429,1.0723729260805897,
48,1030,99.13,,1.0057223525103938,0.9973357335104016,0.9921583364420083,0.995113154836978,0.9867481455699824,0.9845505620082156,0.9794321380228908,0.9835052544003688,0.993067836437706,fixed_point,0.9998299860326366,1.0070500159092044,0.9833982707065848,0.9842255311285734,
49,1030,99.6,,0.9924895423464404,1.1441382510763929,1.143734915394723,1.1346668321538154,1.1305148499274895,1.127394737555307,1.1261702632761892,1.127016140255078,1.1087896948247986,fixed_point,1.1487690943576725,1.1585937143106828,1.129723306137845,1.12646483822702,
50,1030,99.7,,1.007596033806092,0.997818447005485,0.9925899728952572,0.9963520009092104,0.9863893226826213,0.9836648335280704,0.9779115898061228,0.9825822628138956,0.9934317488650934,fixed_point,1.0009161174555554,1.0099740825903702,0.9824703406670184,0.9835883789773568,
51,1030,99.14,,0.9936063579261236,0.9877075267522952,0.984053196874162,0.9861587174897396,0.9779519521655023,0.9759313906891712,0.9707690593652628,0.974772944728972,0.9835282199828744,fixed_point,0.9894476439576178,0.9956264705950656,0.9747548204859364,0.9754147038096886,
52,1030,99.15,,0.9955048308092668,0.9888903145339102,0.9851248582251708,0.98699185889659,0.979861944280368,0.9779243146660817,0.9731351081923814,0.9768151531634128,0.98511141846939,fixed_point,0.9912405504800834,0.9973534893635332,0.9768674789735824,0.977610877432754,
53,1030,2.0,,0.9812551766739606,1.0586799871228807,1.0568462929691969,1.0540926349199438,1.0460012863350876,1.0434137842738078,1.0394130618433275,1.0424456141208511,1.0388463820818208,fixed_point,1.0635231585372078,1.0719585344680167,1.0435805919589192,1.0427900342612078,
54,1030,99.6,,0.9824679402451312,0.978716698367926,0.9759749852233168,0.9769197790850128,0.9695434562407156,0.9676425303295344,0.9625731278327228,0.9663846449447002,0.9744007592598324,fixed_point,0.981101328303612,0.9855259131140764,0.9665139214797722,0.9671989610522274,
55,1030,99.7,,1.0058598984138063,0.9963308267999058,0.9913244673160748,0.9947615286739312,0.985628456312726,0.9831347389039782,0.977703706029344,0.982072788084608,0.9922416441947044,fixed_point,0.9990385717634817,1.0073945630454646,0.9819896736229744,0.9829880336117144,
56,1030,10.2,,0.995341255705064,1.0487370817634605,1.0483195003516057,1.045870698880437,1.0423260125638287,1.0408922505887137,1.039061845264624,1.0403820936913697,1.0363179664083155,fixed_point,1.0547103388720915,1.0579057276003645,1.0413342526853009,1.0418812316592387,
57,1030,2.0,,0.9812551766739606,1.0586799871228807,1.0568462929691969,1.0540926349199438,1.0460012863350876,1.0434137842738078,1.0394130618433275,1.0424456141208511,1.0388463820818208,fixed_point,1.0635231585372078,1.0719585344680167,1.0435805919589192,1.0427900342612078,
58,1030,10.2,,0.995341255705064,1.0487370817634605,1.0483195003516057,1.045870698880437,1.0423260125638287,1.0408922505887137,1.039061845264624,1.0403820936913697,1.0363179664083155,fixed_point,1.0547103388720915,1.0579057276003645,1.0413342526853009,1.0418812316592387,
59,1030,2.0,,0.9812552352085968,1.0586691373841914,1.0568534128307656,1.054092702006586,1.045995262171041,1.0434184354394755,1.039413088494151,1.042448085063861,1.0388492843619992,fixed_point,1.0635415219557842,1.071974685039159,1.043584367230595,1.0427915950124127,
60,1030,2.0,,0.9812551766739606,1.0586799871228807,1.0568462929691969,1.0540926349199438,1.0460012863350876,1.0434137842738078,1.0394130618433275,1.0424456141208511,1.0388463820818208,fixed_point,1.0635231585372078,1.0719585344680167,1.0435805919589192,1.0427900342612078,
61,1030,2.0,,0.9813391015338432,1.0742367919832674,1.0725747429340868,1.0691126048299535,1.0609960306188313,1.0582929249678663,1.0545057768724788,1.057352292588542,1.0512814827350083,fixed_point,1.0793109818328637,1.0881728547215868,1.058738532063766,1.057382017946287,
62,1050,baseline,,0.9958885293280406,0.9895162597775652,0.9857025668763204,0.9879097884850064,0.9800590820861488,0.9781630116240598,0.9730802557194982,0.9769753185526378,0.9855083216666488,fixed_point,0.9915868536531354,0.9963634157989556,0.9769613678586108,0.9779109298664816,
63,1200,baseline,,0.9963521125130425,0.9901708775743318,0.9861813153039712,0.9883151159250524,0.981124820023166,0.9794784988868136,0.9751179427009355,0.9785373577674578,0.986417635870662,fixed_point,0.9914304444264724,0.9936262851252358,0.9784897145739396,0.9793932289914608,0.979548278699432
64,1060,baseline,,0.9957033970901642,0.9892820884005784,0.985524956849379,0.9875671508799898,0.9798068703546248,0.9778733507320678,0.9728401837622278,0.9767288728941949,0.985249339558602,fixed_point,0.9913293777910578,0.9966623918769032,0.9767362389235712,0.977571467954459,
65,1060,99.0,,1.005160174852978,0.9970509798994904,0.9920179964542708,0.994753149479214,0.9859231059551218,0.9836942923280226,0.9782535934672496,0.9825626186506632,0.9924586821899966,fixed_point,0.9996169084802874,1.0068040151883717,0.9824460605322544,0.983438051985796,
66,1060,99.1,,0.9873600434789848,0.9820395129659688,0.9786785864949196,0.980555279382752,0.9732409350965304,0.9713991133974312,0.9665171815895756,0.970236801972066,0.978188919826974,fixed_point,0.9838132727582464,0.9892714360874728,0.9702996286151052,0.9710765845266468,
67,1060,99.2,,1.004649625178144,0.9947671889060188,0.9900262874349324,0.9927647123879066,0.9845585988721338,0.9823047647649622,0.9771121065802876,0.9812254253707094,0.990916189399291,fixed_point,0.9974427325947466,1.0057830565546433,0.981196750562814,0.982402116610434,
68,1060,99.3,,0.9895115708985996,0.9849832482759672,0.9813998608896244,0.9835058141507624,0.9758686507382968,0.9740915572578842,0.9691211729619976,0.9729053806762477,0.9808401536836648,fixed_point,0.9868099656085872,0.990470914613962,0.9729533096455082,0.9735949259709,
69,1060,99.4,,0.9962402416059304,0.9916383554957178,0.9886658218737628,0.9902571999540344,0.9845695139628836,0.9830735007383312,0.979209118409892,0.9821580883956966,0.988570344674548,fixed_point,0.9931690908727476,0.9977094154459848,0.9822255002015368,0.9828272780465428,
70,1060,99.5,,0.9958227307302744,0.9873808813214444,0.9834107489581057,0.9854217811413634,0.9759172176418102,0.9735697283797936,0.9675939441734916,0.9722599514229846,0.9826899005091464,fixed_point,0.9899534329444304,0.9970960236072094,0.9721853826391336,0.9732688196349786,
71,1060,99.6,,0.9836789784064364,0.9797573184986492,0.9768996891003692,0.9780595922223476,0.970561572909186,0.9686835058244057,0.9635594936335788,0.9674201840224051,0.9754466778637784,fixed_point,0.9820782200139332,0.9862916977925994,0.9675335148643156,0.9683223401105674,
72,1060,99.7,,1.0067216356579325,0.9968474902573016,0.9916679933984868,0.9953818632035945,0.9860948743498628,0.9836375243244782,0.9780821956376448,0.982533676358851,0.9927577013319746,fixed_point,0.9995364556898748,1.0075565968524711,0.982415087607326,0.9836218103250598,
73,1060,99.8,,0.9866441968226464,1.0534658750912684,1.051322927254487,1.0478757868952653,1.0416341497093755,1.0389244443106782,1.0359163754926823,1.0383908067570162,1.0356212816473147,fixed_point,1.0593710631249216,1.0654609701616815,1.0390276118733968,1.038700665084885,
74,1060,99.9,,1.0044488187147873,0.9968400244751944,0.9924935922259568,0.994963108064865,0.9874038493988332,0.9854935714060492,0.9806306996530976,0.98441449016777,0.993010632152292,fixed_point,0.9989360262150072,1.0044847171639275,0.9843295361618472,0.9854235654908042,
75,1060,99.10,,0.9914842077012896,0.9859837258191996,0.9827668287066192,0.9843318649269076,0.9769371995904658,0.9750633423722598,0.9701713039461206,0.9739190784535214,0.9820561132361127,fixed_point,0.9879071916281724,0.9935740542510594,0.9739624567352492,0.9747661516789836,
76,1060,99.11,,0.9994967012481842,0.992462097179176,0.9887403361024388,0.9905406601223312,0.9829464692112873,0.9809673886467234,0.9760035363327412,0.9798507168046996,0.9884902421694084,fixed_point,0.994704034105865,1.0008154907493885,0.9798470719589396,0.9807219904816714,
77,1060,99.12,,0.9859572840195672,1.0805912593187526,1.0792291769958,1.0745560320565504,1.0681563396992109,1.0654830277751637,1.0626775396236718,1.0648550509129957,1.0574322379951226,fixed_point,1.0846154859531774,1.0928719792417771,1.0662486074210469,1.063571367438014,
78,1060,99.13,,1.0066052502234786,0.9979160226805928,0.9926555731315412,0.9957817061055316,0.9873261149720522,0.9851562536888268,0.9799742638620396,0.9841048848992792,0.99366580195068,fixed_point,1.0004088453345614,1.0074468794200464,0.9839730807795994,0.9849589982378046,
79,1060,99.14,,0.9945647233116754,0.9887008534672852,0.985210537237128,0.9872114827828716,0.9789598787242336,0.9769943228195784,0.97182549497182,0.975836583450216,0.9845212324678476,fixed_point,0.9903893345239072,0.9962658926705524,0.9757975233356992,0.9765962418372724,
80,1060,99.15,,0.9963232231308596,0.9895673451567332,0.9852038874363672,0.9876865944494136,0.9801834107781028,0.978204331771976,0.9732093706429727,0.9770567004149718,0.9855784749252822,fixed_point,0.9919744856736084,0.9979904763297394,0.97709511325623,0.9779872811168916,
81,1060,2.0,,0.9789285868895072,0.971341690008696,0.9674978643573624,0.968429282701242,0.96051749009654,0.9585654906154404,0.9533669308459776,0.9573923599853283,0.9667072265627098,fixed_point,0.9734382036189788,0.97901465583715,0.9573716673780704,0.9582895907469428,
82,1060,10.2,,0.9936242008003626,1.043706580639108,1.0426614717387956,1.0401490573335248,1.0369335335094778,1.0354973003868917,1.0335488718997377,1.0349231488016657,1.0315126187696904,fixed_point,1.0490960913775886,1.0520149543273398,1.0357542800864434,1.0364071148320604,
83,1060,10.3,,0.987678776875152,0.9926339416072966,0.989179907968464,0.9885001705525016,0.9817997632159728,0.9797186049803036,0.9751426817812868,0.9783745830987606,0.9858230828693916,fixed_point,0.991527182359565,0.9944807135243808,0.9791023995000676,0.9792215048148578,
84,1210,baseline,,0.997368523134609,0.990357266688676,0.986574993771859,0.9887660141811048,0.9816915672128596,0.9801191243038074,0.9758090237632524,0.9791786879213517,0.9869252107613604,fixed_point,0.9914688900835128,0.99350655122883,0.9791283419448126,0.980081714567758,0.9801982639665068
85,1210,2.0,,0.9823063985865892,0.9740416845393224,0.9701094177738008,0.971325290456416,0.964060713871014,0.9624819818181553,0.9580486057494496,0.9615423714445336,0.9700566524360388,fixed_point,0.9752217368392366,0.9773625143674788,0.9614361542723622,0.962630141071096,0.9625859907361024
86,1210,10.2,,0.9947351992015848,0.9893409200213246,0.9882111517953888,0.987159979360818,0.9844648341882116,0.983589399822714,0.9816626142611924,0.9831842400912804,0.987632580311823,fixed_point,0.9928884454124336,0.9925447216144204,0.983061971816564,0.98379279325632,0.9838121517342338
87,1210,10.3,,0.9945767829122552,0.9931070190169872,0.9769046733820156,0.993268978663859,0.9853643070495738,0.982498195941608,0.9768208601398204,0.981065874877561,0.9876799885104232,fixed_point,0.9938416283830278,0.993841313030593,0.9817714994805168,0.9832944679414892,0.9832417959731444
88,1210,99.0,,1.0057849057713106,0.9978413599014676,0.9919250850644756,0.9952633931437368,0.9872778132340512,0.9854341670613824,0.9806895570309138,0.9845034741830055,0.9934414624052716,fixed_point,0.99939685544792,1.0017265578592127,0.9843411065305832,0.9854478994639024,0.9856119044839908
89,1210,99.1,,0.9895592116161664,0.9843400622548746,0.9804287644173694,0.982755146284383,0.9756388863196996,0.9741155444528196,0.9697315584240732,0.9731393899936936,0.9805755888716092,fixed_point,0.9852405876066072,0.987219424575284,0.9730897391738604,0.974051383029312,0.9741098239693864
90,1210,99.2,,1.004626469967946,0.99538300860476,0.9898777239926078,0.9942913284500048,0.9857618684651,0.9838344035562674,0.9792030670033086,0.9830101758440012,0.99193064716208,fixed_point,0.9979034645801048,1.0014012345530687,0.9828778929965252,0.9841926824730002,0.9840594072896142
91,1210,99.3,,0.9914336841902244,0.98143348268134,0.9781978167001346,0.9820127971126446,0.9754352940860164,0.9738058022636056,0.9687911353625096,0.9723819249636216,0.9797729926955326,fixed_point,0.9850962098477112,0.9853962276363044,0.972635791430183,0.9734243167458716,0.973795422410352
92,1210,99.4,,0.9972586588654498,0.9929357264352092,0.988370435044623,0.9912040935843892,0.9854882381587132,0.9841749509247356,0.98057459052298,0.9833848717134476,0.98958048219468,fixed_point,0.993756759887261,0.9955353463186832,0.9833720195064152,0.9841544526886404,0.9842433790400706
93,1210,99.5,,0.9975465042337402,0.9889796306471283,0.984269271246946,0.9869431455454822,0.9775820272743436,0.9755934012478568,0.9701164899935786,0.9744744214187844,0.984388309412652,fixed_point,0.9904593955869976,0.992748999656866,0.9742815978939396,0.9755519656385168,0.9756508931763668
94,1210,99.6,,0.987358890574603,0.9774518312606402,0.9744986573040416,0.977832794101854,0.9716402169913944,0.969979937633888,0.9650595190487706,0.9685697793429424,0.975842912480548,fixed_point,0.9814611874669044,0.9821674227247128,0.9688391302762618,0.9698177431581012,0.9699883428435864
95,1210,99.7,,1.0076604201479695,0.9968293359848932,0.9906698198970576,0.9964810024186352,0.9872725185248156,0.985317219392587,0.9806234184981624,0.9845316593674271,0.993767770470108,fixed_point,0.99916018651375,1.0019552937659366,0.9843058221583632,0.9855674226420016,0.9855572606310486
96,1210,99.8,,0.987348159312615,0.9822072033226128,0.9787631833641434,0.9808683473115992,0.973771961207454,0.972200665631482,0.967745147560198,0.9711768468291988,0.9785834146436642,fixed_point,0.9834988424059262,0.9856144587071388,0.9712183055475312,0.9718703220165832,0.9722390791785483
97,1210,99.9,,1.0040695783441065,0.998549126948864,0.994967756035687,0.9969234959945068,0.9890573255446268,0.9874336593238938,0.9831505591958062,0.9866374842918276,0.994586879768631,fixed_point,1.0001644096199132,1.0020243813562846,0.9864314880934356,0.9876957965605254,0.987590710052775
98,1210,99.10,,0.993504344822549,0.9881845129765008,0.9842803691086572,0.986353334457348,0.9792422183155446,0.9776686535815916,0.9732993261935212,0.9767247113854788,0.9843061975748868,fixed_point,0.9892786050759728,0.9913068312438612,0.9766646770674596,0.9776557575290428,0.9777176026400444
99,1210,99.11,,1.0006611453555516,0.9934963162782336,0.989401034422034,0.9914145378875938,0.9840152814492245,0.9823257372539838,0.9778206446542422,0.9813934998159298,0.9896229542190944,fixed_point,0.9947685468986324,0.9969114443229232,0.9812851447825568,0.9823084317793292,0.9824377688818332
100,1210,99.12,,0.9881646461635896,1.0772405165764667,1.0754616415293734,1.0718088394581722,1.066068285319422,1.0639070684900644,1.0620011091727433,1.063612945675369,1.0558492920237612,fixed_point,1.0803780793477415,1.0845574927461497,1.0646637891645163,1.063841356930728,1.0644191705241444
101,1210,99.13,,1.0074981187300638,0.9984519735549032,0.9928183085572272,0.9958760915508408,0.9880368460749857,0.9861976813567188,0.9814745165836204,0.9852629907272976,0.9943237331136217,fixed_point,1.0000009886473331,1.0023518060251844,0.9850994599268632,0.986188602161115,0.9863772733671952
102,1210,99.14,,0.9958179268274217,0.989280460024484,0.9842559540212646,0.9878874823959894,0.979255312942556,0.9775551349630128,0.9726112019095547,0.9765172104046184,0.9851134902643404,fixed_point,0.989843211206246,0.991787521039024,0.9763401241062551,0.977322323577164,0.977495074663738
103,1210,99.15,,0.9977505152076057,0.9911529810563043,0.9856365195474223,0.9889641196991616,0.9817827300750983,0.9801083960096177,0.9755731048500854,0.979115629775999,0.9871310953613813,fixed_point,0.9926046996249208,0.9947147228357422,0.979081484532076,0.9801377211485851,0.9802158331826201
