origin_code,destination_code,sector,trade
1.0,1.0,0,8706990.758343
1.0,1.0,1,4312844.735526999
1.0,1.0,2,82435.658452
1.0,1.0,3,246952.223141
1.0,2.0,0,88377.939827
1.0,2.0,1,124248.02188
1.0,2.0,2,4582.751484
1.0,2.0,3,10993.848310000001
1.0,3.0,0,46114.771339
1.0,3.0,1,56187.978807
1.0,3.0,2,772.937247
1.0,3.0,3,4224.625903
1.0,4.0,0,6127.060774
1.0,4.0,1,9490.222391
1.0,4.0,2,44.683945
1.0,4.0,3,1813.346915
1.0,5.0,0,7150.783697
1.0,5.0,1,9486.147309
1.0,5.0,2,218.077708
1.0,5.0,3,1812.2079210000002
1.0,6.0,0,1853.4727939999998
1.0,6.0,1,2874.859409
1.0,6.0,2,16.434041999999998
1.0,6.0,3,414.976627
1.0,7.0,0,39004.829941
1.0,7.0,1,79669.219601
1.0,7.0,2,2341.955306
1.0,7.0,3,6460.44807
1.0,8.0,0,9405.799409
1.0,8.0,1,17058.191032
1.0,8.0,2,247.856202
1.0,8.0,3,1862.1686120000002
1.0,9.0,0,3379.1233119999997
1.0,9.0,1,4291.934687
1.0,9.0,2,50.471446
1.0,9.0,3,231.276637
1.0,10.0,0,21147.94161
1.0,10.0,1,51935.651161
1.0,10.0,2,378.118042
1.0,10.0,3,4746.999868
1.0,11.0,0,1360.5480280000002
1.0,11.0,1,2918.395997
1.0,11.0,2,36.950811
1.0,11.0,3,249.87748
1.0,12.0,0,68558.718522
1.0,12.0,1,102029.635303
1.0,12.0,2,1327.061018
1.0,12.0,3,12875.244721
2.0,1.0,0,84349.74496899999
2.0,1.0,1,143192.289283
2.0,1.0,2,11092.052644
2.0,1.0,3,16623.84503
2.0,2.0,0,11295539.341121
2.0,2.0,1,5878479.654503
2.0,2.0,2,129653.793935
2.0,2.0,3,334102.256822
2.0,3.0,0,37645.814797
2.0,3.0,1,51320.487630999996
2.0,3.0,2,1633.020864
2.0,3.0,3,4305.234431
2.0,4.0,0,5164.347364
2.0,4.0,1,15304.745168000001
2.0,4.0,2,75.26252699999999
2.0,4.0,3,1202.317593
2.0,5.0,0,8662.154239
2.0,5.0,1,15934.282570000001
2.0,5.0,2,527.244731
2.0,5.0,3,1791.21047
2.0,6.0,0,3732.216527
2.0,6.0,1,10330.066515999999
2.0,6.0,2,63.765738
2.0,6.0,3,713.719547
2.0,7.0,0,14712.154489999999
2.0,7.0,1,17028.497641
2.0,7.0,2,1357.496193
2.0,7.0,3,1142.105806
2.0,8.0,0,7493.191966
2.0,8.0,1,15944.507218
2.0,8.0,2,522.54575
2.0,8.0,3,1435.168976
2.0,9.0,0,16339.350728
2.0,9.0,1,30560.896916
2.0,9.0,2,619.5764899999999
2.0,9.0,3,2047.427314
2.0,10.0,0,2972.892232
2.0,10.0,1,6429.189173
2.0,10.0,2,326.115016
2.0,10.0,3,791.940151
2.0,11.0,0,4465.182806
2.0,11.0,1,10226.698113
2.0,11.0,2,215.16761400000001
2.0,11.0,3,911.168646
2.0,12.0,0,122020.72958
2.0,12.0,1,199847.174265
2.0,12.0,2,5738.041718
2.0,12.0,3,22410.029577
3.0,1.0,0,22114.813794
3.0,1.0,1,89381.823222
3.0,1.0,2,1070.740346
3.0,1.0,3,5405.999014999999
3.0,2.0,0,21017.45933
3.0,2.0,1,61217.849623
3.0,2.0,2,631.451808
3.0,2.0,3,3350.117072
3.0,3.0,0,4939653.402194
3.0,3.0,1,2867852.56004
3.0,3.0,2,55312.630718
3.0,3.0,3,162914.82062
3.0,4.0,0,6259.179065
3.0,4.0,1,18238.657723
3.0,4.0,2,29.470904
3.0,4.0,3,1849.970106
3.0,5.0,0,926.328177
3.0,5.0,1,2588.323863
3.0,5.0,2,14.422697999999999
3.0,5.0,3,224.337916
3.0,6.0,0,767.525014
3.0,6.0,1,2323.70332
3.0,6.0,2,7.177039000000001
3.0,6.0,3,213.895102
3.0,7.0,0,1641.164077
3.0,7.0,1,5613.539564000001
3.0,7.0,2,62.675257
3.0,7.0,3,181.399161
3.0,8.0,0,8220.601768
3.0,8.0,1,23860.929776999998
3.0,8.0,2,130.09453200000002
3.0,8.0,3,2103.790423
3.0,9.0,0,402.149683
3.0,9.0,1,1584.9789409999998
3.0,9.0,2,3.112824
3.0,9.0,3,29.627200000000002
3.0,10.0,0,639.4834960000001
3.0,10.0,1,2328.336401
3.0,10.0,2,8.113254999999999
3.0,10.0,3,89.01805
3.0,11.0,0,354.692635
3.0,11.0,1,1120.929065
3.0,11.0,2,2.092682
3.0,11.0,3,57.546761999999994
3.0,12.0,0,33908.5068
3.0,12.0,1,90886.65897799999
3.0,12.0,2,241.03142400000002
3.0,12.0,3,5478.817525
4.0,1.0,0,5803.1609770000005
4.0,1.0,1,25200.265311
4.0,1.0,2,380.101497
4.0,1.0,3,1037.564584
4.0,2.0,0,6464.714502000001
4.0,2.0,1,19525.284349999998
4.0,2.0,2,257.999026
4.0,2.0,3,1379.619664
4.0,3.0,0,8382.155527
4.0,3.0,1,21443.86731
4.0,3.0,2,65.506681
4.0,3.0,3,980.495101
4.0,4.0,0,926943.657866
4.0,4.0,1,956661.015228
4.0,4.0,2,19511.547117000002
4.0,4.0,3,80052.326953
4.0,5.0,0,307.583031
4.0,5.0,1,798.148275
