country_code,country,fee
1,USA,20173.590861336124
2,EUR,39454.01196880151
3,JAP,36186.777283415555
4,CHN,22253.79308096447
5,BRA,33488.77508601001
6,IND,18137.09533229622
7,ROW,147976.2497217278
