,k,g_0,fe,fo,zeta,nu,theta,delta USA,delta EUR,delta JAP,delta CHN,delta BRA,delta IND,delta CAN,delta KOR,delta RUS,delta MEX,delta ZAF,delta ROW,eta USA,eta EUR,eta JAP,eta CHN,eta BRA,eta IND,eta CAN,eta KOR,eta RUS,eta MEX,eta ZAF,eta ROW,T Non patent USA,T Non patent EUR,T Non patent JAP,T Non patent CHN,T Non patent BRA,T Non patent IND,T Non patent CAN,T Non patent KOR,T Non patent RUS,T Non patent MEX,T Non patent ZAF,T Non patent ROW,T Patent USA,T Patent EUR,T Patent JAP,T Patent CHN,T Patent BRA,T Patent IND,T Patent CAN,T Patent KOR,T Patent RUS,T Patent MEX,T Patent ZAF,T Patent ROW
GPDIFF,0.029936243884917113,-0.46021685990620786,-0.013112269716532565,0.3478251277554101,-0.9220477925853282,-0.0012954454979685615,-0.003054487479351442,-0.12278945237825245,-0.25697046856523853,-0.21202704091487445,-0.1952136611719285,-0.2121876668367656,-0.19379583885601626,-0.28680308062006554,-0.27546992425285466,-0.19388152317680318,-0.2022804959004676,-0.22184850308032023,-0.1795248199742594,0.08958129760113676,0.08857287436567551,0.13276811053437254,0.06386751566327176,0.09039869565857117,0.08194547258264184,0.10287064621698927,0.10188012204329855,0.08596271473693351,0.10163213892577572,0.09691838309350498,0.07952885687901201,0.0006452961906733279,2.0182179516492482e-05,8.341870039174637e-07,0.0037988486096118823,0.0035683871393277222,0.03873637784002626,4.28241666416973e-05,-0.024094409419042062,-0.18801383323693355,0.00034703915483769165,0.004904910057516032,0.035702609648832206,0.006361667044648689,0.005297171444265114,0.005497933908206187,0.005839544647215922,0.005588428197165207,0.018564811321361008,0.006117971047087112,-0.007112362961474439,-0.14703221853406168,0.004499035193091805,0.006027341470067338,0.044804957654696054
SINNOVPATUS,0.003337547305520827,0.0018138014294322158,-0.7316156407148316,-0.511494140612076,-0.04478190552503758,0.009444569794836433,-0.003746455661024495,0.03195891813340679,-0.13184585462403642,-0.043232345196113076,-0.09985421175503773,-0.08248052265778738,-0.09341733004712693,-0.11537018145094113,-0.08894207008897592,-0.06897553200195583,-0.07794243808824819,-0.06682630736683848,-0.1095166000518405,-0.006350118575099706,-0.016226000401242113,0.02609388221057163,-0.025251611813062458,-0.016927382334440133,-0.01869366855778487,-0.004378218195822403,0.001777662788122747,-0.020356543577203512,-0.003076823868570222,-0.018144897212740707,-0.002842668046819652,0.0003265849041522717,9.627398588341052e-06,1.6971531402454332e-07,0.0019845045834787634,0.0018104883309544295,0.03729062059386834,2.201383191735573e-05,-0.026776072818593954,-0.18840121496961348,0.0001239536020758436,0.0025631451154639606,0.034808192350984646,0.00738026218469412,0.006488857833072403,0.006744002238151525,0.006016389476110051,0.005716899855381374,0.01771205842245327,0.00647534097710456,-0.006617798777245332,-0.1477784375983049,0.005384688865454068,0.005945978455931256,0.042775424760779224
DOMPATINUS,-0.01733815784273396,0.0029892604640113785,0.0742522232068854,-0.012110814655038049,-0.06232750561286582,-0.04330379137525153,-0.002963172265123548,-0.08406779017864296,0.11983044379376029,-0.009064293185717665,-0.005870455275500119,-0.012201001653682764,-0.02085005972269849,-0.004175492202775355,0.02410435367298569,-0.008118018572800256,-0.0072869783450763,0.0028761582456882095,-0.007388842694153186,-0.06968344963182771,-0.09233879214824547,-0.07653789844934311,-0.17101520163840644,-0.11576375743323819,-0.11713822031902021,-0.09845467719819478,-0.09246906366172203,-0.11284529881219196,-0.09762724905302111,-0.12005755780423844,-0.1427916766931131,5.240252676230739e-13,1.9984014443252818e-14,1.1102230246251565e-15,4.3576253716537394e-12,3.567146578120628e-12,1.7529255824655365e-09,3.219646771412954e-14,-1.1858858339763856e-09,-2.402337107021424e-08,2.90878432451791e-13,4.803935027553052e-12,1.2028189555479685e-09,0.0055995227389094016,0.005125686766914717,0.005332227848181548,0.004087547439206585,0.0038893840979892236,0.002627481648895813,0.004532953812826923,0.005327678050435214,0.004333262496182266,0.0042146920552743605,0.003855333692662777,0.0025537298081546034
SRGDP_USA,-2.9207461056390827e-05,-0.000853357447783698,-0.0005050349926083442,0.015617303091396417,0.00791554085586621,0.009349252367836236,4.500118278016885e-08,-0.0013216384812325677,-0.0001071106030431368,-0.00031706605624404194,-1.5155068143757333e-05,-5.632543234990184e-05,-7.110909307772584e-05,-5.50262320231365e-05,-1.6012672392484717e-05,-3.299168307879796e-05,-4.011737274378646e-05,-2.2020582389203902e-05,-2.1522310999499972e-05,-0.0005239721121697016,0.0038952063111796775,0.0145089734038506,0.002782507511776,0.003208103952828667,0.0028211696618918314,0.004229852736880035,0.0020973582519112632,0.00314991211209259,0.005089725415019508,0.0021109118587236964,0.00012453004420431846,1.1102230246251565e-15,0.0,-1.230682222796986e-12,1.3322676295501878e-14,-3.569478046472341e-11,1.042499420123022e-12,0.0,-6.004641228685159e-12,-6.016409592746186e-11,-2.946698440808859e-11,-4.811984144481585e-11,2.6789681584205027e-12,-8.49410253245253e-08,-7.775693200429146e-08,-8.088942349271377e-08,-6.201473223832465e-08,-5.9024355958392505e-08,-3.986856678128703e-08,-6.876921365694955e-08,-8.082179869806083e-08,-6.580639866360372e-08,-6.395522667013154e-08,-5.851257756095407e-08,-3.8747062225397144e-08
SRGDP_EUR,-5.896495510193667e-05,-0.001442319325995478,-0.001037985463412383,0.017286017807689458,0.0035882174186407934,0.00860654559817875,1.6578160388913687e-06,-0.002419047361057469,-0.00016055846916995797,-0.0005046395408220272,-2.371204328333043e-05,-9.026268214695765e-05,-0.00011333990146522588,-9.052208659099392e-05,-2.843212148329055e-05,-5.2969096913102476e-05,-6.472420879588547e-05,-3.569240008716168e-05,-3.424921382555457e-05,-0.0017847595869463495,0.0034509138832450326,0.01570985163278693,0.0008997207994088097,0.002369014423986293,0.0017413112191322355,0.0036211433984745245,0.001585123658625065,0.00231268626757819,0.004456599305927567,0.001263931780759453,-0.0016639852671873623,1.1102230246251565e-15,1.1102230246251565e-15,-2.1604940059205546e-12,2.4424906541753444e-14,-7.004896662721194e-11,1.4621637234313312e-12,0.0,-1.0327294575063206e-11,-9.752643137517225e-11,-5.437650330009092e-11,-9.676648371481633e-11,4.7983839124299266e-12,-3.1291735047567215e-06,-2.864516091549696e-06,-2.9798827128058036e-06,-2.284583753286995e-06,-2.173899977808702e-06,-1.468747356514477e-06,-2.533414388827815e-06,-2.9773439835789617e-06,-2.421977465805192e-06,-2.3556393069501524e-06,-2.1548857681574773e-06,-1.4275256465801078e-06
SRGDP_JAP,-1.9099085134532956e-05,-0.0006959475868079101,-0.00023780810148033016,0.0048306607027504,-0.00016305724806486843,0.006735605602035122,-2.2354848749905898e-07,-0.000567093774255234,-3.9973241109936275e-05,-0.0001300484966731963,-6.332188007274198e-06,-2.2882013424041503e-05,-2.9234214678486303e-05,-1.9829317515762668e-05,-4.507375769846611e-06,-1.3694314015544329e-05,-1.617554246768904e-05,-9.031741783904756e-06,-8.893083154881687e-06,-0.00017533854926088388,0.0023008231408727653,0.007377733395929065,-0.00025340298536680184,0.001975892833583348,0.001642504042168591,0.003063104737305311,0.0011523122754464321,0.001973051977171014,0.003921463255622815,0.0009277248583694497,-0.00010598633568170701,1.1102230246251565e-15,-5.10702591327572e-14,0.0,1.1102230246251565e-15,1.1102230246251565e-15,6.539213615042172e-13,0.0,-1.5470957848151556e-12,-2.2317148129502584e-11,-3.3112401709445294e-12,1.1102230246251565e-15,4.807265696626928e-13,4.2195424709845497e-07,3.862664077480815e-07,4.0182286387135946e-07,3.0806528439342173e-07,2.9313615645953917e-07,1.9805392992289228e-07,3.416189253702129e-07,4.014796350926275e-07,3.265538794927636e-07,3.1764235797204776e-07,2.905708262890272e-07,1.9249634441997898e-07
SRGDP_CHN,-2.2831931910105574e-05,4.878119398754599e-05,-0.0003507785732187463,0.005706244302164931,0.0023217480330528506,0.005867985760247274,5.197078478680339e-07,-0.0007664486341263377,-5.502251820943549e-05,-0.00017695479274715264,-4.456413894571298e-06,-3.079157813945521e-05,-3.905027945005912e-05,-2.824014154967358e-05,-7.5436800778261315e-06,-1.8324693854543384e-05,-2.184368404489767e-05,-1.2221535585221766e-05,-1.185863298003298e-05,-0.00028972353293910125,0.0021593196729274844,0.007283351326017318,0.0012553044683694115,0.0016662155566615766,0.0013134559928762446,0.0027703121720668022,0.0012612462491334853,0.0016430009585033378,0.0033102043865118613,0.000555694602921708,-0.001070144956649699,1.1102230246251565e-15,0.0,-6.533662499919046e-13,3.219646771412954e-14,-1.8622881015062376e-11,5.81756864903582e-13,0.0,-3.218536548388329e-12,-3.254063685176334e-11,-1.5584755708175635e-11,-2.5014434967829402e-11,1.4310774787418268e-12,-9.809633338964119e-07,-8.979959720267772e-07,-9.341621970415659e-07,-7.161931830923507e-07,-6.814935804566602e-07,-4.604369135963182e-07,-7.941990171067559e-07,-9.33366341993036e-07,-7.592668194167373e-07,-7.38467759719974e-07,-6.755320541840248e-07,-4.475144677051901e-07
SRGDP_BRA,-1.8699667293509137e-05,-0.0009122285060003676,-0.0002627780950309466,0.0056903467785685,0.0006942132408116475,0.007097913783796761,6.697464449700874e-07,-0.000614063106375573,-4.4011849096303735e-05,-0.00013837968821095448,-6.902989608814636e-06,-2.3479034791384912e-05,-3.13281955333089e-05,-2.1416530089912733e-05,-4.8077200509588636e-06,-1.4666037278510125e-05,-1.7370043479680852e-05,-9.68179540761227e-06,-9.525671111898504e-06,-0.00021015898127696442,0.0025886101111161075,0.00804612737670185,9.465526008223257e-05,0.002369727689961465,0.0017784049881808262,0.0033866672458970903,0.0013850076667665245,0.0020965143160034394,0.004138839805716277,0.0010696683421962394,-0.0012073495438974513,1.1102230246251565e-15,-4.157785227221211e-13,-2.4202861936828413e-13,0.0,4.773959005888173e-14,7.405187574249794e-13,0.0,-1.500466417780899e-12,-2.3589463715723014e-11,-1.996736109788344e-12,2.220446049250313e-15,4.04121180963557e-13,-1.2641653746037207e-06,-1.1572457270236924e-06,-1.2038524005442142e-06,-9.229566655388766e-07,-8.78229317602397e-07,-5.93364088419257e-07,-1.023482600892578e-06,-1.2028262308394488e-06,-9.784457349892861e-07,-9.51654289260695e-07,-8.705436621569973e-07,-5.767126182165683e-07
SRGDP_IND,-1.8115614393576784e-05,0.00011307932812232302,-0.0002300638222152429,0.006809340763217486,-0.0001636787389458494,0.007793829012088249,7.386529599084923e-07,-0.0005461617701157939,-3.850236614422187e-05,-0.00012781786618287772,-6.029692377063078e-06,-2.2034429896788943e-05,-2.7624252968427854e-05,-1.9192451508054376e-05,-4.3962846246747844e-06,-1.3182339295148005e-05,-1.5575577857473988e-05,-8.699684227453375e-06,-8.559389864104539e-06,-0.00016617578690036883,0.002862051870706761,0.009032074955355185,-8.02138725197743e-05,0.0023973526749665464,0.0025276248086247843,0.0038382184421914545,0.0014711537553180332,0.0023853869254331084,0.004639550037889295,0.0013552898818935954,-9.283513701496826e-05,1.1102230246251565e-15,0.0,-2.8754776337791554e-13,1.1102230246251565e-15,-1.450506381672767e-12,1.0415002194008594e-11,0.0,-1.6181500583911657e-12,-2.1778689962559383e-11,-4.441447210012939e-12,0.0,5.506706202140776e-13,-1.3942283355605767e-06,-1.2763080847744135e-06,-1.3277101107433964e-06,-1.0179145581989957e-06,-9.685860707930871e-07,-6.544082781223537e-07,-1.1287830492534567e-06,-1.3265783349591942e-06,-1.0791080135019726e-06,-1.0495656588282998e-06,-9.601090739108642e-07,-6.360472615263291e-07
SRGDP_CAN,-2.0176372606539594e-05,-0.0003514673058430118,-0.0002544976015167455,0.0030427355219375674,0.0015406203758627779,0.0055824397705384055,1.8368673249113954e-07,-0.0006212121221843558,-4.636457923867798e-05,-0.0001499525135123525,-7.329441351622279e-06,-2.5849390484222745e-05,-3.29931112147408e-05,-1.578058635987034e-05,-5.114882185575098e-06,-1.544618300930445e-05,-1.8301477984761227e-05,-1.019468160223802e-05,-1.0033290219202406e-05,-0.00019914192577685785,0.0021979931892324167,0.00573958984046441,-5.545755349778414e-05,0.0016921544494341578,0.0014233903440374895,0.0029304038890298756,0.001351999318219832,0.0016810519330856533,0.003196940562164574,0.0006504938312956732,-0.00011816317988799785,1.1102230246251565e-15,-6.861178292183467e-13,-2.2648549702353193e-13,-1.1934897514720433e-13,2.220446049250313e-15,8.08242361927114e-13,0.0,-1.4704903961160198e-12,-2.4590884883934905e-11,-1.0302869668521453e-12,3.3306690738754696e-15,3.4861002973229915e-13,-3.467139730872759e-07,-3.173901452768746e-07,-3.301724660342842e-07,-2.5313302787211e-07,-2.4086593441996484e-07,-1.6273765723884281e-07,-2.807035526242174e-07,-3.2989130538396694e-07,-2.683711680662171e-07,-2.610038879469201e-07,-2.3875803556450137e-07,-1.581707348430328e-07
SRGDP_KOR,-5.1828219205796167e-05,-0.0010219962811625072,-0.0001323569149913606,0.015008304795243177,0.007923029617715738,0.009181130514384073,8.843469823105465e-07,-0.001636934163390391,-0.00021012152344068724,-0.0005972265530207466,-3.2504834096558355e-05,-0.0001054837424341315,-0.00013349573777188262,-0.00010186225149588779,0.00039923230982674696,-6.161485277766943e-05,-7.539581606763601e-05,-4.085098857076197e-05,-4.043207205262078e-05,-0.0008759704839178539,0.003901463482876011,0.013784438277081312,0.0025742751913770956,0.003287199682223685,0.002965304309665573,0.004038371123251672,0.003096922600583918,0.0032482631762553726,0.004850512456849865,0.0022956958997710775,0.00021752454461454462,2.220446049250313e-15,-2.5940360970366783e-12,-9.81992265280951e-13,0.0,5.551115123125783e-15,3.2662761384472105e-12,0.0,1.1102230246251565e-15,-1.0167811037575802e-10,-5.537237335317968e-12,1.2212453270876722e-14,1.4976908602193362e-12,-1.6692298232534597e-06,-1.5280519899407707e-06,-1.5895918387132113e-06,-1.2186908771028016e-06,-1.1596319982043468e-06,-7.834892040703423e-07,-1.351427373341707e-06,-1.5882356185770163e-06,-1.2920359604429166e-06,-1.256585011044642e-06,-1.1494836732461877e-06,-7.615020447548915e-07
SRGDP_RUS,-1.822461345390991e-05,0.00031819057864090894,-0.00025536489218325187,0.0014610290097971657,-0.00012025379618751941,0.003182197204797399,7.872952068055383e-08,-0.0005503527063144276,-3.903093862334117e-05,-0.00012911221115519123,-6.217030714128491e-06,-2.2170595413428806e-05,-2.8335739321039277e-05,-1.915655082729284e-05,-4.244934108665888e-06,-1.2808141220954639e-05,-1.567178675832004e-05,-8.743301705971263e-06,-8.620339482789952e-06,-0.0001687931604293924,0.0009008690959044774,0.0033299345470172437,-0.00013040009275544495,0.0005267794403496229,0.0002991026446808043,0.0015219495918816772,0.000580958862561598,0.0009028357980911395,0.0018193425010681885,-0.00014194264001732293,-0.0009155573451397059,1.1102230246251565e-15,-2.992051051364797e-13,-2.275957200481571e-13,0.0,1.1102230246251565e-15,6.616929226765933e-13,0.0,-1.3888890038060708e-12,0.0,-2.1271873151818e-12,2.220446049250313e-15,3.885780586188048e-13,-1.4860423225293573e-07,-1.360358198310152e-07,-1.4151451455113317e-07,-1.0849471543394884e-07,-1.0323696120195791e-07,-6.975046595858458e-08,-1.2031166674031368e-07,-1.4139419635128547e-07,-1.1501453123230476e-07,-1.1186893855708036e-07,-1.0233350000721231e-07,-6.779289685177048e-08
