0,217917.13138717742
1,143634.99274733025
2,67868.09844465107
3,52475.08352025857
4,153796.74781235497
5,81285.92701685133
6,6126.205151089327
7,5860.93419241181
8,4105.102052179065
9,3859.119181733487
10,282.35070153577465
11,269.02813803297585
12,137899.70232140514
13,15024.577693108784
14,76106.48941304401
15,79744.99526452455
16,22218.882902700963
17,7930.9902255849765
18,8051.841747205801
19,7620.668668161313
20,3732.3988462303764
21,3596.8758476871917
22,444.75533841652435
23,196.4268906759769
