,k,g_0,fe,fo,zeta,nu,theta,delta USA,delta EUR,delta JAP,delta CHN,delta BRA,delta IND,delta CAN,delta KOR,delta RUS,delta MEX,delta ROW,eta USA,eta EUR,eta JAP,eta CHN,eta BRA,eta IND,eta CAN,eta KOR,eta RUS,eta MEX,eta ROW,T Non patent USA,T Non patent EUR,T Non patent JAP,T Non patent CHN,T Non patent BRA,T Non patent IND,T Non patent CAN,T Non patent KOR,T Non patent RUS,T Non patent MEX,T Non patent ROW,T Patent USA,T Patent EUR,T Patent JAP,T Patent CHN,T Patent BRA,T Patent IND,T Patent CAN,T Patent KOR,T Patent RUS,T Patent MEX,T Patent ROW
DOMPATINUS,0.0024112173129275938,0.001422076755807078,0.044438173247839385,-0.19822553105889984,-0.024379222031491454,-0.05233644047181185,0.004282250166529611,0.012020737910999335,0.25590408536208087,0.10336641830543503,0.11542678946035556,0.06426564621673014,0.06652140804886741,0.11947413333353474,0.08271202281669665,0.06280950745096825,0.06974500216155977,0.025571914134792095,0.027405148070485108,0.004361356765278934,-0.019075025265898327,-0.06735277178602506,-0.01571121599247438,-0.017437122792719473,-0.012386331439516174,-0.009444771156453258,-0.012475321947728601,-0.017859890033762316,-0.04667480161859083,-1.3985496094548466e-09,-5.324629626102251e-10,-3.080147248368803e-11,-6.468869884201922e-10,-1.0377759762647543e-09,3.8159475579391255e-11,0.0,8.881784197001252e-15,2.886579864025407e-14,8.992806499463768e-14,-4.0966607328662974e-08,-0.007996936294181745,-0.009116236219328666,-0.005865080768490127,-0.0051751271433220225,-0.00487684986064385,-0.0019346884155951871,-0.007596090232317443,-0.007000355032041328,-0.005756850819232384,-0.004691564500901024,-0.0038542896820148442
SRGDP_USA,-0.0001524810555886269,0.000754908896609674,-0.001812106325844165,0.017064945570204326,0.006445320163592783,0.00424669661838406,0.0008992773467619841,0.0014009971253081677,0.0013473847299971808,-0.009986841426263826,0.001948656654717773,-0.00011173001634112723,0.0051563619281025375,0.0012217044225537599,-0.007093325357974134,0.006610583437984818,0.004852348649482252,0.0005160886789357111,0.001771398507713906,0.0015778502113972248,-0.002516748881782882,0.0014813103345756584,0.0005577205959472753,6.425852437041968e-05,0.0003890281276552887,-0.00015888993788792938,-0.0003165819966294281,6.747198090018003e-05,0.0016706732650761946,-1.179978337262355e-10,2.220446049250313e-15,-1.4617751453727124e-11,1.3322676295501878e-14,-1.3263740106239652e-09,-1.5197321179272194e-09,-1.0168754727146734e-10,0.0,-2.2202018001848955e-10,-1.8864354522918347e-10,-5.5145166211190144e-09,-0.0016815640722800396,-0.0019170958190423137,-0.0012330783487912722,-0.0010879622976667225,-0.0010252335029381499,-0.00040666598447036684,-0.0015972252159668354,-0.0014718909730965235,-0.0012103137746233283,-0.000986267063426416,-0.0008101980507652096
SRGDP_EUR,-0.002291515631608343,0.00047596951472383964,-0.009136731322664238,0.004782242441365714,-0.02011059345849664,-0.009366571519605627,0.0016337178738135005,-0.014955318045246635,0.009125732758885619,-0.027162510254166716,-0.001996104821603839,-0.003096179645061259,0.0024815731157701304,0.0020589873177856433,-0.014383795141340028,0.005262153749683307,0.0032145637751546108,0.0008417801478544096,-0.00879433732395185,-0.014822175922483694,-0.030973928850594468,-0.01914210184177534,-0.018183747878867118,-0.018153157587076918,-0.019640941974354287,-0.016498590869458707,-0.018989101907562755,-0.019539871405653275,-0.014610854625942693,-6.478428904443945e-10,2.7977620220553945e-13,-3.34215988218034e-11,6.550315845288424e-14,-3.16685622170354e-09,-4.139126819069361e-09,-2.499145335121966e-10,0.0,-5.559092075557714e-10,-5.259587210204586e-10,-4.363861494383059e-09,-0.0030540310399918003,-0.003481733038963597,-0.002239580186493839,-0.001976036205463827,-0.0018621143398833695,-0.0007386865999109427,-0.0029008759216592184,-0.002673271565615254,-0.0021982381284318953,-0.0017913459817647803,-0.0014715715021662579
SRGDP_JAP,-0.0013592165775522247,0.0007022234128051252,-0.005412896196472783,-0.0087972928507013,-0.014437032282248463,-0.007587678388981112,0.0010422819105238013,-0.007813303957934226,0.0019352097687086456,-0.01893822263726197,-0.0008961123302952956,-0.00026742157575310177,0.0021800029352936345,0.0025700963608576988,-0.0077685572408037196,0.004039937750067724,0.0023886056117294885,0.0003733273350658983,-0.00275191928671481,-0.009538106080106967,-0.029221831057139047,-0.011674119342902634,-0.010686386916290425,-0.010483832834685125,-0.012281269001206963,-0.009481185496061362,-0.01113280095330016,-0.01146745815184147,-0.008009236272016329,-4.2071846007019076e-10,-4.394545838337649e-10,0.0,-8.614764457348656e-10,-6.933292828747994e-10,7.66053886991358e-14,-3.5599301284605644e-11,1.1102230246251565e-15,-5.721645379708207e-11,3.3306690738754696e-15,-2.359905215687519e-08,-0.001948861436294469,-0.0022218242878441208,-0.0014290951214940284,-0.0012609152886000619,-0.0011882131438589738,-0.0004712806629825206,-0.0018511186261654933,-0.0017058647926859738,-0.0014027124437759886,-0.0011430528556233277,-0.0009390056289343418
SRGDP_CHN,-0.0075865547348313855,0.003828292966758795,-0.01734312365643531,-0.005685762207162659,-0.019799148321381632,-0.007293921428863648,0.0028491822606002692,-0.024577511566353794,-0.0007343419912381188,-0.03494598278368288,-0.010368998840083465,-0.004546086317835374,-0.0014471235274648997,-0.002648845578778758,-0.024390577184800755,0.004861113653207294,0.0024623996359618427,0.0018472646882505828,-0.03236148434918429,-0.04119586382526852,-0.05766464493276502,-0.042318629367673055,-0.04571248860984589,-0.04521394752032171,-0.04737060150510952,-0.0418875286733178,-0.04650650470517659,-0.047386430561357495,-0.037626118750941906,9.641115567338154e-05,-0.001446959176255036,-0.00010144450624083312,0.5438976949337093,-0.00016208477341739247,5.7535570721078955e-05,-9.686004982523144e-06,0.03395082303116359,-1.195480426818829e-05,7.795565739709964e-05,-0.00013954536691063169,-0.005251339048227277,-0.003496618686470443,-0.00398279702500115,-0.6317636949273242,-0.003370130637345703,-0.0012569583182708843,-0.005066114763289664,-0.05976098245493944,-0.003844527100113626,-0.00306605594516951,-0.0026772841011418747
SRGDP_BRA,-0.00179800913666317,0.0004895747444988441,-0.009375809653909273,0.0016559629458001712,-0.020574601987489727,-0.006861039443515904,0.001168291508334418,-0.014330251112580905,0.0010904705911607415,-0.013359263343944994,-0.0010283678267219987,-0.0013470063174486624,0.0025537895507798947,0.0026623832795513724,-0.007742196962480796,0.004641690661569831,0.00287041792218945,0.000422713575940481,-0.011671188995129866,-0.013475417068189999,-0.01206550609099799,-0.015121819752971777,-0.013199427288854704,-0.013572307104873227,-0.015584568798692189,-0.013594825911187325,-0.014061784000589661,-0.01452119637284921,-0.010939128406347587,-4.1589953703180527e-10,-5.271477698798321e-10,-9.252598687226055e-12,-1.0466255639940414e-09,9.825473767932635e-13,3.1863400806741993e-13,-2.297495527159299e-11,1.1102230246251565e-15,-2.652322805829499e-11,5.551115123125783e-15,-2.6809779396508304e-08,-0.0021843679863914334,-0.0024903083360594547,-0.0016018018239405407,-0.0014133001519284205,-0.0013318115880206483,-0.0005282408485129952,-0.002074816096126475,-0.001912012500737137,-0.0015722309691273972,-0.0012811954548114235,-0.0010524910375170338
SRGDP_IND,-0.0077934084386305225,0.003829770816463629,-0.007327639809001085,-0.018679546537407887,-0.025333590611271162,-0.007542555166393239,0.003103907549483198,-0.02253042483185974,-0.003453304702338844,-0.03418613374036761,-0.014052602543107584,-0.00697530740652097,-0.0030978223535643723,-0.0036727165820493735,-0.025358568048734487,0.0026994574440497576,0.0008236275454009956,0.003845954007547503,-0.03279959840554625,-0.041890214120042235,-0.06921709472636817,-0.04434856594112746,-0.048430768312046624,-0.04630820616012998,-0.04799830183127907,-0.04349886944293391,-0.04900532174466621,-0.04976152798881195,-0.04000091229787284,0.0002913558747963396,0.00022285114106512793,-1.5568626176021283e-05,-5.35593225159392e-06,-0.00016254930497117126,0.5581479451877169,0.00022500075824494203,0.007390962567802584,9.339737744418208e-05,0.06584309449660375,-0.00031881052291127254,-0.0055779727391847,-0.00644364306821299,-0.004266593445756972,-0.0037560927208613037,-0.0036601389833140763,-0.5687837661781087,-0.005333455920406016,-0.013835013794014084,-0.004109337518198308,-0.11762280758475352,-0.003036636890663691
SRGDP_CAN,-0.0014112527345627734,0.0008306237941579919,-0.0006695488014579754,0.028054152094750817,0.00378860411439752,0.0012599600688301127,0.0013133058975089984,-0.0013296894922881775,0.0005250602648732006,-0.014052170996979862,0.0008184362437291259,4.241278524608205e-05,0.005725156105997886,0.010521243200503072,-0.010436723772215273,0.008119218102612402,0.006252617917014147,0.0009091774779379502,-0.00451901216779349,-0.006390682761425737,-0.008727103875879605,-0.007307111690901258,-0.008422832226203658,-0.00881464998930992,-0.007594056633518087,-0.008161421235436395,-0.009464825165131918,-0.009013718314091479,-0.006553636078835967,-5.410627501589715e-10,-8.326944689329707e-10,-1.2441714325461817e-11,-1.663535975637842e-09,-6.918127182231615e-10,7.460698725481052e-13,9.992007221626409e-15,2.220446049250313e-15,-6.785128014996644e-12,8.881784197001252e-15,-4.116272211973637e-08,-0.0024553653133441156,-0.0027992506082546997,-0.0018005378129509753,-0.001588653089209524,-0.0014970558809557222,-0.0005937872429917501,-0.002332225318137926,-0.0021492280674229036,-0.0017672986489591924,-0.0014401594074436863,-0.0011830867145762314
SRGDP_KOR,-0.0011218173889354643,0.0003410579999230112,-0.00042103351597655436,0.026374852586978914,0.003416092931866066,0.002452576917602034,0.0012666978853048683,-1.827828168265988e-05,0.0005796470957297739,-0.013140416650164188,-0.000770856493447214,-0.00033973072850412844,0.003693785814249395,0.002310776761036415,-0.008894711016152468,0.005749456485536486,0.0040136014805203235,0.0005390201498411962,-0.003057002701968292,-0.004366905007341382,-0.007367179239161081,-0.005315290534655404,-0.006558304338699084,-0.006783238962452809,-0.005748592305875877,-0.0054280051917160455,-0.007376711702877237,-0.00695177460505958,-0.004845764398568875,-5.314781947873826e-10,-7.611106189742145e-10,-1.1707856906184588e-11,-1.518449255222265e-09,-6.729033996677458e-10,6.417089082333405e-13,-2.1690982343613996e-11,6.661338147750939e-15,-1.2310708008556048e-11,7.771561172376096e-15,-3.787497926399652e-08,-0.002368269377172605,-0.0026999597730692493,-0.0017366656619044463,-0.0015322960469249525,-0.001443947887316277,-0.0005727209218026053,-0.0022494963841157567,-0.0020729890782905658,-0.0017046054379243891,-0.0013890695247986695,-0.001141114689789391
SRGDP_RUS,-0.002480572387740798,0.001048982122366926,-0.002665152824070094,0.012174989716177143,-0.007231889971208161,-0.0013373282012529852,0.0014482147318972682,-0.015516868424387265,0.0015350699327498774,-0.023818416658394903,-0.0019518321115136184,-0.0028134251309402947,0.002705460738802179,0.0029048835260714334,-0.01157126426762245,0.006147539385267242,0.0034587635932870064,0.0007558252168626822,-0.008031082754499375,-0.013702240959327372,-0.021625779757725172,-0.015097743661512397,-0.015751433325081887,-0.01580600633048379,-0.016427347712342222,-0.01349316662576816,-0.016270131474823146,-0.01652007790357901,-0.011140713154051407,-5.538952629891014e-10,-7.864442430616236e-10,-1.4783174684396272e-11,-1.5589679547289848e-09,-9.318007476721846e-10,3.9968028886505635e-13,-4.017119970001204e-11,2.220446049250313e-15,1.0880185641326534e-13,6.661338147750939e-15,-4.052501889617588e-08,-0.0027074504211593853,-0.0030866305190818677,-0.0019854071131375495,-0.0017517706024161583,-0.0016507707154961304,-0.000654762676519649,-0.002571671287856514,-0.002369890436301758,-0.0019487557577529957,-0.0015880328931200394,-0.0013045656736204725
SRGDP_MEX,-0.00022324968608600226,0.000609580991934866,-0.0007426352626899169,0.01013711368278325,0.0026206898951208757,0.004248909611935803,0.0007157862920981195,0.0028098715845581435,0.0009582401780505734,-0.011930125890145526,0.0018944503884288366,-5.278141423037397e-05,0.004869556374029749,0.0028132761716403998,-0.004856120887856696,0.006141658149517726,0.004988340368549116,0.0003748124133040598,0.002678868088068498,0.0015774249900990522,-0.009896745836738274,0.0014031941708658735,0.000990461763280548,0.0006693022891601785,0.0006957677711783017,0.0004395160687242772,0.0002088944463285447,0.0006513211801684182,0.002510840412419668,-2.859534831145538e-10,-3.4145575256161464e-10,-5.497824417943775e-12,-6.789341311375097e-10,-3.1831315361330326e-10,2.8754776337791554e-13,-1.110112002322694e-11,1.1102230246251565e-15,-8.624767566800529e-12,7.216449660063518e-14,-1.701699003930912e-08,-0.00133854817141843,-0.001526041933638811,-0.0009815381377692445,-0.0008660234668150801,-0.0008160878535229399,-0.0003236772411635558,-0.0012714109957101538,-0.0011716404130429625,-0.0009634168569050416,-0.0007850700123385179,-0.0006449228069477231
SRGDP_ROW,-4.212225103716882e-06,0.0022502215534137004,-0.0014734106179020712,0.025525777849777498,0.005268763560253298,0.0008245113995386522,0.0009896662823283275,-0.002997492046293848,-1.351173861685595e-07,-0.01420564245861844,0.0017276469313287635,-0.000123657505649577,0.004704138268571967,0.0006132847390760698,-0.00719089513219473,0.00607825654251104,0.004222992750105847,0.0006037246324086532,0.0009172401635837435,0.0002575029726414879,-0.0016999936365158508,-0.0007067202095817349,-0.0010063803154575224,-0.0015839717040988521,-0.0012834819417190113,-0.0011611385197557444,-0.0018959131367457527,-0.0015674588041664217,0.0011203156985495344,9.982993504076276e-06,0.00011732085647087054,-6.458741613202257e-06,-0.011070927708254352,-1.4412773463035045e-05,6.060660806550544e-07,-3.6022526223034035e-06,0.0008039218817379457,-4.746471603533919e-06,-3.7236600525236696e-06,0.5469743616279932,-0.001842932772606054,-0.0022401122940918228,-0.0013619231875006133,0.016261716279022398,-0.0011392046841607328,-0.0004470736269357456,-0.0017603953269518247,-0.002820692176991324,-0.0013355848732443665,-0.0010882458254035665,-0.6030056687132795
