,delta_dom,delta_int,welfare
USA,0.01,0.01,86.42279028473001
EUR,12.0,12.0,14.235463216875559
JAP,0.01,0.01,38.6103654560155
CHN,12.0,12.0,-15.26062815886607
BRA,12.0,12.0,-16.798230340846175
IND,12.0,12.0,-10.327617881417922
CAN,12.0,12.0,26.17628028980512
KOR,12.0,12.0,62.39268945360362
RUS,12.0,12.0,-16.038592760353467
MEX,12.0,12.0,-10.602718780322661
ZAF,12.0,12.0,-7.497484030452796
ROW,12.0,12.0,-7.331238833155865
Negishi,,,4.524870009975771
Equal,,,-8.773734096550996
