delt_dom,delt_int,growth,World Equal,World Negishi,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW
1.0,0.0999999999999997,0.016907146494511614,0.999978900453069,0.998072317703693,1.001088514695384,1.001376307802371,1.0013064371868137,1.0009924812669528,1.000961108226524,1.0009937739509416,1.0010733757441475,1.0015577649311658,0.9054354372059555,1.0010117387812665,1.0010046640665442,1.0010561884221956
1.0,0.1258925411794164,0.016896718244020104,0.9999987439660796,0.9984714939868466,1.0008938930120843,1.0011236953060736,1.0010583191661313,1.0008101356926133,1.0007859404799337,1.0008119784418155,1.0008739947275713,1.0012571987929955,0.9227747281352041,1.000827403650944,1.000821017468237,1.0008618760097847
1.0,0.1584893192461112,0.01688721453274903,1.0000120376532953,0.9988212925546028,1.0007168117656482,1.0008952237075213,1.000835327544832,1.0006444018262461,1.0006263478339013,1.0006466046110556,1.00069351363516,1.0009883375238084,0.9387052044460098,1.0006594903805497,1.0006538829428508,1.0006853645613027
1.0,0.1995262314968878,0.016878745183024683,1.0000217326735765,0.9991252168482954,1.0005546071628413,1.0006878177636682,1.0006393252425851,1.0004970983469645,1.0004842293850442,1.0004994150952162,1.0005337832890981,1.000753225155233,0.9531513613900022,1.0005097536078023,1.0005051501987914,1.000528763547974
1.0,0.2511886431509576,0.016871480395174873,1.000027469517858,0.9993775154706629,1.0004122139278229,1.0005086091817315,1.000473356466414,1.0003710490786946,1.000362358993416,1.0003733013459866,1.000397605377399,1.0005551425636006,0.9656401487635046,1.0003812201662439,1.000377704024627,1.000394909232375
1.0,0.31622776601683783,0.016865422800248837,1.000027790720488,0.9995751924866285,1.0002945946442068,1.0003616413940284,1.0003369901113661,1.000266254858223,1.0002606885559513,1.0002682779860133,1.0002847655714242,1.0003933746604308,0.9758548288691096,1.0002740829891739,1.0002715136574005,1.000283599167426
1.0,0.3981071705534971,0.01686050752403716,1.0000242672862703,0.9997248462054544,1.0002000437503211,1.0002443738007327,1.0002279797909917,1.0001814830807503,1.0001781364959883,1.0001831466299005,1.0001937659512419,1.0002649037632594,0.9839170180004092,1.000187172730869,1.0001853968049363,1.000193484233188
1.0,0.5011872336272722,0.016856634503268627,1.0000185110272621,0.9998343167502728,1.0001262096171335,1.0001534778050225,1.0001433334951901,1.0001148911950482,1.0001130401620104,1.000116120283297,1.0001224811797016,1.0001658208908102,0.9900577655545676,1.0001187047898166,1.00011756855928,1.0001226095245972
1.0,0.6309573444801932,0.0168536759205528,1.0000119252937893,0.9999117419195127,1.0000702813792564,1.000085117337287,1.0000795667801388,1.000064171986688,1.0000632740695763,1.0000649500916363,1.0000683222330204,1.0000916808478355,0.994574452131688,1.0000664094791867,1.0000657699765478,1.0000685496894288
1.0,0.7943282347242812,0.016851486947703075,1.0000055468075937,0.9999647649852252,1.000029218653091,1.0000352629969727,1.000032991190096,1.000026749324191,1.0000264248071389,1.0000271078645342,1.0000284483123154,1.0000378785374358,0.9977867491608136,1.0000277213104276,1.000027453276914,1.0000285999958225
1.0,1.0,0.016849918375066327,0.999999999917143,0.9999999999121993,0.9999999999265846,0.9999999999286558,0.9999999999373662,0.9999999998827732,0.9999999999213351,0.9999999999479097,0.9999999999328099,0.999999999905316,0.9999999998518578,0.9999999998726056,0.9999999999050861,0.9999999999082095
1.0,1.2589254117941675,0.016848828852300702,0.9999955482667114,1.0000227815684717,0.9999798300210023,0.9999757861232814,0.9999773171106925,0.999981460830781,0.9999816330606168,0.9999811756185545,0.999980314814889,0.9999741007484602,1.0014808105590602,0.99998074554449,0.9999809325485628,0.9999801492832677
1.0,1.5848931924611138,0.016848094094106255,0.9999921966867347,1.0000371576975164,0.9999662978439492,0.999959618499428,0.999962155684229,0.9999689823141279,0.9999692393922243,0.9999684830841082,0.9999670826403546,0.9999568734578702,1.0024455503832241,0.9999677610465395,0.9999680744758137,0.9999667702106395
1.0,1.9952623149688795,0.016847611881169115,0.9999898016811983,1.0000460405806928,0.9999574557548938,0.9999490977538882,0.9999522809114668,0.9999608062295513,0.9999611015240361,0.9999601542536847,0.9999584224983983,0.9999457003638313,1.0030593608056952,0.9999592394547935,0.9999596361059819,0.9999579937717394
1.0,2.511886431509581,0.01684730306848173,0.9999881627373143,1.0000514321037146,0.9999518139837057,0.9999424083913913,0.9999459973159228,0.9999555774287001,0.9999558876415188,0.9999548209938834,0.9999528892011412,0.99993861642351,1.003441887057011,0.9999537823571405,0.9999542322509432,0.999952375422739
1.0,3.1622776601683795,0.016847109528781934,0.9999870807477752,1.0000546562512045,0.9999482889549733,0.9999382410379011,0.9999420802415259,0.9999523041757752,0.9999526187899731,0.9999514787964782,0.9999494279766783,0.9999342139103057,1.0036760627391257,0.9999503622993665,0.9999508455989037,0.9999488553145366
1.0,3.9810717055349727,0.016846990480414634,0.9999863874091546,1.0000565609668397,0.9999461261312442,0.9999356903058366,0.9999396814288232,0.9999502926704731,0.9999506074766966,0.9999494231059237,0.9999473022900031,0.9999315246796331,1.00381726572475,0.9999482586078579,0.9999487624601042,0.9999466905677196
1.0,5.011872336272725,0.01684691841051126,0.999985953904459,1.0000576751702324,0.9999448194922125,0.9999341523871472,0.9999382344814666,0.9999490758803572,0.999949389558295,0.9999481786923874,0.9999460170883158,0.9999299059804343,1.0039013328325197,0.9999469850807993,0.9999475013820512,0.9999453803083652
