country_code,country,fee
1,USA,21029.111818962814
2,EUR,47118.72714643087
3,JAP,37721.38490819222
4,CHN,23197.531183829517
5,BRA,34908.9659250261
6,IND,18906.252656537945
7,ROW,154251.6215054676
