origin_code,destination_code,sector,value
1.0,1.0,0,22608726.303312
1.0,1.0,1,9085093.207244
1.0,2.0,0,251384.816145
1.0,2.0,1,310284.353174
1.0,3.0,0,48551.260867000005
1.0,3.0,1,71548.172211
1.0,4.0,0,115994.081049
1.0,4.0,1,111236.58273599998
1.0,5.0,0,22215.689291000002
1.0,5.0,1,28453.587289
1.0,6.0,0,21845.401532999997
1.0,6.0,1,26170.179841999998
1.0,7.0,0,112498.195654
1.0,7.0,1,164126.086663
1.0,8.0,0,32555.576165000002
1.0,8.0,1,45339.70383
1.0,9.0,0,8442.551254
1.0,9.0,1,14430.529956000002
1.0,10.0,0,16757.429345
1.0,10.0,1,23501.304301
1.0,11.0,0,76941.584959
1.0,11.0,1,140029.165121
1.0,12.0,0,6002.501957
1.0,12.0,1,5763.124629
1.0,13.0,0,108135.151107
1.0,13.0,1,140278.921309
2.0,1.0,0,229658.60157
2.0,1.0,1,473328.88337299996
2.0,2.0,0,21629734.259016998
2.0,2.0,1,10981829.940889
2.0,3.0,0,37432.309084
2.0,3.0,1,93112.15066
2.0,4.0,0,126170.63321900001
2.0,4.0,1,245113.964822
2.0,5.0,0,31263.770379999998
2.0,5.0,1,47639.259376
2.0,6.0,0,35630.961947
2.0,6.0,1,66877.886493
2.0,7.0,0,27144.540836
2.0,7.0,1,53939.699358
2.0,8.0,0,26585.93634
2.0,8.0,1,59360.292208
2.0,9.0,0,57371.062319
2.0,9.0,1,95393.500338
2.0,10.0,0,20370.689515
2.0,10.0,1,42441.350611
2.0,11.0,0,13552.754734
2.0,11.0,1,48929.298247
2.0,12.0,0,7085.963351
2.0,12.0,1,13943.235383
2.0,13.0,0,177441.985768
2.0,13.0,1,278523.082251
3.0,1.0,0,32604.676193
3.0,1.0,1,114136.04307
3.0,2.0,0,40789.582972
3.0,2.0,1,75803.281672
3.0,3.0,0,4864070.65946
3.0,3.0,1,2960303.89212
3.0,4.0,0,49163.965895999994
3.0,4.0,1,124237.08992
3.0,5.0,0,1533.74
3.0,5.0,1,3639.036212
3.0,6.0,0,4740.832429
3.0,6.0,1,14068.770151
3.0,7.0,0,2957.525683
3.0,7.0,1,11406.823194
3.0,8.0,0,14633.4477
3.0,8.0,1,45403.645688
3.0,9.0,0,1691.110809
3.0,9.0,1,7201.772793
3.0,10.0,0,3998.14448
3.0,10.0,1,15390.360001000001
3.0,11.0,0,2890.411655
3.0,11.0,1,14153.578248000002
3.0,12.0,0,4220.184386999999
3.0,12.0,1,12503.352081
3.0,13.0,0,47729.996814
3.0,13.0,1,105742.04501999999
4.0,1.0,0,51857.112599
4.0,1.0,1,407045.322554
4.0,2.0,0,60233.845282
4.0,2.0,1,344986.68604299997
4.0,3.0,0,21847.409493
4.0,3.0,1,150873.020526
4.0,4.0,0,14707722.771820001
4.0,4.0,1,14100900.757745
4.0,5.0,0,3253.713704
4.0,5.0,1,26188.435949
4.0,6.0,0,10709.096418
4.0,6.0,1,86838.41542800001
4.0,7.0,0,6752.784618
4.0,7.0,1,49106.210627
4.0,8.0,0,19484.628177
4.0,8.0,1,95042.640073
4.0,9.0,0,7565.044019999999
4.0,9.0,1,45697.161517
4.0,10.0,0,6434.744193
4.0,10.0,1,49082.471277
4.0,11.0,0,5842.275128
4.0,11.0,1,65430.551676999996
4.0,12.0,0,5553.103461000001
4.0,12.0,1,32346.613893
4.0,13.0,0,65112.834971000004
4.0,13.0,1,338234.190681
5.0,1.0,0,13771.153523
5.0,1.0,1,24633.240644999998
5.0,2.0,0,23394.736666999997
5.0,2.0,1,23549.412638
5.0,3.0,0,4167.077387
5.0,3.0,1,4430.222894
5.0,4.0,0,47955.441123
5.0,4.0,1,10163.793892
5.0,5.0,0,2175402.884083
5.0,5.0,1,1021744.27349
5.0,6.0,0,4032.348661
5.0,6.0,1,3995.173216
5.0,7.0,0,1248.319352
5.0,7.0,1,3080.383362
5.0,8.0,0,2321.583147
5.0,8.0,1,1863.948221
5.0,9.0,0,1344.151065
5.0,9.0,1,2255.743142
5.0,10.0,0,355.595555
5.0,10.0,1,486.031003
5.0,11.0,0,1521.616464
5.0,11.0,1,4117.173025
5.0,12.0,0,981.095318
5.0,12.0,1,1510.079155
5.0,13.0,0,15805.325578
5.0,13.0,1,31582.737164
6.0,1.0,0,17333.037719
