origin_code,destination_code,patent flows
1.0,1.0,205243.91725517972
1.0,2.0,15098.01250220953
1.0,3.0,16251.157911948045
1.0,4.0,25408.608498454105
1.0,5.0,7560.600269353777
1.0,6.0,9292.654213232654
1.0,7.0,13776.820075213454
1.0,8.0,10453.721729064282
1.0,9.0,3719.9394573773743
1.0,10.0,5395.69313227485
1.0,11.0,1460.6109467840722
1.0,12.0,1568.895461976155
2.0,1.0,47179.749579502946
2.0,2.0,37515.19983057695
2.0,3.0,16684.848775764673
2.0,4.0,29612.13620472479
2.0,5.0,10442.817446487716
2.0,6.0,13067.191417119888
2.0,7.0,9716.522542681343
2.0,8.0,10145.113612979392
2.0,9.0,7823.86963649179
2.0,10.0,4540.090972459604
2.0,11.0,2447.9500137940063
2.0,12.0,1201.697562590928
3.0,1.0,50755.05911431915
3.0,2.0,9246.415076318362
3.0,3.0,274356.1109329252
3.0,4.0,35647.148561310096
3.0,5.0,2386.545266760359
3.0,6.0,4545.220516058815
3.0,7.0,1772.4196639754266
3.0,8.0,14300.690589778436
3.0,9.0,1673.6563011370222
3.0,10.0,786.276776303776
3.0,11.0,238.69841755515696
3.0,12.0,664.815002555081
4.0,1.0,9305.52128482825
4.0,2.0,1824.1927208023471
4.0,3.0,1683.570887186694
4.0,4.0,348177.58209148824
4.0,5.0,445.07234226418007
4.0,6.0,945.5301344829409
4.0,7.0,483.4207036362099
4.0,8.0,1032.095575268948
4.0,9.0,395.4153228878933
4.0,10.0,134.7139623898407
4.0,11.0,161.52976168793674
4.0,12.0,152.02996693181356
5.0,1.0,360.2281544889932
5.0,2.0,93.28897640217237
5.0,3.0,85.97381438465308
5.0,4.0,124.65355131439
5.0,5.0,3949.833277144116
5.0,6.0,77.5556071651693
5.0,7.0,45.68651279735148
5.0,8.0,62.88580517164387
5.0,9.0,25.420550527903465
5.0,10.0,82.04323385407255
5.0,11.0,22.83056539226616
5.0,12.0,12.836670660277449
6.0,1.0,2347.1375373263204
6.0,2.0,327.7088410505326
6.0,3.0,246.23855436483817
6.0,4.0,408.1250012512842
6.0,5.0,141.7344723357561
6.0,6.0,8319.48516957284
6.0,7.0,163.0664153926992
6.0,8.0,168.06450113049078
6.0,9.0,82.16849199566985
6.0,10.0,92.098078174362
6.0,11.0,94.33098559345363
6.0,12.0,28.883378915794456
7.0,1.0,5368.126710593305
7.0,2.0,1008.476598549407
7.0,3.0,544.3171196133367
7.0,4.0,937.5086898184964
7.0,5.0,274.5036483576629
7.0,6.0,518.3239344500843
7.0,7.0,3931.769766018289
7.0,8.0,359.9210938253999
7.0,9.0,170.24319667129097
7.0,10.0,175.803779446381
7.0,11.0,59.4767689449141
7.0,12.0,65.323259952314
8.0,1.0,16273.970260239586
8.0,2.0,2387.9448760545124
8.0,3.0,4636.424275668624
8.0,4.0,7863.057237151586
8.0,5.0,361.72907499485177
8.0,6.0,565.2028415061909
8.0,7.0,373.74399202226857
8.0,8.0,115805.27830497288
8.0,9.0,341.17235980945213
8.0,10.0,183.60509020483613
8.0,11.0,78.44039879039879
8.0,12.0,118.2911123992358
9.0,1.0,350.94756158830825
9.0,2.0,116.61051013105173
9.0,3.0,54.34746821762689
9.0,4.0,138.31422825497512
9.0,5.0,28.14359333434024
9.0,6.0,52.104189261725246
9.0,7.0,50.22879463974279
9.0,8.0,50.59031050605742
9.0,9.0,25280.683336924096
9.0,10.0,15.077327022392812
9.0,11.0,4.437963352007469
9.0,12.0,12.327490182760345
10.0,1.0,163.37485577288214
10.0,2.0,28.85355087303716
10.0,3.0,18.35220065022696
10.0,4.0,36.99152243954875
10.0,5.0,48.51930021732653
10.0,6.0,26.63837729594656
10.0,7.0,47.2790071770335
10.0,8.0,13.418867316893634
10.0,9.0,7.324461722488037
10.0,10.0,962.6450577930842
10.0,11.0,8.289108187134502
10.0,12.0,2.950295459042101
11.0,1.0,149.00868910782702
11.0,2.0,53.31419474774865
11.0,3.0,38.02257799671592
11.0,4.0,71.33527640941433
11.0,5.0,53.09757799671593
11.0,6.0,65.44430668806174
11.0,7.0,56.97694307608101
11.0,8.0,20.14205851619645
11.0,9.0,28.659085933223864
11.0,10.0,19.93491565905359
11.0,11.0,1136.56583196497
11.0,12.0,14.929205297436926
12.0,1.0,21114.95899705117
12.0,2.0,2295.19960849167
12.0,3.0,2464.635481279161
12.0,4.0,9263.539137383876
12.0,5.0,782.403730753198
12.0,6.0,1031.6005272594643
12.0,7.0,1304.065583370078
12.0,8.0,1460.0775514696595
12.0,9.0,823.4477985218116
12.0,10.0,412.01767441774734
12.0,11.0,336.8392379536828
12.0,12.0,1740.1374383384352
