,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.029407092458973796,-0.02837411490038923,-0.0391903115542815,-0.02037905107910413,-0.025181691450791736,-0.024760228772634108,-0.025789038061256007,0.39800023949558816,-0.024502825204041317,-0.023726950435912622,-0.023652326836144523,-0.0230008383389363,-0.01608510511215502
1,0.52,-0.02922966782618294,-0.028218553645727267,-0.03864645755344995,-0.020748029078800807,-0.025054632375456715,-0.02463153685917073,-0.02573836560864544,0.3975202195119021,-0.02435296152580222,-0.023692585931714277,-0.023418729816162904,-0.022884441793443254,-0.016091510921243043
2,0.54,-0.029064472517143048,-0.028090691196709715,-0.03811132175829157,-0.021128097239799207,-0.024956363023464594,-0.02455068622381833,-0.025723831279806805,0.39710033398734457,-0.024245193984521237,-0.0236986826329704,-0.0232357005783499,-0.022813579916922375,-0.016132404685325168
3,0.56,-0.02891189979449095,-0.02799294772817781,-0.037585345102612855,-0.021520171082537485,-0.024915461142939615,-0.024517421477401838,-0.025744674135433646,0.39680198235273845,-0.024177818328147308,-0.02374467321726982,-0.023119596163471118,-0.022794602717054906,-0.016202184588060834
4,0.58,-0.028778468042065807,-0.027918105748543847,-0.03708593282343164,-0.021935838175162963,-0.024907208956904223,-0.024531863175222945,-0.02580527676871754,0.396668373294782,-0.02416030321576991,-0.023837455949517885,-0.02307598100480745,-0.022829745352334334,-0.016305723283100773
5,0.6,-0.028661125630767798,-0.027888281913654816,-0.03661490136037821,-0.02235318280050439,-0.02494826400073254,-0.02460064052754008,-0.025897336437025485,0.3967537750228868,-0.024200635649191685,-0.023975126591165987,-0.023114437263585263,-0.02292764936541456,-0.016450514135155216
6,0.62,-0.02856236915743035,-0.027882221693797053,-0.03617398058129629,-0.02277265156107193,-0.025036655059051387,-0.024722066222238,-0.026017167659217574,0.3970617119343626,-0.024289170492194336,-0.024152812270837463,-0.02323953600853936,-0.02307108815651634,-0.01662405770869972
7,0.64,-0.02848705650985886,-0.02790052530831763,-0.035763061074239585,-0.023208639262148244,-0.025152686793916208,-0.024883506449417548,-0.026164145238978382,0.39760954350276934,-0.024436714919395686,-0.02436405067154664,-0.023441598209412735,-0.023279759934099455,-0.01682352659246358
8,0.66,-0.028419819560009385,-0.02793929873004158,-0.035384051183232866,-0.02362724263143896,-0.025302858442518283,-0.02508507337354322,-0.026334879350034552,0.3983593221755547,-0.02462619875964973,-0.024610820952494637,-0.023715134700857343,-0.023534089141177227,-0.017044133549404844
9,0.6799999999999999,-0.02836987637615548,-0.027982366638836437,-0.03502298051945379,-0.024035868767765225,-0.025466670432020038,-0.025311892490428433,-0.026505384928447926,0.3992719325144832,-0.02485475674514675,-0.024879301513511413,-0.02404331324386734,-0.02382253033081096,-0.017277605188323476
10,0.7,-0.028318144867465644,-0.028031290661348244,-0.03468376067877136,-0.024422401662544543,-0.025643507053961373,-0.025549631378678887,-0.026677480933355507,0.4002958364417238,-0.025102096964945416,-0.025151690393137093,-0.024410679971302102,-0.024131575487092966,-0.01750603728143708
11,0.72,-0.028268113584761022,-0.028075636830389702,-0.034353981168386276,-0.02477690659249785,-0.025811179912356506,-0.025786620679010955,-0.026834356060995573,0.4013505501560242,-0.025357985528391625,-0.025430202321654067,-0.0247890118012771,-0.02444603562121788,-0.01772193600789211
12,0.74,-0.02819954792879439,-0.028099481316068653,-0.03401920508436278,-0.02508675618816377,-0.025962169285353165,-0.026009869678188993,-0.026957549410172765,0.40236345523189865,-0.025606420506291066,-0.025690313913323867,-0.025161965115980223,-0.024744104064649206,-0.017919654611818745
