,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.027778669008677506,-0.02699227970791435,0.17249720790131876,-0.021558285670460267,-0.023392509014241128,-0.024011900011192935,-0.0239597471119236,-0.026136790306429025,-0.02321797982906387,-0.022213517493983596,-0.02071030954663658,-0.021381390355233825,-0.014338715791457263
1,0.52,-0.028473775491106197,-0.027707582316635827,0.1712731825147215,-0.022614033349175323,-0.024185642680347834,-0.024840806550539194,-0.02481110016452952,-0.02714947343864733,-0.02405024734197792,-0.023121343910690786,-0.021646350763810336,-0.02229603450062277,-0.015207756651426879
2,0.54,-0.029222980469146908,-0.02849535525478653,0.17010653944827114,-0.023745635132925852,-0.025068525975334145,-0.02576421360566792,-0.025753851765007885,-0.02829305322303073,-0.024978821860422527,-0.024129628179944084,-0.022718921177455352,-0.02332052503520517,-0.01615692180461885
3,0.56,-0.03002449700344466,-0.029340296079000374,0.16899526408128396,-0.024929142195468153,-0.02603024424245178,-0.026759749059496362,-0.026780411145257612,-0.02955128602534646,-0.026000358924048138,-0.025224001575911113,-0.02392139613950627,-0.02444674866225228,-0.01717558506343818
4,0.58,-0.030866925632813833,-0.030226710694749533,0.16793640297907056,-0.02614311328913915,-0.027055885505655273,-0.02781744066681119,-0.027860795170769833,-0.03088743162213636,-0.02708107426377806,-0.02638472613952728,-0.025224225817541086,-0.02565059020849051,-0.018240674362379337
5,0.6,-0.028573026318997243,-0.03171954759196737,0.15984778754279183,-0.025534543082736057,-0.028573769594371363,-0.029365678262728064,-0.0291481789316388,-0.032980576324259755,-0.028771968378233974,-0.02751720079634706,-0.027128640024343138,-0.02708172965573826,-0.019112983539863397
6,0.62,-0.02918805869283678,-0.03256661500645363,0.15865870898894563,-0.026537474871295767,-0.029575466796918578,-0.030390242200274215,-0.030218441675338263,-0.034306791231951156,-0.02985197464167372,-0.028672140695652954,-0.02847752137143368,-0.028270943463434332,-0.02009400135864385
7,0.64,-0.029779787530341478,-0.03339029230894605,0.15750357957632982,-0.02749936521446874,-0.030563276019810487,-0.03139658815241981,-0.03127830346035323,-0.035600447692057065,-0.030922465524074745,-0.029814514689370006,-0.02982728704818921,-0.029454070156117947,-0.021053118426234297
8,0.66,-0.030340281255292586,-0.034181388310547574,0.15635679209894107,-0.028410398563124557,-0.03151512828686741,-0.03236319779869765,-0.03230110293551907,-0.03682500171420528,-0.031964707908848825,-0.030931796554318016,-0.031152321842791205,-0.030601722908097876,-0.021974415835488495
9,0.6799999999999999,-0.030862936441678566,-0.034922148036021436,0.15518870975680846,-0.02925823888192271,-0.03242279529168668,-0.033280789072605545,-0.033275516908078104,-0.03796125511077965,-0.03296452726063105,-0.03200587213241919,-0.032420667365563274,-0.03170134740045131,-0.02284521231955093
