,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0014937967884295,-0.0016506017170138,-0.0020092004366439,-0.0012745428200386,-0.0013559041045714,-0.0014153136547405,-0.001754422418254,-0.001774538172275,-0.0014046175171496,0.0414535935836897,-0.0014664170816972,-0.0011525652678895,-0.000313454449837
1,0.52,-0.0014965805233811,-0.0016204263694503,-0.0019726856824194,-0.0012581485536757,-0.0013325563150274,-0.0013944235634926,-0.0017173454064429,-0.0017567600301236,-0.001387723262423,0.0414106543023547,-0.0014439893005351,-0.0011311827502051,-0.0003043683699608
2,0.54,-0.0014971852287097,-0.0015881982608284,-0.0019330556366479,-0.0012402124853619,-0.0013082581012827,-0.0013722699651215,-0.0016781454873669,-0.0017379544393659,-0.001369802047796,0.0413253873290127,-0.0014206379707486,-0.0011087832347552,-0.0002958030468228
3,0.56,-0.0014953020133782,-0.0015542593056718,-0.0018906095037818,-0.0012207923831271,-0.0012831561560606,-0.0013488672511025,-0.0016372473752741,-0.0017179689613279,-0.0013507773629132,0.0411987990323404,-0.001396446583263,-0.0010854164430126,-0.000287722214192
4,0.58,-0.0014909046131625,-0.0015187577510306,-0.0018457266405629,-0.0012000990260439,-0.001257401715867,-0.0013242506886728,-0.0015951662450906,-0.0016966276768848,-0.001330567973351,0.0410338539814816,-0.0013715067759981,-0.0010611519816324,-0.0002800485836092
5,0.6,-0.0014834122645605,-0.0014826320950548,-0.001799037968363,-0.0011779967061376,-0.001231220032509,-0.0012985681185336,-0.0015524204690239,-0.0016738415439219,-0.0013092933492711,0.0408354262250309,-0.001345988518588,-0.0010360941665605,-0.0002726537970734
6,0.62,-0.001473146936505,-0.0014458973068664,-0.0017509504284163,-0.0011548906433029,-0.0012047867952339,-0.0012719416939206,-0.0015096106052492,-0.0016494816443493,-0.0012869409011181,0.040608609671793,-0.0013200351211725,-0.0010103900909644,-0.0002654305853965
7,0.64,-0.0014602320180531,-0.0014088611176625,-0.0017019198361381,-0.0011310146679304,-0.0011782703137901,-0.0012445307968711,-0.0014672531761348,-0.0016234767913706,-0.0012635899446543,0.040359483968885,-0.0012937890172829,-0.0009841750036382,-0.0002582369640899
8,0.66,-0.0014448476366758,-0.001371775278839,-0.0016523806109122,-0.0011065592268016,-0.0011517991162749,-0.0012164975400499,-0.001425784208589,-0.001595808650943,-0.0012393348151918,0.0400944601861899,-0.001267364007321,-0.00095756414816,-0.000250902727162
9,0.6799999999999999,-0.0014271996892481,-0.0013348383891359,-0.0016027071004035,-0.0010816979741785,-0.0011254674751876,-0.0011880020317073,-0.0013855428269872,-0.001566518847032,-0.001214281256699,0.0398195652364852,-0.0012408408064867,-0.0009306574792787,-0.0002432539027856
10,0.7,-0.0014074946268809,-0.0012982017904612,-0.0015532112914998,-0.0010565815940037,-0.001099336243905,-0.001159195968575,-0.0013467558861143,-0.0015357084586396,-0.0011885421799573,0.0395399600107362,-0.0012142645898576,-0.0009035384984756,-0.0002351259119834
11,0.72,-0.0013859201534473,-0.0012619782444555,-0.001504148121538,-0.0010313383631233,-0.0010734372240447,-0.0011302184221898,-0.0013095284845668,-0.0015035301887549,-0.0011622353286678,0.0392595526684545,-0.0011876492190246,-0.000876277437606,-0.0002263771705536
12,0.74,-0.0013627470039904,-0.0012262382733132,-0.0014557622904837,-0.0010059143799895,-0.0010477639573956,-0.0011011801990559,-0.0012738319347109,-0.001470162474602,-0.001135467422329,0.0389808853798263,-0.0011609692303905,-0.0008489020912348,-0.0002168775559393
13,0.76,-0.0013378478498639,-0.0011910621620036,-0.0014081058141973,-0.0009808592697304,-0.0010223330823193,-0.0010722069736824,-0.0012395469988755,-0.0014358282412533,-0.0011083797205752,0.0387048176491936,-0.0011342307381597,-0.0008215475122452,-0.0002066222161472
14,0.78,-0.0013114999932774,-0.0011564893503667,-0.0013613935313224,-0.0009559465990125,-0.0009971168760517,-0.001043381009482,-0.0012064556462049,-0.0014007527617844,-0.001081080061253,0.0384307310772243,-0.0011074001816979,-0.0007942287567667,-0.0001955552786069
15,0.8,-0.0012838174100584,-0.001122554571,-0.0013157330092765,-0.0009312413786602,-0.0009720949896839,-0.0010147748696434,-0.0011742857562233,-0.0013651541642485,-0.0010536791812604,0.0381570011265714,-0.0010804626072991,-0.0007670076077203,-0.0001837022633006
16,0.8200000000000001,-0.001254964816986,-0.0010892782608654,-0.0012712019756852,-0.0009067595580289,-0.0009472441082623,-0.0009864412980693,-0.001142748171374,-0.0013292330162138,-0.0010262710066866,0.0378814024855259,-0.0010534078315727,-0.0007399371659228,-0.000171119436972
17,0.8400000000000001,-0.0012250667693328,-0.0010567266197346,-0.0012278830115779,-0.0008824058985474,-0.0009225690231622,-0.0009584426012939,-0.0011116011596698,-0.0012932051976976,-0.0009989641938765,0.0376014493358761,-0.0010262711469439,-0.0007130828751987,-0.0001578824446035
18,0.86,-0.001194221369448,-0.0010248294194624,-0.0011857993280741,-0.0008587171060477,-0.0008980660197076,-0.0009308054452394,-0.0010806291940359,-0.0012572108280382,-0.0009718205146205,0.0373148823163119,-0.000999078147077,-0.0006865605220222,-0.000144178866324
19,0.88,-0.0011627321098739,-0.0009936504072512,-0.0011449906925069,-0.0008353625385856,-0.0008737483352297,-0.0009035710410947,-0.0010497093799736,-0.0012214299059458,-0.0009449195150813,0.037020055354243,-0.0009718801264275,-0.0006603957529417,-0.0001300755812441
20,0.9,-0.0011307313995079,-0.0009632253033528,-0.0011054984874676,-0.0008124219778975,-0.0008496642220009,-0.0008767947129428,-0.0010188083700042,-0.0011859969368612,-0.0009183494499156,0.0367159327105713,-0.0009447677286769,-0.0006346780938655,-0.0001157060189933
21,0.92,-0.0010984226420522,-0.0009335751105134,-0.0010673390662566,-0.0007898808961701,-0.0008258568763944,-0.0008505193808227,-0.0009879455860009,-0.0011511953444098,-0.0008921788533639,0.0364021202597857,-0.0009178255163288,-0.0006094706359116,-0.0001011871653921
22,0.94,-0.001066054015895,-0.0009047155728236,-0.0010305161911559,-0.0007677943727157,-0.0008023733753223,-0.0008247847205136,-0.000957186092247,-0.0011170270751579,-0.0008664657315902,0.036078730148255,-0.0008911392442305,-0.0005848372891672,-8.664690180737549e-05
23,0.96,-0.0010338248395618,-0.0008766686950019,-0.0009950342634435,-0.0007461940870274,-0.0007792696665526,-0.0007996353774703,-0.0009266364857509,-0.0010836007697213,-0.0008412699182842,0.0357464522923185,-0.0008648016870967,-0.0005608377647271,-7.21954934146147e-05
24,0.98,-0.0010019178816877,-0.0008494554469772,-0.0009608925471866,-0.0007251107848738,-0.0007566023038759,-0.0007751145005121,-0.0008964223346267,-0.0010510092231427,-0.000816645958693,0.0354063428249241,-0.00083890235542,-0.0005375248083754,-5.793159988220708e-05
25,1.0,-0.0009704953643634,-0.000823094570866,-0.0009280853392854,-0.0007045732657182,-0.0007344254827844,-0.0007512619991631,-0.0008666744132833,-0.0010193290214449,-0.0007926422135221,0.035059695902863,-0.0008135239504205,-0.0005149431255052,-4.3941186652498096e-05
26,1.02,-0.0009404402400346,-0.000797470139989,-0.0008962109209996,-0.0006844920716907,-0.0007126673973953,-0.0007279948274124,-0.0008373795945468,-0.0009884697809763,-0.0007691674854289,0.034707327015292,-0.0007886089011291,-0.0004930143144826,-3.032173855602453e-05
27,1.04,-0.0009104316765819,-0.0007728549757949,-0.0008660308424174,-0.0006651198780353,-0.0006916146125434,-0.0007055792063593,-0.0008089247795281,-0.0009587752774394,-0.0007465198894157,0.0343512224652445,-0.0007644816437839,-0.0004719999388614,-1.7109900946881713e-05
28,1.06,-0.0008812527172702,-0.0007491253494528,-0.0008371397166315,-0.000646358668365,-0.0006711804680842,-0.0006839186307795,-0.0007812714692716,-0.0009301278580077,-0.0007245935767393,0.0339929148355237,-0.0007410619054346,-0.000451797705818,-4.350318495916863e-06
29,1.08,-0.000852974881406,-0.0007262826930084,-0.0008095122297081,-0.0006282212491013,-0.0006513930702944,-0.0006630287870198,-0.0007544974740207,-0.0009025443316611,-0.0007034069133193,0.0336337436159186,-0.0007183890567326,-0.0004324176081623,7.920741416330921e-06
