,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-5.309157026395579e-05,-4.8105860828898656e-05,-6.978730206494526e-05,-3.664683675203967e-05,-3.975563071102086e-05,-3.825519515440404e-05,-4.43526605609552e-05,-5.492394320537888e-05,-4.401420987827371e-05,-4.000688146603269e-05,0.0001542684323884,5.951749690053973e-05,-5.097054159916503e-06
1,0.52,-5.234305807992814e-05,-4.7568386370605576e-05,-6.846943858297847e-05,-3.6596939810119335e-05,-3.908698092118559e-05,-3.7523406828862285e-05,-4.390918776187571e-05,-5.432622035213204e-05,-4.327806544478125e-05,-3.9585859572664825e-05,0.0001545379913662,6.020468477457133e-05,-4.899398439753039e-06
2,0.54,-5.148611291864859e-05,-4.69605698464094e-05,-6.701535712136978e-05,-3.647369008699189e-05,-3.8407602952937165e-05,-3.6782612807053326e-05,-4.3426283588979584e-05,-5.369834129165776e-05,-4.24927435769025e-05,-3.913643026549492e-05,0.0001545587669506,6.080124165872616e-05,-4.7169621525695295e-06
3,0.56,-5.052596949400266e-05,-4.62815315725814e-05,-6.543944948390278e-05,-3.627248163771134e-05,-3.7724142694647575e-05,-3.6046734719737015e-05,-4.2899300638667705e-05,-5.303877863707061e-05,-4.166534759184861e-05,-3.8655111629378045e-05,0.0001543477193354,6.130620317506569e-05,-4.54224223613648e-06
4,0.58,-4.947514484554537e-05,-4.5527707896417686e-05,-6.375965092571178e-05,-3.599463890348487e-05,-3.704138678923592e-05,-3.532949371344317e-05,-4.232474045020229e-05,-5.234553812738461e-05,-4.080430784056914e-05,-3.814015277356011e-05,0.000153933392086,6.172311995537835e-05,-4.366590341123417e-06
5,0.6,-4.832511709723443e-05,-4.471937203377409e-05,-6.2012413222967e-05,-3.563116903418335e-05,-3.636446170512475e-05,-3.464570595145604e-05,-4.169992543398287e-05,-5.162024914665652e-05,-3.99244148377665e-05,-3.758866123420558e-05,0.0001533487973741,6.205810233370407e-05,-4.18029957166061e-06
6,0.62,-4.710672507123743e-05,-4.38488060117741e-05,-6.019857899202589e-05,-3.519738781610487e-05,-3.569266943239889e-05,-3.400318876031544e-05,-4.102477359028441e-05,-5.0858655006140425e-05,-3.903305554250711e-05,-3.700557065658253e-05,0.0001526235010528,6.231537839355607e-05,-3.97806590734538e-06
7,0.64,-4.583140729953584e-05,-4.292304941942335e-05,-5.834292815654525e-05,-3.469904532339616e-05,-3.502510827994337e-05,-3.3406812159037435e-05,-4.030031763500455e-05,-5.005946052527708e-05,-3.814063892415018e-05,-3.6394556281475376e-05,0.0001517820736039,6.249888259243395e-05,-3.754958208052227e-06
8,0.66,-4.4513175459656826e-05,-4.194965677632765e-05,-5.646384295754951e-05,-3.4142542894449976e-05,-3.435859351971618e-05,-3.285514989858574e-05,-3.9528712471396975e-05,-4.922060603264264e-05,-3.725504616852407e-05,-3.576010481195641e-05,0.0001508426915994,6.261168400672486e-05,-3.5078086918634857e-06
9,0.6799999999999999,-4.316541571541687e-05,-4.093656011397078e-05,-5.45772975022198e-05,-3.3534493952738305e-05,-3.368884371012371e-05,-3.2341024476029955e-05,-3.871296982701808e-05,-4.833961613422862e-05,-3.638117187999756e-05,-3.5106655127634825e-05,0.000149814244654,6.265473626555791e-05,-3.2356920508694937e-06
