,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.11006703792609904,0.1682239097368947,-0.11419530573569911,-0.07987518201049172,-0.07289269445117413,-0.07468609130821531,-0.09095277498762916,-0.10485733105408922,-0.04957855672939083,-0.07996064861488816,-0.07890362863427725,-0.07185401078279778,-0.03976547189456749
1,0.52,-0.11068228787748365,0.16759770892015252,-0.11398064926847669,-0.08185851186711116,-0.07460210743526118,-0.07612781367930536,-0.09192278869985249,-0.10609982062691316,-0.05173460441585297,-0.08102863346388417,-0.08016812868797017,-0.0732999152868374,-0.04077268317315031
2,0.54,-0.11120691256619919,0.16702630266193755,-0.1137106620215768,-0.0837629618858652,-0.0765049376960636,-0.07773153141858898,-0.09298505257462063,-0.10748037272035922,-0.05423517205961239,-0.08220173171743608,-0.08162930865205238,-0.07488800759768974,-0.041802453184606576
3,0.56,-0.11160444659753965,0.16647029129202795,-0.11338652117173993,-0.08554996032651382,-0.07854149266208013,-0.07945542394505656,-0.09411349315197441,-0.1089272585220034,-0.05702815602238373,-0.08345963938796962,-0.08325698060109317,-0.0765839936858608,-0.04282781295867494
4,0.58,-0.10808185383849406,0.16076317115766012,-0.11351687938203231,-0.0847463438250181,-0.08108940536151839,-0.08174320416538883,-0.09496452481828252,-0.11074733106554573,-0.06112010539614537,-0.08419272112641978,-0.08536996530410712,-0.07843833437496127,-0.04386596227239112
5,0.6,-0.1078317736531112,0.16004964151712736,-0.11293038546622544,-0.08589068232667268,-0.0830405480392193,-0.083420944720233,-0.09602355794338456,-0.1120472014795543,-0.06417951185040505,-0.08542942582383936,-0.08706494198467599,-0.08007738931091533,-0.044651911386743556
6,0.62,-0.1074221263385218,0.1592575978873282,-0.11227663998712717,-0.08684846250591481,-0.08491215659643676,-0.08505518999886642,-0.09705563321398701,-0.11322579847565045,-0.06729448677412488,-0.08666703037128742,-0.08876205971802083,-0.08168345087850085,-0.045364856915461056
7,0.64,-0.10685548525244905,0.15836357856584052,-0.11154844347149402,-0.08762102167456429,-0.08664173057073513,-0.0865972427608035,-0.09801441727546359,-0.11423588450945313,-0.07038881719667622,-0.08787561800137747,-0.09041231243190383,-0.0832147118449971,-0.045995295736517686
8,0.66,-0.10614535570527642,0.1573393383760031,-0.11075735728137318,-0.08821027991134385,-0.08818817045825746,-0.08801572149338162,-0.09886872878999989,-0.11502885960684252,-0.07340181308936622,-0.08902005679268414,-0.09196268688332498,-0.0846333661314643,-0.04653670341932811
9,0.6799999999999999,-0.10530022219510429,0.15617231984435986,-0.10990183665299831,-0.0886215371763571,-0.0895252484585144,-0.08927817982596328,-0.09957933462660831,-0.1155785820929423,-0.07626782927581326,-0.09007832434090814,-0.09337351238675279,-0.08591150899737589,-0.0469832640072997
