,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0011086496014393,-0.0008954733851511,-0.001259754752756,-0.0007861823896765,-0.0008468716185541,-0.0008930501134379,-0.000869984238916,-0.0011278313343287,0.0414034678305521,-0.0007733213701358,-0.0009233135255688,-0.0005521361996551,0.0005784467516526
1,0.52,-0.0010867772199767,-0.0008982115002064,-0.0012343125037893,-0.0007759966761119,-0.0008282122319033,-0.0008751351514948,-0.0008620480342505,-0.0011170173341189,0.0413923345031081,-0.0007663444884505,-0.0009056648712404,-0.0005352111818901,0.0005790816433601
2,0.54,-0.0010629193984397,-0.0008998618112233,-0.0012066506614997,-0.0007648301060727,-0.0008089856689497,-0.0008562960249913,-0.0008535168805996,-0.0011054134441169,0.0413437254848818,-0.0007589409599284,-0.000887326691247,-0.0005176354548884,0.0005784702980424
3,0.56,-0.0010372977956523,-0.0009001554580784,-0.0011769847936247,-0.0007527483110754,-0.0007894624636495,-0.0008367224816492,-0.0008442423397329,-0.0010929147685024,0.0412591628512484,-0.0007509649070671,-0.0008684982477037,-0.0004995758319577,0.0005767983656097
4,0.58,-0.0010101472471465,-0.0008989078961167,-0.0011456019217015,-0.000739814562606,-0.000769898826115,-0.0008166241066384,-0.0008340806665226,-0.0010794192538544,0.041141726210272,-0.0007422771132032,-0.0008493932010364,-0.0004812102348814,0.0005743327369817
5,0.6,-0.0009814990625194,-0.0008961277092427,-0.0011130592566325,-0.0007259666464366,-0.0007505191861368,-0.0007962242363346,-0.0008229053348768,-0.0010648617729442,0.0409955054944859,-0.0007327460224281,-0.0008302372074338,-0.0004627104080986,0.0005714098799496
6,0.62,-0.0009519777886512,-0.0008914570988743,-0.0010792784643427,-0.0007114931878744,-0.0007314236797943,-0.0007756626135596,-0.0008106196470921,-0.0010490813463434,0.0408236729808821,-0.0007223639630273,-0.0008111616101687,-0.0004442260447129,0.000568288094385
7,0.64,-0.0009217607285001,-0.0008848372568685,-0.0010447491419506,-0.0006964404010235,-0.0007126870893253,-0.0007550941425563,-0.0007971537351827,-0.001032005961851,0.0406289351408956,-0.0007111070578173,-0.00079229396074,-0.0004258876127956,0.0005652438016489
8,0.66,-0.0008910906161855,-0.0008762251922684,-0.0010097702190794,-0.0006808689918957,-0.0006943039081709,-0.0007346203418296,-0.0007824639690128,-0.0010135689848544,0.0404130059131181,-0.0006989850304515,-0.0007736806525195,-0.0004077778640182,0.0005625147545307
9,0.6799999999999999,-0.0008601872748978,-0.000865607532415,-0.0009746107492599,-0.0006648339356635,-0.0006762190375205,-0.0007143002642541,-0.0007665394224564,-0.0009937339902198,0.0401761472517601,-0.0006860323756584,-0.0007552977260777,-0.000389939487557,0.0005602726717337
