,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0153182054318854,-0.015529848382941,-0.0170677325388293,-0.0115950484757217,-0.0128368863770503,-0.0126912015034755,0.385273913015821,-0.0157856530983082,-0.0126861234333694,-0.0133258716440477,-0.0135256686822622,-0.0126987957998453,-0.0068463198611529
1,0.52,-0.0153637541785811,-0.0152895095423632,-0.0168033027303531,-0.0114826367214587,-0.012660728374123,-0.0125366571435782,0.3849969063681965,-0.0156526151968268,-0.0125694651608643,-0.0129516084716256,-0.0133599273938486,-0.0125440576510211,-0.0067541562102643
2,0.54,-0.0153998081978691,-0.0150414398964222,-0.0165282709155361,-0.0113665731028013,-0.0124836746541086,-0.0123816071369629,0.3846210573434365,-0.0155226424626504,-0.0124543788418672,-0.012563400690222,-0.013196313492996,-0.0123892733207766,-0.0066645686156859
3,0.56,-0.0154251151259296,-0.0147894431855361,-0.0162453112935601,-0.0112482198115273,-0.012307344727058,-0.0122270864117271,0.3841656327171118,-0.0153954678227823,-0.0123410462069858,-0.012166796025248,-0.0130362422259049,-0.0122357659414468,-0.006578376969845
4,0.58,-0.0154411378874593,-0.0145349494134769,-0.0159573248877321,-0.0111303321649249,-0.0121333856709062,-0.0120741452795867,0.3836567348648428,-0.0152703345347654,-0.0122293779448218,-0.011768735094931,-0.0128810247168162,-0.0120849724997785,-0.0064963811479416
5,0.6,-0.0154437218430835,-0.0142875624118778,-0.0156680826123126,-0.011012101882543,-0.0119642045388814,-0.0119247444028123,0.3831273320414163,-0.0151469603054083,-0.0121211224615573,-0.0113759754004016,-0.0127325369644953,-0.0119385613593092,-0.0064192995945063
6,0.62,-0.015436019528855,-0.0140474007337297,-0.0153821807562023,-0.0108972757876543,-0.0118019473128817,-0.0117806229847238,0.3826129299151855,-0.0150247733573873,-0.0120167383933923,-0.0109981890764792,-0.012592509847187,-0.0117985464511487,-0.0063480202925788
7,0.64,-0.0154198291315327,-0.0138173820319088,-0.0151022213288669,-0.0107883079768741,-0.0116486835423756,-0.0116436363679105,0.3821507352778461,-0.014903272175957,-0.0119173197936299,-0.0106444891880645,-0.0124624822738314,-0.0116667397072925,-0.0062832891704048
8,0.66,-0.015396772591324,-0.0135997947495154,-0.014831187502486,-0.0106869136924746,-0.0115061258631536,-0.0115154825923253,0.3817758461307886,-0.0147822049977073,-0.0118239378023407,-0.0103235575110285,-0.0123436594700942,-0.0115446167108462,-0.0062254880196633
9,0.6799999999999999,-0.0153681746875472,-0.0133962055644278,-0.0145714614925283,-0.0105943753872435,-0.0113755111153398,-0.0113975261582567,0.3815171133633435,-0.0146615385131216,-0.011737468067777,-0.0100432207981402,-0.0122367471760191,-0.0114332175084107,-0.006174660730006
10,0.7,-0.0153347716186062,-0.0132073988643983,-0.0143246919107135,-0.010511383227611,-0.0112574475158564,-0.0112906021780197,0.3813935151940398,-0.0145413804035353,-0.0116584144609623,-0.0098097435076957,-0.0121417941133094,-0.0113329795410501,-0.0061304332278274
11,0.72,-0.0152965186420983,-0.0130333524657632,-0.0140917173729781,-0.0104379543650569,-0.0111518176318699,-0.0111948601642947,0.3814114380298097,-0.0144218463417539,-0.0115867679180365,-0.0096270997879614,-0.0120580993830351,-0.0112436271348386,-0.0060919684765931
12,0.74,-0.0152539570537944,-0.012873115726244,-0.0138730547755356,-0.0103712572917734,-0.0110575786934129,-0.0111095318890556,0.381563834390512,-0.0143027904117961,-0.0115217686982436,-0.009496260618071,-0.0119840135540551,-0.0111637289515843,-0.0060576708216276
13,0.76,-0.0152026271564202,-0.012725406756434,-0.013666664815165,-0.0103151486491614,-0.0109734433342414,-0.0110334634476033,0.3818302134862774,-0.01418403621152,-0.0114624639418758,-0.0094151551075312,-0.0119177209893911,-0.0110924309095595,-0.0060265297519004
14,0.78,-0.0151421763627197,-0.0125881493496613,-0.0134719904799472,-0.010264846364994,-0.0108972160735709,-0.0109646073368202,0.382179071120229,-0.0140650748189797,-0.0114070972093496,-0.0093788195834473,-0.0118565286589905,-0.0110270620110858,-0.0059962356368546
15,0.8,-0.0150705519633697,-0.0124590041522609,-0.0132872235155295,-0.0102183068755199,-0.0108264723377621,-0.0109005728513565,0.3825718141890292,-0.0139451277868053,-0.0113536896805702,-0.0093796955673015,-0.0117976246873676,-0.0109650993585654,-0.005964763781087
16,0.8200000000000001,-0.0149863288629862,-0.0123354581701909,-0.0131102562483848,-0.0101730040946939,-0.01075862140939,-0.010838750763466,0.382967007805974,-0.0138232079683033,-0.0113000670198174,-0.0094086312728093,-0.0117381249383606,-0.0109038440829349,-0.0059301108082798
17,0.8400000000000001,-0.0148879769894777,-0.0122156677012532,-0.0129392201666632,-0.0101251455939522,-0.01069138983777,-0.0107768272554795,0.3833236865364601,-0.0136986384925579,-0.0112443990265305,-0.0094561085556972,-0.0116756760565669,-0.0108408252978119,-0.0058903573941652
18,0.86,-0.0147738301882885,-0.0120965197521971,-0.0127719196516533,-0.0100787016705113,-0.0106225736368772,-0.0107124485936935,0.3836051334006334,-0.0135701757577984,-0.0111846865942914,-0.0095126855234946,-0.0116080332483175,-0.0107745191137046,-0.0058450023009269
19,0.88,-0.0146449261468236,-0.0119767913468626,-0.0126067601150793,-0.0100281756148894,-0.0105504099549065,-0.0106438715679943,0.3837813963567683,-0.0134373676715224,-0.0111195731447041,-0.0095703528162666,-0.0115335448745644,-0.0107028102422268,-0.0057925216966703
20,0.9,-0.0145012854009954,-0.0118552718917985,-0.0124425418309984,-0.0099732131134393,-0.0104737607240316,-0.0105699206936413,0.383829341363523,-0.0132984748338102,-0.0110481941165097,-0.009622587230407,-0.0114512886267306,-0.0106247626994498,-0.0057325264895706
21,0.92,-0.0143430756142434,-0.0117311780615052,-0.012278433174897,-0.0099123231082025,-0.010391920837321,-0.0104899100415419,0.3837330290268512,-0.0131570173113903,-0.0109701266340702,-0.0096645993236581,-0.011360855235105,-0.0105397498318549,-0.0056647389555359
22,0.94,-0.0141721869858204,-0.0116038732397746,-0.0121137062259858,-0.0098455507103596,-0.0103044057579483,-0.0104034003253598,0.3834831013017457,-0.0130110522215154,-0.0108850838873162,-0.009693083851006,-0.0112620701721544,-0.0104475344833888,-0.0055894611163828
23,0.96,-0.0139901224675054,-0.0114731585833784,-0.0119480491298527,-0.0097728800593845,-0.010211168356514,-0.0103104156850791,0.3830763311702083,-0.0128609371545968,-0.0107932132734848,-0.0097062101480375,-0.0111552377860225,-0.0103482828291698,-0.0055071651971894
24,0.98,-0.0137985217174382,-0.0113390955444641,-0.0117813969639051,-0.0096945355876445,-0.010112432751594,-0.0102112698484919,0.3825143083244146,-0.0127071803292755,-0.0106949087467105,-0.0097033032440958,-0.0110409398044346,-0.0102424351181048,-0.0054185100712452
