country_code,country,fee
1,USA,13434.468182679891
2,EUR,25275.86484450715
3,JAP,24098.342798232567
4,CHN,14819.7649662435
5,BRA,22301.62624305978
6,IND,12078.277577987297
7,ROW,98543.79581420636
