,beta,alpha,UUPCOSTS
0,0.6223347530337509,0.5902392308175283,0.0
1,0.3449193321132418,0.37081958250329433,0.0036060945360138334
2,0.03274591485300743,0.34773510436268085,0.0011953444836649999
