origin_code,destination_code,sector,value
1.0,1.0,0,16585391.729433998
1.0,1.0,1,7602170.84778
1.0,2.0,0,174923.55566
1.0,2.0,1,260363.171776
1.0,3.0,0,48899.291410000005
1.0,3.0,1,60243.909097
1.0,4.0,0,28167.32217
1.0,4.0,1,44802.12966
1.0,5.0,0,12749.891223
1.0,5.0,1,18039.973301
1.0,6.0,0,9599.020924
1.0,6.0,1,14441.435163
1.0,7.0,0,236245.84927900002
1.0,7.0,1,441159.730802
2.0,1.0,0,192754.943065
2.0,1.0,1,379588.639064
2.0,2.0,0,21604520.685503997
2.0,2.0,1,11760348.397615999
2.0,3.0,0,43464.248413
2.0,3.0,1,77477.86361500001
2.0,4.0,0,36536.906233
2.0,4.0,1,93805.28625
2.0,5.0,0,17447.174565
2.0,5.0,1,31921.738963
2.0,6.0,0,23603.246081999998
2.0,6.0,1,44385.096768
2.0,7.0,0,296727.86376700003
2.0,7.0,1,519753.640273
3.0,1.0,0,31070.994499
3.0,1.0,1,121680.460483
3.0,2.0,0,38995.548016
3.0,2.0,1,90287.06172
3.0,3.0,0,4494914.958637999
3.0,3.0,1,3008795.525771
3.0,4.0,0,26339.857612
3.0,4.0,1,89945.415049
3.0,5.0,0,1090.829769
3.0,5.0,1,3818.556225
3.0,6.0,0,3131.691766
3.0,6.0,1,11387.815627
3.0,7.0,0,62269.67991200001
3.0,7.0,1,191783.89590200002
4.0,1.0,0,29358.281786
4.0,1.0,1,246041.85837600002
4.0,2.0,0,35464.490731
4.0,2.0,1,205683.16579
4.0,3.0,0,17450.079361
4.0,3.0,1,93023.050499
4.0,4.0,0,4060557.452281
4.0,4.0,1,4627968.997352
4.0,5.0,0,1631.599937
4.0,5.0,1,10656.506765
4.0,6.0,0,3831.281586
4.0,6.0,1,28004.654534
4.0,7.0,0,64239.699536
4.0,7.0,1,258846.72992100002
5.0,1.0,0,11198.843226
5.0,1.0,1,24382.694778
5.0,2.0,0,20250.601651
5.0,2.0,1,27384.283000000003
5.0,3.0,0,2535.26994
5.0,3.0,1,4123.152546
5.0,4.0,0,9837.983525
5.0,4.0,1,2563.26215
5.0,5.0,0,1338722.52897
5.0,5.0,1,968242.0139939999
5.0,6.0,0,492.493243
5.0,6.0,1,978.210617
5.0,7.0,0,14805.206906
5.0,7.0,1,40549.099736000004
6.0,1.0,0,9342.049848999999
6.0,1.0,1,41848.206997999994
6.0,2.0,0,16058.040734999999
6.0,2.0,1,46934.924127
6.0,3.0,0,1262.618675
6.0,3.0,1,4765.661847
6.0,4.0,0,5395.855883
6.0,4.0,1,7022.08512
6.0,5.0,0,706.327283
6.0,5.0,1,3041.598707
6.0,6.0,0,1293921.415356
6.0,6.0,1,748156.387538
6.0,7.0,0,13383.84071
6.0,7.0,1,41272.468387
7.0,1.0,0,357073.896471
7.0,1.0,1,575636.423941
7.0,2.0,0,477195.69504799997
7.0,2.0,1,414947.468221
7.0,3.0,0,140618.02202200002
7.0,3.0,1,116237.33045499999
7.0,4.0,0,133100.78979399998
7.0,4.0,1,174372.995659
7.0,5.0,0,18808.522963
7.0,5.0,1,27455.948214999997
7.0,6.0,0,48684.978136
7.0,6.0,1,41207.533952
7.0,7.0,0,10726776.809346
7.0,7.0,1,5392759.812723
