country_code,country,fee
1,USA,19511.28652167895
2,EUR,36708.90684755303
3,JAP,34998.75578552015
4,CHN,21523.19515059783
5,BRA,32389.32971598538
6,IND,17541.64968110192
7,ROW,143118.15018800888
