country,RD ratio pharma,RD ratio chemicals
1,0.0750486990885161,0.06641433313317542
2,0.0601413299839901,0.10953202018541523
3,0.0690862604239775,0.09833861837152047
7,0.0492817243302787,0.0318803607540303
10,0.018027752770573,0.129260815501013
12,0.0231292482399182,0.028442896820654068
