country_code,country,fee
1,USA,20134.939161519735
2,EUR,40200.29500886399
3,JAP,36117.44503302469
4,CHN,22211.15580652713
5,BRA,33424.61208742736
6,IND,18102.345467032086
7,ROW,147692.7338309024
