,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.4598983781290793,0.2887770288137058,0.2879871983864618,0.1318234539270249,0.3227867190512807,1.1454093242705208,0.2954313150413701,0.2510672837624995,0.3240875184881298,
1,-40,0.4102286879992164,0.2919156076237051,0.2915878646112098,0.1621178364221513,0.3184549928448591,0.7275293400537519,0.2965087112348142,0.2612536235232622,0.3194740594642398,
2,-30,0.3732016609432599,0.294689452528445,0.2946315094711388,0.1941238552246285,0.3141729311833917,0.5334055166314777,0.2975004898420504,0.2724198494654496,0.31467619317466,
3,-20,0.3440768684595896,0.2972437208498106,0.2971681656038542,0.2280253265421281,0.3098137333681353,0.423054436494139,0.2987923221969789,0.2831692523531284,0.3101529837521704,
4,-10,0.3208334043056008,0.2995416339689684,0.299648168184558,0.2637592034971007,0.3056671081266066,0.3515649939178776,0.3001540093725749,0.292962280549068,0.3057236414455612,
5,0,0.3017865108878974,0.3017865108878974,0.3017865108878974,0.3016661340560541,0.3017865108878974,0.3016498675498714,0.3017865108878974,0.3017865108878974,0.3016588010054611,
6,10,0.2854991827176401,0.3035033449796163,0.3034962616930449,0.3416744851358903,0.2976116215709872,0.2647366419172091,0.3031477142766171,0.3090907944517946,0.2975273202793426,
7,20,0.2717984033990807,0.3053300289491944,0.3052259955213043,0.3844132359808756,0.293783378241611,0.2363109701139146,0.3050242262729069,0.3155453538124478,0.29366908409128,
8,30,0.2600192341470936,0.3070852845079289,0.3068887938738192,0.4300788012962635,0.2900576357509959,0.2135810267638542,0.3074715761011967,0.3212333319537996,0.2900255894283163,
9,40,0.2497115259114301,0.3085622398478352,0.3083190500178854,0.4790550513422874,0.286545542369433,0.1948972088187,0.3163847755205712,0.3260543224320014,0.2865093977839377,
10,50,0.2407316600494134,0.3099315758837622,0.3097106309701583,0.5316753671646135,0.2831280959836896,0.1792469778108783,0.3169786141152744,0.330352752458611,0.2831576231421828,
11,-100,,,,,,,,,,0.1372831216452024
12,-85,,,,,,,,,,0.1617622270009548
13,-70,,,,,,,,,,0.1772985938053318
14,-54,,,,,,,,,,0.2105243386902623
15,-39,,,,,,,,,,0.2344089018070387
16,-24,,,,,,,,,,0.2249408154821942
17,-9,,,,,,,,,,0.2695085023575275
18,6,,,,,,,,,,0.3266936723809008
19,21,,,,,,,,,,0.390430524329892
20,37,,,,,,,,,,0.4587562503511203
21,52,,,,,,,,,,0.5319920455443653
22,67,,,,,,,,,,0.6085636167529512
23,82,,,,,,,,,,0.6865789060621212
24,97,,,,,,,,,,0.764744742581881
25,112,,,,,,,,,,0.8424142014070966
26,128,,,,,,,,,,0.919217788126991
27,143,,,,,,,,,,0.9950976455721392
28,158,,,,,,,,,,1.0702183403072547
29,173,,,,,,,,,,1.144335619142743
30,188,,,,,,,,,,1.2176425054992577
31,203,,,,,,,,,,1.290336486034493
