,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.0310260972590437,0.0322101519054006,0.0330335955054772,0.0117963731205693,0.0360577450495021,0.0738316568177205,0.0319969991996297,0.0334209658682189,0.0333663333303385,
1,-40,0.031321452160448,0.0323848109346394,0.0330069309930674,0.0156503367718029,0.0354321969924997,0.0527981355719051,0.0321784655497617,0.0327678316816504,0.0332663759635126,
2,-30,0.031676409800775,0.0325378429894582,0.0329812559662669,0.0196566956137666,0.0347997047696347,0.0435625315165865,0.0323528947475319,0.0325581625271176,0.0331512086414797,
3,-20,0.0320498423945169,0.0326769932291634,0.0329521612637154,0.0238520161389788,0.0341656845191177,0.038479102644307,0.0325413707260656,0.0325846612271938,0.0330603870588537,
4,-10,0.0324729628571787,0.0328027471245133,0.0329408476246051,0.02825539503241,0.0335370390765366,0.0352095443667744,0.0327292633190013,0.0327256217436189,0.0329781419907285,
5,0,0.0329272905525102,0.0329272905525102,0.0329272905525102,0.032917943358796,0.0329272905525102,0.0329168993238531,0.0329272905525102,0.0329272905525102,0.0329169265328328,
6,10,0.0333773822397786,0.0330155943286331,0.0328957774918178,0.0378588020870187,0.0322926127584142,0.0311887485718098,0.0330828932320186,0.0331107659361916,0.0328572546724057,
7,20,0.0338605441602733,0.0331144685701319,0.0328806981150446,0.0431445093422411,0.0316787607031375,0.0298133774390108,0.0332470124988239,0.0333016871447935,0.0328155345450896,
8,30,0.0343601203230444,0.0332058508720916,0.0328699003447358,0.0488206184142113,0.0310709104596316,0.0286587116828993,0.0333163418703511,0.0334872681769572,0.0327883708494182,
9,40,0.0348697903134616,0.0332811933814281,0.0328531459059699,0.0549472051001587,0.0304719229547011,0.0276471371131451,0.0321263324914962,0.0336476437972505,0.0327709232440726,
10,50,0.0353989129010023,0.0333464469863501,0.0328390765676591,0.0615920354483334,0.0298797471350058,0.0267379042767266,0.0321755377748758,0.0338032791437665,0.0327664101055368,
11,-100,,,,,,,,,,0.0
12,-85,,,,,,,,,,0.005
13,-70,,,,,,,,,,0.01
14,-54,,,,,,,,,,0.015
15,-39,,,,,,,,,,0.02
16,-24,,,,,,,,,,0.025
17,-9,,,,,,,,,,0.03
18,6,,,,,,,,,,0.035
19,21,,,,,,,,,,0.04
20,37,,,,,,,,,,0.045
21,52,,,,,,,,,,0.05
22,67,,,,,,,,,,0.055
23,82,,,,,,,,,,0.06
24,97,,,,,,,,,,0.065
25,112,,,,,,,,,,0.07
26,128,,,,,,,,,,0.075
27,143,,,,,,,,,,0.08
28,158,,,,,,,,,,0.085
29,173,,,,,,,,,,0.09
30,188,,,,,,,,,,0.095
31,203,,,,,,,,,,0.1
