,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.0302260327058672,0.0625125776800678,0.1205996793456996,0.1071862895878437,0.0607235953855445,0.0320285213423328,0.062241719013617,0.0540530176633336,0.0607246367785414,
1,-40,0.0364483145395058,0.0620038706551785,0.1005512550767565,0.0941778286243437,0.0607086866093199,0.0433610781953116,0.0619400164563142,0.056791425404284,0.0607016496353496,
2,-30,0.0425719502658396,0.0615523212208589,0.086228086167507,0.0835180824241993,0.060673774699501,0.0510492377972368,0.0616205715146479,0.0585096381754797,0.0606887282709202,
3,-20,0.0486194911745548,0.061144328801236,0.0754974122581096,0.0745795180699264,0.0606322378347284,0.0559005281366733,0.0612562547827925,0.0595345965272532,0.0606338711659607,
4,-10,0.0545726760118687,0.0607761591116647,0.0671189043809128,0.0669884468850035,0.0605501160108416,0.0588080896100898,0.0608656164355943,0.0601214598547271,0.0605575009124635,
5,0,0.0604282600898322,0.0604282600898322,0.0604282600898322,0.0604406775640094,0.0604282600898322,0.0604407174396659,0.0604282600898322,0.0604282600898322,0.0604383252681188,
6,10,0.0662273967212229,0.0601397602844711,0.0549689603482128,0.0547475598045975,0.0603178974947775,0.0612905492532324,0.0599835088195259,0.0606137338662532,0.0603164895258461,
7,20,0.071924116526664,0.0598526112576746,0.0504055780958787,0.0497188553108599,0.0601612491064035,0.0616414419592154,0.059446068607522,0.0606944666879294,0.060158860750084,
8,30,0.0775234237981896,0.0595704437020394,0.0465385589239876,0.0452516559405356,0.0599811796645158,0.0616833011097472,0.0586793302295454,0.0607081495355779,0.0599732586509342,
9,40,0.0830439725532501,0.0593266927927394,0.0432297874990342,0.0412515267886329,0.0597699756830475,0.0615193918356782,0.0549873715630631,0.0607045397298394,0.0597685884582369,
10,50,0.0884602765935343,0.0590986311178329,0.0403588699410949,0.037649431254148,0.0595382506917744,0.0612082953795057,0.0545048104293183,0.0606745149147031,0.0595417768653116,
11,-100,,,,,,,,,,0.075886945354049
12,-85,,,,,,,,,,0.068142905092153
13,-70,,,,,,,,,,0.064394528882063
14,-54,,,,,,,,,,0.0593465986351415
15,-39,,,,,,,,,,0.0593740143514865
16,-24,,,,,,,,,,0.0710762312757262
17,-9,,,,,,,,,,0.0643733300556863
18,6,,,,,,,,,,0.0577067416254158
19,21,,,,,,,,,,0.0516067820899872
20,37,,,,,,,,,,0.0461495543452345
21,52,,,,,,,,,,0.0413411462201704
22,67,,,,,,,,,,0.0372240481891045
23,82,,,,,,,,,,0.0337636051351584
24,97,,,,,,,,,,0.0308667934179722
25,112,,,,,,,,,,0.0284280047742453
26,128,,,,,,,,,,0.0263578107857214
27,143,,,,,,,,,,0.0245809532901743
28,158,,,,,,,,,,0.0230364490476072
29,173,,,,,,,,,,0.0216873954039462
30,188,,,,,,,,,,0.020496326186853
31,203,,,,,,,,,,0.0194344541332129
